instance family sequential-except-0 sequential-except-1 sequential-except-2 sequential-except-3
g11-g57 11 1 1 1 1
g11-g61 11 2 2 2 2
g11-g62 11 270 1638 7940 21428
g11-g63 11 63310 174531 363495 581821
g11-g64 11 8 93 7 7
g11-g65 11 821 1702 2788 3279
g11-g67 11 5 4 4 4
g11-g68 11 1000000 1000000 1000000 1000000
g11-g69 11 5 5 16 192
g11-g70 11 5 4 5 5
g11-g71 11 5 6 24 227
g11-g72 11 5 5 11 191
g11-g74 11 9 8 9 10
g11-g75 11 10 10 11 17
g11-g76 11 17 17 17 17
g11-g77 11 26 26 35 26
g11-g78 11 635 283 320 522
g11-g79 11 15 22 30 171
g11-g80 11 13 13 13 13
g11-g81 11 2953 5893 8582 10887
g11-g83 11 2581 5367 7980 10080
g11-g84 11 59 41 41 56
g11-g85 11 25 25 25 25
g11-g87 11 248 1211 4718 9305
g11-g88 11 1716 7175 18391 28857
g11-g89 11 21 21 21 21
g11-g90 11 36 36 5420 7894
g11-g91 11 36 45 39 109
g11-g92 11 45 46 50 105
g11-g94 11 60 623 2032 3373
g11-g95 11 66 77 111 197
g11-g96 11 72 72 109 229
g11-g97 11 67 79 94 133
g11-g98 11 71 151 419 976
g11-g99 11 71 132 319 1006
g12-g100 11 70 70 70 70
g12-g101 11 86 85 118 86
g12-g102 11 87 87 87 90
g12-g103 11 90 90 90 90
g12-g104 11 231 191 234 380
g12-g105 11 191 193 235 381
g12-g106 11 370 1019 3276 7495
g12-g107 11 349 434 761 1820
g12-g108 11 409 563 1211 2840
g12-g109 11 441 439 472 605
g12-g110 11 19935 70828 162912 290681
g12-g111 11 589 1477 4165 9398
g12-g112 11 758 758 758 759
g12-g51 11 0 0 266 4081
g12-g52 11 1 1 0 0
g12-g53 11 1 0 1 1
g12-g54 11 1 1 2 3
g12-g55 11 1 1 1 1
g12-g56 11 2 2 3 7
g12-g57 11 1 1 1 1
g12-g61 11 3 2 3 3
g12-g62 11 3 3 3 4
g12-g63 11 47 570 1517 2872
g12-g64 11 1000000 1000000 1000000 451424
g12-g65 11 6 6 6 6
g12-g67 11 4 4 6 4
g12-g68 11 36257 69619 102766 132474
g12-g69 11 5 5 5 7
g12-g70 11 5 5 5 5
g12-g71 11 5 5 5 7
g12-g72 11 6 6 7 8
g12-g74 11 92961 1000000 1000000 1000000
g12-g75 11 258 61 13 12
g12-g76 11 18 19 19 18
g12-g77 11 27 27 27 27
g12-g78 11 8 145 569 1720
g12-g79 11 11 13 11 11
g12-g80 11 14 19 19 14
g12-g81 11 28 20 21 20
g12-g83 11 20 21 21 21
g12-g84 11 1000000 1000000 1000000 1000000
g12-g85 11 20 20 27 20
g12-g87 11 28 28 22 30
g12-g88 11 21 30 32 41
g12-g89 11 22 29 22 22
g12-g90 11 38 38 38 38
g12-g91 11 38 38 38 38
g12-g92 11 63 54 47 47
g12-g94 11 63 62 63 63
g12-g95 11 69 69 69 73
g12-g96 11 69 69 69 69
g12-g97 11 69 69 69 69
g12-g98 11 93 74 70 70
g12-g99 11 70 70 70 70
g13-g100 11 72 88 86 76
g13-g101 11 92 86 90 112
g13-g102 11 105 88 89 88
g13-g103 11 126 126 91 127
g13-g104 11 192 202 305 986
g13-g105 11 193 203 350 1058
g13-g106 11 819 1549 6706 14056
g13-g107 11 423 858 1857 5818
g13-g108 11 563 907 4041 7697
g13-g109 11 445 444 444 444
g13-g110 11 1391 3123 5447 8112
g13-g111 11 1157 2072 8448 17327
g13-g112 11 764 792 764 772
g13-g51 11 8470 100927 23099 826
g13-g52 11 0 0 1 0
g13-g53 11 1 1 1 1
g13-g54 11 1 1 4 10
g13-g55 11 1 1 1 1
g13-g56 11 2 3 9 19
g13-g57 11 2 2 2 2
g13-g61 11 2 3 3 3
g13-g62 11 3 3 3 3
g13-g63 11 204 515 1246 5571
g13-g64 11 1000000 1000000 1000000 1000000
g13-g65 11 4 5 6 4
g13-g67 11 6 4 4 4
g13-g68 11 47880 61090 98441 109434
g13-g69 11 5 5 5 5
g13-g70 11 6 6 6 6
g13-g71 11 5 5 5 5
g13-g72 11 6 6 6 6
g13-g74 11 10 16 23 32
g13-g75 11 101 302 299 507
g13-g76 11 429 858 1248 1630
g13-g77 11 902 1791 2721 3450
g13-g78 11 16 26 43 134
g13-g79 11 15 15 15 15
g13-g80 11 20 19 14 14
g13-g81 11 21 20 20 20
g13-g83 11 27 21 21 21
g13-g84 11 819 1741 2494 3253
g13-g85 11 21 27 20 20
g13-g87 11 22 29 30 30
g13-g88 11 22 22 22 22
g13-g89 11 22 22 22 22
g13-g90 11 39 38 38 38
g13-g91 11 38 52 53 38
g13-g92 11 48 48 48 48
g13-g94 11 63 63 66 63
g13-g95 11 70 72 70 70
g13-g96 11 87 70 70 93
g13-g97 11 70 97 70 70
g13-g98 11 71 71 71 71
g13-g99 11 71 70 71 95
g14-g100 11 97 71 75 98
g14-g101 11 87 87 87 89
g14-g102 11 115 97 90 89
g14-g103 11 91 108 91 2886
g14-g104 11 241 2198 1000001 690988
g14-g105 11 249 2275 1000002 689091
g14-g106 11 1910 30666 1000001 1292
g14-g107 11 844 12389 1000000 1186
g14-g108 11 1470 16109 1000002 1370
g14-g109 11 447 445 473 455
g14-g110 11 2403 5246 8999 13817
g14-g111 11 2470 38535 1000000 1761
g14-g112 11 775 774 796 833
g14-g51 11 1000000 1000000 5228 2
g14-g52 11 0 0 0 0
g14-g53 11 1 1 351 2291
g14-g54 11 2 8 21 39
g14-g55 11 2 2 4 12
g14-g56 11 2 10 18 34
g14-g57 11 2 1 2 2
g14-g61 11 2 2 3 2
g14-g62 11 4 3 4 6
g14-g63 11 547 4004 9602 336
g14-g64 11 1000000 1000000 1000000 146611
g14-g65 11 4 6 6 253
g14-g67 11 6 4 4 4
g14-g68 11 13563 68154 79907 92371
g14-g69 11 5 5 5 5
g14-g70 11 5 5 5 5
g14-g71 11 5 5 5 5
g14-g72 11 6 6 8 8
g14-g74 11 12 34 33 46
g14-g75 11 115 278 398 509
g14-g76 11 482 1100 1528 2040
g14-g77 11 945 2271 3188 4388
g14-g78 11 16 55 159 285
g14-g79 11 12 11 12 23
g14-g80 11 14 19 14 15
g14-g81 11 27 20 21 694
g14-g83 11 21 21 21 21
g14-g84 11 986 2371 3123 4108
g14-g85 11 21 20 20 28
g14-g87 11 22 25 31 71
g14-g88 11 22 42 81 189
g14-g89 11 23 22 22 22
g14-g90 11 39 38 39 38
g14-g91 11 46 52 41 40
g14-g92 11 48 63 48 48
g14-g94 11 64 88 64 64
g14-g95 11 70 92 74 71
g14-g96 11 97 99 99 71
g14-g97 11 76 70 71 71
g14-g98 11 71 71 71 73
g14-g99 11 72 71 72 72
g15-g100 11 71 71 72 72
g15-g101 11 112 89 87 87
g15-g102 11 89 88 88 88
g15-g103 11 91 91 91 91
g15-g104 11 239 203 207 296
g15-g105 11 193 194 209 297
g15-g106 11 390 1033 2809 8505
g15-g107 11 367 470 791 2993
g15-g108 11 423 661 1243 4806
g15-g109 11 447 450 446 446
g15-g110 11 1240 2237 4185 6523
g15-g111 11 656 1389 3672 10783
g15-g112 11 773 772 771 771
g15-g51 11 705 9124 44185 576
g15-g52 11 0 0 0 0
g15-g53 11 1 1 1 1
g15-g54 11 2 2 2 2
g15-g55 11 2 2 1 2
g15-g56 11 1 2 3 7
g15-g57 11 1 1 1 1
g15-g61 11 3 2 2 2
g15-g62 11 4 3 4 4
g15-g63 11 30 255 638 1017
g15-g64 11 1000000 1000000 1000000 1000000
g15-g65 11 4 4 6 4
g15-g67 11 6 4 4 5
g15-g68 11 1199 37061 50868 85875
g15-g69 11 5 5 5 5
g15-g70 11 5 5 5 5
g15-g71 11 5 5 5 5
g15-g72 11 6 6 6 6
g15-g74 11 9 14 21 27
g15-g75 11 117 220 327 406
g15-g76 11 521 868 1381 1707
g15-g77 11 955 1865 2801 3600
g15-g78 11 9 9 21 68
g15-g79 11 11 15 12 11
g15-g80 11 14 14 14 14
g15-g81 11 21 21 29 28
g15-g83 11 21 21 21 21
g15-g84 11 864 1781 2591 3341
g15-g85 11 20 20 20 20
g15-g87 11 22 22 22 30
g15-g88 11 22 22 29 22
g15-g89 11 28 30 22 22
g15-g90 11 38 38 38 38
g15-g91 11 39 39 39 46
g15-g92 11 48 48 48 48
g15-g94 11 64 63 64 88
g15-g95 11 70 70 71 71
g15-g96 11 76 70 71 71
g15-g97 11 71 70 70 71
g15-g98 11 71 72 102 71
g15-g99 11 71 71 71 71
g16-g100 11 73 72 72 73
g16-g101 11 89 88 89 89
g16-g102 11 91 91 112 91
g16-g103 11 1318 2590 3712 5004
g16-g104 11 2782 90643 489248 1000001
g16-g105 11 2927 90873 489366 1000001
g16-g106 11 69758 1000000 1000001 1000002
g16-g107 11 14851 386063 1000001 1000000
g16-g108 11 36488 852114 1000002 1000001
g16-g109 11 459 458 457 456
g16-g110 11 3463 7171 12309 18758
g16-g111 11 87622 1000002 1000002 1000001
g16-g112 11 786 934 792 1001
g16-g51 11 0 916422 1000000 1000000
g16-g52 11 0 0 0 0
g16-g53 11 394 404 777 1763
g16-g54 11 7 15 28 52
g16-g55 11 2 4 13 34
g16-g56 11 6 17 34 59
g16-g57 11 3 1 2 2
g16-g61 11 3 3 3 3
g16-g62 11 3 4 8 13
g16-g63 11 14068 18841 55221 109556
g16-g64 11 1000000 7724 65858 1000000
g16-g65 11 80 169 245 435
g16-g67 11 5 4 5 6
g16-g68 11 1000000 1000000 1000000 1000000
g16-g69 11 5 7 5 5
g16-g70 11 5 5 7 5
g16-g71 11 5 5 5 5
g16-g72 11 8 6 8 8
g16-g74 11 18 29 56 61
g16-g75 11 138 296 629 623
g16-g76 11 596 1073 1647 2289
g16-g77 11 1134 2221 3366 4824
g16-g78 11 79 246 340 432
g16-g79 11 12 21 41 50
g16-g80 11 15 14 15 20
g16-g81 11 335 659 939 1278
g16-g83 11 21 22 646 1076
g16-g84 11 1090 2196 3285 4754
g16-g85 11 28 28 28 21
g16-g87 11 23 30 50 109
g16-g88 11 39 80 155 285
g16-g89 11 23 23 23 23
g16-g90 11 39 39 39 39
g16-g91 11 52 54 40 40
g16-g92 11 69 59 49 49
g16-g94 11 73 84 66 91
g16-g95 11 102 92 72 72
g16-g96 11 72 72 72 79
g16-g97 11 72 72 72 72
g16-g98 11 98 73 106 191
g16-g99 11 72 81 117 368
g17-g100 11 78 78 79 79
g17-g101 11 38049 73798 108615 141698
g17-g102 11 69917 134741 198857 261554
g17-g103 11 169127 327368 483304 636906
g17-g104 11 4899 276478 547915 1000001
g17-g105 11 85117 373490 60719 116110
g17-g106 11 2303 121117 1000000 1000002
g17-g107 11 29633 2131 194076 32480
g17-g108 11 1931 104873 1718 2200
g17-g109 11 1000001 1000002 556 510
g17-g110 11 619 637 695 661
g17-g111 11 3027 151791 1000002 1000001
g17-g112 11 31715 155313 347577 530265
g17-g51 11 1000000 1000000 1000000 1000000
g17-g52 11 5042 27762 263747 1000000
g17-g53 11 244 1104 3360 14041
g17-g54 11 63 8292 2306 10
g17-g55 11 12540 126929 595992 1000000
g17-g56 11 293 278 26 88
g17-g57 11 2 2 2 2
g17-g61 11 95 129 140 139
g17-g62 11 1000000 1000000 1000000 1000000
g17-g63 11 6 6 8779 7
g17-g64 11 10 13 10 14
g17-g65 11 46719 101781 147208 179187
g17-g67 11 2604 5017 7381 9737
g17-g68 11 14 14 14 14
g17-g69 11 4601 14570 22266 29866
g17-g70 11 10 80 488 956
g17-g71 11 7183 15790 24433 36098
g17-g72 11 7 7 37892 43837
g17-g74 11 1000000 1000000 1000000 1000000
g17-g75 11 15 14 15 14
g17-g76 11 21 21 34 33
g17-g77 11 30 30 30 30
g17-g78 11 19 13 1000000 7644
g17-g79 11 19 26 31300 102466
g17-g80 11 16 16 65 149
g17-g81 11 75882 151478 225876 263618
g17-g83 11 25 39 39 27
g17-g84 11 47 48 48 49
g17-g85 11 23 23 23 23
g17-g87 11 284 446 4222 154
g17-g88 11 138 547 1012 40
g17-g89 11 4771 9199 13471 17722
g17-g90 11 60 73 67 100
g17-g91 11 1828 9215 19393 27976
g17-g92 11 2533 11769 24716 37108
g17-g94 11 6351 90 156 216
g17-g95 11 1317 5953 11637 18771
g17-g96 11 1835 9002 25670 43072
g17-g97 11 1506 17156 107856 242750
g17-g98 11 14507 57851 116725 187985
g17-g99 11 18713 83372 165915 263447
g18-g100 11 78 78 79 79
g18-g101 11 40427 80402 119523 158537
g18-g102 11 73329 146178 217731 288974
g18-g103 11 176908 348805 520311 689046
g18-g104 11 1000000 1000000 1000000 1000001
g18-g105 11 1000000 1000000 1000000 1000001
g18-g106 11 740077 1000001 1000001 1000001
g18-g107 11 1000001 1000001 1000001 1000001
g18-g108 11 1000001 1000001 1000001 1000001
g18-g109 11 1000000 1000001 1000002 1000002
g18-g110 11 181776 36545 35958 39600
g18-g111 11 911659 1000000 1000002 1000001
g18-g112 11 53086 225146 433349 592671
g18-g51 11 1000000 1000000 1000000 1000000
g18-g52 11 1 6885 16585 24068
g18-g53 11 259723 1000000 1000000 1000000
g18-g54 11 1000000 1000000 1000000 1000000
g18-g55 11 18476 54275 83001 109204
g18-g56 11 1000000 1000000 1000000 1000000
g18-g57 11 2 2 2 2
g18-g61 11 6578 15205 23328 31643
g18-g62 11 1000000 1000000 1000000 1000000
g18-g63 11 6 1000000 1000000 1000000
g18-g64 11 14 10 10 10
g18-g65 11 56248 116162 176310 237074
g18-g67 11 2710 5540 8029 10662
g18-g68 11 16 11 3457 11
g18-g69 11 7520 15908 23601 31201
g18-g70 11 6 62 336 1022
g18-g71 11 8242 17342 25577 34290
g18-g72 11 7 6 7 36804
g18-g74 11 1000000 1000000 1000000 1000000
g18-g75 11 23 25 26 17
g18-g76 11 22 22 21 22
g18-g77 11 31 30 30 31
g18-g78 11 70813 507 1080 263
g18-g79 11 20 17 3898 7742
g18-g80 11 16 16 16 128
g18-g81 11 85261 168007 249685 330698
g18-g83 11 25 26 26 27
g18-g84 11 48 50 50 50
g18-g85 11 23 31 23 23
g18-g87 11 586829 1000000 1000000 908520
g18-g88 11 1000000 1000000 1000000 145035
g18-g89 11 5220 10130 15243 20387
g18-g90 11 59 70 62 64
g18-g91 11 2742 12393 22891 31637
g18-g92 11 3838 16235 29654 41082
g18-g94 11 4390 6712 6938 7143
g18-g95 11 2502 6417 11496 18022
g18-g96 11 2036 7136 21224 44954
g18-g97 11 838 4244 29062 198790
g18-g98 11 18189 53953 94703 156678
g18-g99 11 23965 68374 117758 183129
g19-g100 11 78 78 78 78
g19-g101 11 95 95 96 96
g19-g102 11 11892 23113 34163 45236
g19-g103 11 18855 36824 54715 72572
g19-g104 11 1000001 1000000 1000000 1000001
g19-g105 11 1000000 1000001 1000001 1000001
g19-g106 11 1000001 1000001 1000001 1000001
g19-g107 11 1000001 1000000 1000000 1000002
g19-g108 11 1000001 1000000 1000002 1000001
g19-g109 11 487 486 488 488
g19-g110 11 1000001 1000001 1000002 1000002
g19-g111 11 1000001 1000001 1000001 1000002
g19-g112 11 861 907 1231 3010
g19-g51 11 1000000 1000000 1000000 1000000
g19-g52 11 1 1 2 107
g19-g53 11 22490 48041 76215 105204
g19-g54 11 5087 18381 58309 99640
g19-g55 11 257 1038 2468 3731
g19-g56 11 11689 43003 155525 274807
g19-g57 11 2 2 2 2
g19-g61 11 3 3 3 3
g19-g62 11 54 4020 25424 73227
g19-g63 11 1000000 1000000 1000000 1000000
g19-g64 11 2532 209 12 16
g19-g65 11 4292 8445 15404 19572
g19-g67 11 5 5 5 5
g19-g68 11 1000000 1000000 1000000 1000000
g19-g69 11 6 6 20 163
g19-g70 11 6 5 6 6
g19-g71 11 6 19 63 229
g19-g72 11 7 7 7 44
g19-g74 11 1000000 1000000 1000000 1000000
g19-g75 11 14 15 16 18
g19-g76 11 21 21 22 22
g19-g77 11 30 37 30 30
g19-g78 11 1000000 1000000 1000000 1000000
g19-g79 11 38 78 1342 2095
g19-g80 11 16 16 16 16
g19-g81 11 9123 18035 29649 38573
g19-g83 11 250068 534277 870253 1000000
g19-g84 11 47 49 49 49
g19-g85 11 23 22 23 23
g19-g87 11 3508 15441 60801 117218
g19-g88 11 75512 254564 884943 1000000
g19-g89 11 25 24 25 25
g19-g90 11 42 42 42 43
g19-g91 11 43 44 73 170
g19-g92 11 53 57 73 186
g19-g94 11 110 2586 13093 28518
g19-g95 11 77 94 134 215
g19-g96 11 78 92 162 309
g19-g97 11 78 78 120 176
g19-g98 11 150 221 581 1249
g19-g99 11 106 272 630 1302
g2-g100 11 129 194 253 303
g2-g101 11 64 63 67 64
g2-g102 11 70 65 66 70
g2-g103 11 68 68 68 68
g2-g104 11 140 140 143 144
g2-g105 11 142 141 144 145
g2-g106 11 291 268 276 274
g2-g107 11 260 260 264 265
g2-g108 11 305 306 332 312
g2-g109 11 333 329 350 383
g2-g110 11 413 414 414 415
g2-g111 11 427 429 432 433
g2-g112 11 568 567 567 567
g2-g51 11 0 0 0 0
g2-g52 11 0 0 0 0
g2-g53 11 0 0 0 0
g2-g54 11 1 1 1 1
g2-g55 11 1 1 1 1
g2-g56 11 1 1 1 1
g2-g57 11 1 2 4 5
g2-g61 11 1 1 2 1
g2-g62 11 2 2 2 2
g2-g63 11 3 3 3 3
g2-g64 11 4 4 4 4
g2-g65 11 3 3 3 3
g2-g67 11 3 3 3 3
g2-g68 11 4 4 4 4
g2-g69 11 4 4 4 4
g2-g70 11 4 4 3 3
g2-g71 11 4 4 4 4
g2-g72 11 4 4 5 6
g2-g74 11 5 6 6 6
g2-g75 11 6 6 7 7
g2-g76 11 13 13 13 13
g2-g77 11 21 21 21 21
g2-g78 11 6 6 7 6
g2-g79 11 8 10 8 8
g2-g80 11 38 10 12 12
g2-g81 11 15 18 18 17
g2-g83 11 19 16 15 19
g2-g84 11 32 33 33 33
g2-g85 11 62 17 15 15
g2-g87 11 15 15 16 16
g2-g88 11 16 16 16 16
g2-g89 11 16 16 16 16
g2-g90 11 28 28 28 28
g2-g91 11 27 28 28 28
g2-g92 11 34 35 35 35
g2-g94 11 50 52 48 47
g2-g95 11 52 50 54 55
g2-g96 11 52 62 60 70
g2-g97 11 51 51 54 55
g2-g98 11 59 51 63 54
g2-g99 11 51 52 53 54
g20-g100 11 78 78 78 78
g20-g101 11 95 95 95 96
g20-g102 11 97 96 97 96
g20-g103 11 100 99 99 99
g20-g104 11 240 212 209 210
g20-g105 11 211 290 210 210
g20-g106 11 424 403 390 390
g20-g107 11 386 396 387 386
g20-g108 11 453 454 454 572
g20-g109 11 489 485 485 485
g20-g110 11 598 599 599 603
g20-g111 11 631 627 629 648
g20-g112 11 840 840 840 839
g20-g51 11 0 1 0 0
g20-g52 11 1 1 1 1
g20-g53 11 1 1 1 1
g20-g54 11 2 2 2 2
g20-g55 11 2 2 2 2
g20-g56 11 2 2 2 2
g20-g57 11 2 2 2 2
g20-g61 11 4 3 3 4
g20-g62 11 3 3 3 3
g20-g63 11 6 6 4 4
g20-g64 11 1000000 1000000 1000000 1000000
g20-g65 11 5 5 5 5
g20-g67 11 5 5 5 5
g20-g68 11 1914 3641 22822 24403
g20-g69 11 6 6 6 6
g20-g70 11 6 5 7 5
g20-g71 11 6 6 6 6
g20-g72 11 7 6 9 9
g20-g74 11 10 10 10 10
g20-g75 11 118 234 454 496
g20-g76 11 685 1379 2228 2869
g20-g77 11 1589 3191 4821 6143
g20-g78 11 9 9 9 9
g20-g79 11 13 12 17 12
g20-g80 11 16 16 16 16
g20-g81 11 22 22 31 32
g20-g83 11 23 23 33 23
g20-g84 11 1575 3245 5264 6251
g20-g85 11 32 30 32 31
g20-g87 11 33 33 34 32
g20-g88 11 24 23 24 24
g20-g89 11 25 24 25 25
g20-g90 11 42 42 42 59
g20-g91 11 42 42 42 42
g20-g92 11 53 75 52 52
g20-g94 11 70 86 73 98
g20-g95 11 77 84 77 111
g20-g96 11 77 77 87 77
g20-g97 11 77 77 77 77
g20-g98 11 78 79 95 78
g20-g99 11 78 77 93 78
g21-g100 11 79 78 110 78
g21-g101 11 95 95 95 95
g21-g102 11 97 96 100 97
g21-g103 11 99 99 99 119
g21-g104 11 209 208 209 209
g21-g105 11 261 247 214 212
g21-g106 11 391 390 390 391
g21-g107 11 387 419 387 388
g21-g108 11 454 452 452 452
g21-g109 11 486 485 486 486
g21-g110 11 654 595 597 595
g21-g111 11 667 774 629 628
g21-g112 11 840 838 847 850
g21-g51 11 1 1 1 1
g21-g52 11 1 1 1 1
g21-g53 11 1 1 1 1
g21-g54 11 2 2 2 2
g21-g55 11 2 2 2 2
g21-g56 11 2 2 2 2
g21-g57 11 2 2 2 2
g21-g61 11 3 3 3 3
g21-g62 11 3 3 4 3
g21-g63 11 4 4 4 4
g21-g64 11 6 6 9 6
g21-g65 11 5 5 5 5
g21-g67 11 5 5 5 5
g21-g68 11 6 6 6 6
g21-g69 11 6 8 8 6
g21-g70 11 6 5 6 6
g21-g71 11 6 6 6 6
g21-g72 11 7 7 7 8
g21-g74 11 8 8 8 8
g21-g75 11 10 10 10 10
g21-g76 11 547 1397 2107 2554
g21-g77 11 1367 3315 5138 6268
g21-g78 11 13 9 9 12
g21-g79 11 12 12 12 17
g21-g80 11 16 21 16 23
g21-g81 11 23 23 22 32
g21-g83 11 26 23 33 33
g21-g84 11 1206 3313 5263 6516
g21-g85 11 23 22 22 32
g21-g87 11 24 23 23 23
g21-g88 11 24 24 34 24
g21-g89 11 25 34 25 34
g21-g90 11 42 42 42 42
g21-g91 11 55 58 42 48
g21-g92 11 53 75 53 53
g21-g94 11 70 69 70 69
g21-g95 11 77 77 107 77
g21-g96 11 77 77 77 77
g21-g97 11 77 77 77 77
g21-g98 11 106 97 78 109
g21-g99 11 82 81 78 108
g22-g100 11 88 80 81 90
g22-g101 11 99 98 99 99
g22-g102 11 113 129 101 100
g22-g103 11 1841 3740 5012 6610
g22-g104 11 7829 27865 125851 1000000
g22-g105 11 7694 27832 126928 1000001
g22-g106 11 138189 339893 1000000 1000001
g22-g107 11 16530 51450 265333 1000001
g22-g108 11 138758 331631 1000001 1000001
g22-g109 11 509 520 502 499
g22-g110 11 4542 9493 14960 21739
g22-g111 11 175140 426332 1000002 1000001
g22-g112 11 864 861 866 870
g22-g51 11 1 726005 1000000 1000000
g22-g52 11 1 1 1 1
g22-g53 11 24 101 318 804
g22-g54 11 4 13 29 54
g22-g55 11 2 2 8 20
g22-g56 11 5 18 36 67
g22-g57 11 2 3 2 2
g22-g61 11 3 3 4 3
g22-g62 11 4 4 4 9
g22-g63 11 1767 5964 8621 11722
g22-g64 11 1000000 1000000 1000000 1000000
g22-g65 11 163 279 451 420
g22-g67 11 6 5 5 5
g22-g68 11 20319 41613 58040 74256
g22-g69 11 6 8 6 6
g22-g70 11 6 8 6 6
g22-g71 11 8 6 6 6
g22-g72 11 7 7 7 7
g22-g74 11 21 56 53 87
g22-g75 11 163 409 504 664
g22-g76 11 683 1395 2028 2547
g22-g77 11 1400 2930 4272 5455
g22-g78 11 130 248 351 504
g22-g79 11 14 30 37 65
g22-g80 11 17 16 17 17
g22-g81 11 502 987 1297 1609
g22-g83 11 24 24 1169 1512
g22-g84 11 1293 2989 4201 5403
g22-g85 11 24 24 24 27
g22-g87 11 26 28 41 65
g22-g88 11 41 88 140 276
g22-g89 11 36 36 26 26
g22-g90 11 44 44 44 44
g22-g91 11 44 44 44 44
g22-g92 11 55 55 55 55
g22-g94 11 79 103 104 74
g22-g95 11 81 110 81 80
g22-g96 11 80 80 80 83
g22-g97 11 81 80 80 80
g22-g98 11 81 81 81 81
g22-g99 11 81 80 81 116
g23-g100 11 88 83 121 84
g23-g101 11 103 102 102 102
g23-g102 11 151 111 150 104
g23-g103 11 107 106 130 106
g23-g104 11 234 292 304 349
g23-g105 11 228 224 225 291
g23-g106 11 419 420 622 50188
g23-g107 11 435 410 438 5518
g23-g108 11 483 481 546 6380
g23-g109 11 518 514 515 515
g23-g110 11 633 1418 3951 39878
g23-g111 11 677 677 943 63178
g23-g112 11 894 893 889 894
g23-g51 11 1 1 390 1000000
g23-g52 11 1 1 1 1
g23-g53 11 1 1 1 1
g23-g54 11 2 2 2 4
g23-g55 11 3 3 3 3
g23-g56 11 2 2 2 7
g23-g57 11 2 2 2 2
g23-g61 11 4 4 3 3
g23-g62 11 5 5 5 5
g23-g63 11 5 18 131 31832
g23-g64 11 1000000 1000000 1000000 1000000
g23-g65 11 5 5 5 5
g23-g67 11 6 6 6 8
g23-g68 11 7 2242 4786 1000000
g23-g69 11 7 6 7 7
g23-g70 11 6 6 6 6
g23-g71 11 7 6 7 7
g23-g72 11 8 7 7 7
g23-g74 11 9 9 20 109
g23-g75 11 75 256 448 8514
g23-g76 11 629 1443 2299 117322
g23-g77 11 1551 3202 5144 510384
g23-g78 11 10 10 11 10
g23-g79 11 14 13 14 14
g23-g80 11 18 17 17 17
g23-g81 11 25 34 25 35
g23-g83 11 35 25 25 25
g23-g84 11 1276 3195 5296 237167
g23-g85 11 35 24 25 25
g23-g87 11 26 36 26 27
g23-g88 11 26 26 26 39
g23-g89 11 27 27 27 27
g23-g90 11 56 45 46 46
g23-g91 11 46 45 46 46
g23-g92 11 57 56 57 57
g23-g94 11 76 74 75 75
g23-g95 11 83 82 83 83
g23-g96 11 84 82 97 122
g23-g97 11 84 82 83 83
g23-g98 11 85 90 93 95
g23-g99 11 85 86 84 84
g24-g100 11 87 85 86 86
g24-g101 11 10802 11551 12854 13978
g24-g102 11 13898 15000 16508 17534
g24-g103 11 21216 22692 24106 25581
g24-g104 11 1000001 10212 7553 815
g24-g105 11 285 346561 72969 640
g24-g106 11 465 715 947 1196
g24-g107 11 542 823 1008 1300
g24-g108 11 550 868 1005 1269
g24-g109 11 49264 55367 61671 67281
g24-g110 11 7180 16194 25340 34166
g24-g111 11 733 1165 1366 1827
g24-g112 11 918 1014 1534 1000001
g24-g51 11 18 4 5 5
g24-g52 11 1 3 11 29
g24-g53 11 9 27 8 8
g24-g54 11 23 57 100 165
g24-g55 11 22 71 124 172
g24-g56 11 24 58 104 149
g24-g57 11 2 2 2 2
g24-g61 11 150 348 549 790
g24-g62 11 9 25 57 114
g24-g63 11 1000000 153 33 34
g24-g64 11 1000000 208824 19482 8618
g24-g65 11 1000000 1000000 1000000 1000000
g24-g67 11 694 810 901 970
g24-g68 11 14 14 14 13
g24-g69 11 13 94 589 1000000
g24-g70 11 9 6 6 6
g24-g71 11 11 71 579 1000000
g24-g72 11 19 66 1000000 1000000
g24-g74 11 1000000 1000000 1000000 1000000
g24-g75 11 210 376 585 793
g24-g76 11 1000000 1000000 1000000 1000000
g24-g77 11 1000000 1000000 1000000 1000000
g24-g78 11 172 369 550 708
g24-g79 11 22 30 62 189
g24-g80 11 18 25 18 18
g24-g81 11 1000000 1000000 1000000 1000000
g24-g83 11 4450 4963 5429 5845
g24-g84 11 183610 194379 194530 197608
g24-g85 11 36 36 25 25
g24-g87 11 132 307 654 1095
g24-g88 11 205 438 816 1306
g24-g89 11 28 27 27 27
g24-g90 11 5528 6091 6742 7320
g24-g91 11 47 50 82 326
g24-g92 11 84 61 167 1000000
g24-g94 11 555 1318 2072 2850
g24-g95 11 100 178 213 210
g24-g96 11 106 33471 442 1000000
g24-g97 11 105 246 1000001 250
g24-g98 11 129 160 193 393
g24-g99 11 108 176 214 367
g25-g100 11 125 85 85 86
g25-g101 11 104 103 129 103
g25-g102 11 105 107 105 107
g25-g103 11 108 107 3550 5106
g25-g104 11 336 1000002 1000002 1000002
g25-g105 11 231 1000001 1000001 1000000
g25-g106 11 795 1000001 1000001 192251
g25-g107 11 500 1000001 1000002 2450
g25-g108 11 601 1000001 1000001 604
g25-g109 11 527 521 521 523
g25-g110 11 2375 6751 13296 21572
