instance family sequential-induced-nofilter-except-0 sequential-induced-nofilter-except-1 sequential-induced-nofilter-except-2 sequential-induced-nofilter-except-3
si2_b09_m400.09 3 3 4 4 4
si2_b09_m400.06 3 3 4 6 4
si2_b09_m400.00 3 3 4 4 6
si4_b06_m200.06 3 1 1 1 2
si4_b06_m200.03 3 1 1 1 2
si4_b06_m200.02 3 1 1 2 2
si4_b06_m200.07 3 1 1 1 2
si4_b06_m200.05 3 1 1 1 2
si4_b06_m200.08 3 1 1 2 3
si4_b06_m200.00 3 1 1 2 2
si4_b06_m200.04 3 1 2 2 3
si4_b06_m200.01 3 1 1 1 2
si4_b06_m200.09 3 1 2 2 2
si4_r005_m400.06 7 25442 272328 30940 40698
si4_r005_m400.03 7 23116 9925 35641 11948
si4_r005_m400.07 7 43059 10659 4562 36187
si4_r005_m400.01 7 15035 30049 24518 24444
si4_r005_m400.04 7 21178 12570 60075 7821
si4_r005_m400.00 7 23068 10474 36454 58411
si4_r005_m400.09 7 9409 24331 9771 47156
si4_r005_m400.05 7 12614 10449 69088 21488
si4_r005_m400.08 7 7679 58930 26877 16655
si4_r005_m400.02 7 11847 11796 30590 36524
si4_m4Dr2_m1296.07 6 4878 7429 5328 10550
si4_m4Dr2_m1296.00 6 4768 5786 6528 12948
si4_m4Dr2_m1296.05 6 4716 4714 5803 5260
si4_m4Dr2_m1296.04 6 4816 4988 1000002 12521
si4_m4Dr2_m1296.08 6 11193 12190 54762 4273
si4_m4Dr2_m1296.01 6 6524 5692 5558 5302
si4_m4Dr2_m1296.06 6 5379 6481 89296 11660
si4_m4Dr2_m1296.02 6 4701 4087 46166 4751
si4_m4Dr2_m1296.03 6 9232 19551 90505 47076
si4_m4Dr2_m1296.09 6 4833 5719 19460 29782
si6_b09_m800.03 3 32 40 37 43
si6_b09_m800.09 3 47 43 39 39
si6_b09_m800.07 3 44 45 41 54
si6_b09_m800.05 3 44 46 35 54
si6_b09_m800.04 3 43 44 44 49
si6_b09_m800.01 3 30 46 41 46
si6_b09_m800.00 3 32 41 63 67
si6_b09_m800.02 3 32 61 41 45
si6_b09_m800.06 3 32 45 53 54
si6_b09_m800.08 3 30 42 37 43
si6_b06m_m400.00 4 231 260 216 239
si6_b06m_m400.08 4 214 222 258 382
si6_b06m_m400.03 4 251 226 233 244
si6_b06m_m400.04 4 232 274 226 240
si6_b06m_m400.06 4 286 207 251 237
si6_b06m_m400.07 4 270 264 206 253
si6_b06m_m400.09 4 220 389 288 303
si6_b06m_m400.02 4 253 340 255 203
si6_b06m_m400.01 4 248 257 225 302
si6_b06m_m400.05 4 272 234 269 307
si2_m4Dr4_m1296.08 6 28544 3289 14305 136177
si2_m4Dr4_m1296.07 6 2663 22635 57511 215948
si2_m4Dr4_m1296.03 6 8482 1000001 1000001 1000001
si2_m4Dr4_m1296.05 6 1783 2850 55295 122471
si2_m4Dr4_m1296.06 6 2139 8614 3721 17959
si2_m4Dr4_m1296.04 6 2098 21507 2482 1896
si2_m4Dr4_m1296.09 6 2987 7471 1000002 5450
si2_m4Dr4_m1296.01 6 2698 2536 52579 66046
si2_m4Dr4_m1296.00 6 3415 2836 4965 22358
si2_m4Dr4_m1296.02 6 5604 76052 44409 184770
si6_m4Dr6_m1296.02 6 13215 8737 32132 11798
si6_m4Dr6_m1296.08 6 8883 8463 8228 8977
si6_m4Dr6_m1296.07 6 8936 8485 10223 11944
si6_m4Dr6_m1296.06 6 7436 7841 9001 29243
si6_m4Dr6_m1296.03 6 8804 14789 62046 83730
si6_m4Dr6_m1296.04 6 7874 9075 19579 23212
si6_m4Dr6_m1296.05 6 13497 14962 7378 34391
si6_m4Dr6_m1296.00 6 8041 8240 7211 9352
si6_m4Dr6_m1296.09 6 8577 7937 10827 22507
si6_m4Dr6_m1296.01 6 7683 9578 10723 9662
si4_m4Dr2_m256.00 6 29 220 204 334
si4_m4Dr2_m256.01 6 35 60 97 1321
si4_m4Dr2_m256.05 6 54 104 344 569
si4_m4Dr2_m256.04 6 90 94 851 285
si4_m4Dr2_m256.08 6 42 69 182 73
si4_m4Dr2_m256.07 6 42 248 1811 50
si4_m4Dr2_m256.06 6 35 47 36 1103
si4_m4Dr2_m256.02 6 36 83 336 876
si4_m4Dr2_m256.09 6 33 239 664 251
si4_m4Dr2_m256.03 6 42 427 85 45
si4_b09m_m200.01 4 18 23 37 102
si4_b09m_m200.00 4 19 22 46 45
si4_b09m_m200.03 4 18 22 113 83
si4_b09m_m200.06 4 21 37 17 117
si4_b09m_m200.02 4 22 22 80 69
si4_b09m_m200.04 4 24 20 23 39
si4_b09m_m200.05 4 23 17 28 92
si4_b09m_m200.07 4 24 19 25 56
si4_b09m_m200.08 4 23 19 28 66
si4_b09m_m200.09 4 24 52 27 48
si4_m4Dr4_m625.07 6 655 479 742192 2016
si4_m4Dr4_m625.05 6 539 592 4163 2948
si4_m4Dr4_m625.01 6 817 555 3355 5247
si4_m4Dr4_m625.08 6 2101 1913 1352 15770
si4_m4Dr4_m625.09 6 566 700 1339 3110
si4_m4Dr4_m625.00 6 586 1091 5785 25651
si4_m4Dr4_m625.04 6 542 650 839 1811
si4_m4Dr4_m625.06 6 535 4595 819 3840
si4_m4Dr4_m625.03 6 731 9087 647 8722
si4_m4Dr4_m625.02 6 474 1572 654 1022
si4_m4Dr4_m1296.03 6 4839 8414 4467 6874
si4_m4Dr4_m1296.01 6 5829 6063 6059 17048
si4_m4Dr4_m1296.00 6 4759 6341 16276 13967
si4_m4Dr4_m1296.07 6 4962 5281 24207 4834
si4_m4Dr4_m1296.02 6 4329 6050 6026 4640
si4_m4Dr4_m1296.04 6 5024 5184 6732 4903
si4_m4Dr4_m1296.09 6 5839 6311 5188 9046
si4_m4Dr4_m1296.06 6 61968 22051 17711 60550
si4_m4Dr4_m1296.08 6 5885 5376 5265 4111
si4_m4Dr4_m1296.05 6 46010 27959 770042 20426
si2_r005_m400.05 7 11016 5558 17206 34496
si2_r005_m400.06 7 2121 220821 110219 49477
si2_r005_m400.08 7 12566 17436 362726 818738
si2_r005_m400.02 7 301256 25699 320644 35667
si2_r005_m400.03 7 13279 93581 10008 1000000
si2_r005_m400.00 7 9517 529367 16573 67020
si2_r005_m400.07 7 27823 133587 1000000 98620
si2_r005_m400.09 7 12501 2066 83617 400284
si2_r005_m400.04 7 27638 24724 16079 8597
si2_r005_m400.01 7 6815 13764 264310 2739
si2_b06m_m400.03 4 67 63 1000000 169
si2_b06m_m400.06 4 63 99 406 1000000
si2_b06m_m400.05 4 62 91 85 108
si2_b06m_m400.01 4 70 61 1482 17040
si2_b06m_m400.00 4 64 359 5544 409
si2_b06m_m400.08 4 76 81 311 117
si2_b06m_m400.07 4 74 60 91 221
si2_b06m_m400.09 4 82 59 2012 108
si2_b06m_m400.04 4 99 1000000 24112 129
si2_b06m_m400.02 4 61 60 230 140
si6_r005_m600.02 7 138073 145988 289359 181431
si6_r005_m600.08 7 64228 413849 256199 158400
si6_r005_m600.03 7 158926 79743 52561 30032
si6_r005_m600.05 7 276668 368370 152472 483772
si6_r005_m600.07 7 82704 71583 331417 285875
si6_r005_m600.04 7 190096 174592 52253 116894
si6_r005_m600.06 7 226869 247400 138650 474995
si6_r005_m600.01 7 48911 49665 250416 256866
si6_r005_m600.09 7 393802 52548 64992 126266
si6_r005_m600.00 7 61396 46640 177182 179251
si6_r005_m200.02 7 249 326 557 473
si6_r005_m200.08 7 537 324 1943 206
si6_r005_m200.09 7 530 623 287 579
si6_r005_m200.05 7 928 695 503 983
si6_r005_m200.03 7 255 248 898 454
si6_r005_m200.00 7 2160 540 160 528
si6_r005_m200.04 7 675 464 617 522
si6_r005_m200.07 7 274 425 392 375
si6_r005_m200.01 7 510 329 720 507
si6_r005_m200.06 7 259 589 2002 1576
si2_m4Dr6_m625.06 6 292 2358 15351 65371
si2_m4Dr6_m625.08 6 372 4127 3367 613
si2_m4Dr6_m625.07 6 577 3186 407 795
si2_m4Dr6_m625.03 6 330 453 1000000 3208
si2_m4Dr6_m625.04 6 375 514 184 1493
si2_m4Dr6_m625.05 6 235 360 5968 1817
si2_m4Dr6_m625.09 6 481 3688 1719 5463
si2_m4Dr6_m625.01 6 554 222 1222 657
si2_m4Dr6_m625.02 6 1559 292 7908 7708
si2_m4Dr6_m625.00 6 251 229 689 7481
si6_b03_m800.02 3 28 36 40 43
si6_b03_m800.04 3 28 34 42 44
si6_b03_m800.03 3 28 34 39 71
si6_b03_m800.05 3 41 36 38 41
si6_b03_m800.06 3 40 34 61 45
si6_b03_m800.01 3 27 39 37 49
si6_b03_m800.00 3 27 36 39 41
si6_b03_m800.07 3 28 39 37 45
si6_b03_m800.09 3 28 36 39 40
si6_b03_m800.08 3 28 34 37 68
si4_m4D_m1296.09 5 6255 15531 13298 51910
si4_m4D_m1296.06 5 4716 24741 22280 46918
si4_m4D_m1296.05 5 5125 17585 42778 53931
si4_m4D_m1296.00 5 108352 265420 1000005 35070
si4_m4D_m1296.03 5 110410 9363 1000004 32349
si4_m4D_m1296.04 5 10276 21409 41685 50870
si4_m4D_m1296.08 5 1000003 1000005 1000005 1000007
si4_m4D_m1296.02 5 21968 47141 671530 70030
si4_m4D_m1296.01 5 11931 12574 37167 64102
si4_m4D_m1296.07 5 4039 15043 52183 56952
si6_b03m_m400.03 4 270 253 272 280
si6_b03m_m400.01 4 215 1361 264 779
si6_b03m_m400.09 4 281 225 262 238
si6_b03m_m400.08 4 217 288 275 423
si6_b03m_m400.07 4 236 266 210 257
si6_b03m_m400.02 4 294 267 222 283
si6_b03m_m400.05 4 219 245 260 441
si6_b03m_m400.00 4 289 216 312 287
si6_b03m_m400.06 4 230 361 304 270
si6_b03m_m400.04 4 284 369 218 412
si4_m4D_m256.07 5 33 265 222 676
si4_m4D_m256.06 5 36 226 225 37
si4_m4D_m256.05 5 39 373 34 374
si4_m4D_m256.08 5 44 309 569 1382
si4_m4D_m256.04 5 54 196 406 724
si4_m4D_m256.09 5 54 603 478 661
si4_m4D_m256.02 5 38 278 569 711
si4_m4D_m256.00 5 61 114 642 555
si4_m4D_m256.03 5 40 260 590 842
si4_m4D_m256.01 5 37 221 261 388
si6_b06m_m800.07 4 1902 1900 1870 1563
si6_b06m_m800.04 4 1728 1779 1619 2142
si6_b06m_m800.01 4 1919 1584 1820 2006
si6_b06m_m800.00 4 1817 2045 1834 1592
si6_b06m_m800.05 4 2041 1724 2075 2001
si6_b06m_m800.08 4 1639 1897 1869 1916
si6_b06m_m800.09 4 1592 1908 1739 1958
si6_b06m_m800.02 4 1597 1949 1818 1683
si6_b06m_m800.03 4 1750 1548 1904 1730
si6_b06m_m800.06 4 1804 1659 2188 1562
si4_r001_m400.08 7 46571 1000000 1000000 1000000
si4_r001_m400.06 7 1000000 73732 1000000 1000000
si4_r001_m400.02 7 24619 4384 1000000 1000000
si4_r001_m400.00 7 4098 720972 70570 1000000
si4_r001_m400.04 7 1000000 259186 910817 1000000
si4_r001_m400.03 7 359919 697726 1000000 81188
si4_r001_m400.09 7 67859 1000000 14917 1000000
si4_r001_m400.05 7 1000000 1000000 1000000 1000000
si4_r001_m400.01 7 1000000 639766 1000000 1000000
si4_r001_m400.07 7 532847 1000000 1000000 808244
si2_m4Dr6_m1296.00 6 2074 8049 3560 108807
si2_m4Dr6_m1296.01 6 2502 42343 201893 81503
si2_m4Dr6_m1296.09 6 2382 20347 1758 1000002
si2_m4Dr6_m1296.06 6 2327 18741 3994 3278
si2_m4Dr6_m1296.03 6 2115 2278 3530 8776
si2_m4Dr6_m1296.02 6 2085 1813 12817 454874
si2_m4Dr6_m1296.05 6 2065 6430 12614 11014
si2_m4Dr6_m1296.08 6 2099 7769 10652 1000001
si2_m4Dr6_m1296.04 6 10854 11344 26161 1000000
si2_m4Dr6_m1296.07 6 4052 2172 3851 8801
si2_b03_m800.07 3 13 15 23 16
si2_b03_m800.08 3 18 15 15 16
si2_b03_m800.04 3 13 15 16 24
si2_b03_m800.05 3 17 15 16 16
si2_b03_m800.09 3 13 15 15 17
si2_b03_m800.00 3 13 15 23 16
si2_b03_m800.02 3 13 15 20 25
si2_b03_m800.03 3 13 14 25 17
si2_b03_m800.01 3 13 14 15 17
si2_b03_m800.06 3 13 15 15 17
si4_b03m_m200.05 4 20 21 663 30
si4_b03m_m200.02 4 22 22 25 60
si4_b03m_m200.04 4 21 19 20 30
si4_b03m_m200.07 4 19 22 60 31
si4_b03m_m200.00 4 22 19 152 271
si4_b03m_m200.06 4 19 21 48 52
si4_b03m_m200.03 4 18 26 961 2613
si4_b03m_m200.09 4 18 22 28 49
si4_b03m_m200.08 4 23 19 34 20
si4_b03m_m200.01 4 21 27 21 21
si2_b06m_m200.04 4 10 11 12 5
si2_b06m_m200.03 4 10 18 26 20
si2_b06m_m200.08 4 7 11 11 13
si2_b06m_m200.06 4 9 8 58 34
si2_b06m_m200.05 4 8 10 10 15
si2_b06m_m200.02 4 7 9 21 16
si2_b06m_m200.00 4 12 10 17 14
si2_b06m_m200.01 4 8 43 20 11
si2_b06m_m200.09 4 8 9 38 12
si2_b06m_m200.07 4 9 9 17 6
si6_m4Dr4_m625.05 6 832 974 1322 1670
si6_m4Dr4_m625.09 6 933 869 1198 3375
si6_m4Dr4_m625.04 6 955 826 987 1031
si6_m4Dr4_m625.00 6 1007 1026 1474 20019
si6_m4Dr4_m625.08 6 1669 1727 2240 2439
si6_m4Dr4_m625.06 6 822 1002 1181 2008
si6_m4Dr4_m625.01 6 1336 1300 1685 3332
si6_m4Dr4_m625.03 6 1425 1648 8938 6641
si6_m4Dr4_m625.07 6 1072 6264 10011 4154
si6_m4Dr4_m625.02 6 879 922 1184 1039
si4_b03_m200.06 3 1 2 2 2
si4_b03_m200.02 3 1 1 1 1
si4_b03_m200.07 3 1 1 1 2
si4_b03_m200.04 3 1 1 2 2
si4_b03_m200.03 3 1 2 1 2
si4_b03_m200.05 3 1 1 1 2
si4_b03_m200.09 3 1 1 2 2
si4_b03_m200.01 3 1 2 2 2
si4_b03_m200.00 3 1 1 2 2
si4_b03_m200.08 3 1 1 2 2
si2_b03_m400.03 3 3 3 4 4
si2_b03_m400.06 3 3 4 4 4
si2_b03_m400.07 3 3 3 4 4
si2_b03_m400.01 3 3 5 4 4
si2_b03_m400.05 3 4 3 4 6
si2_b03_m400.09 3 3 4 4 4
si2_b03_m400.02 3 4 3 4 6
si2_b03_m400.00 3 3 5 4 4
si2_b03_m400.08 3 3 3 4 4
si2_b03_m400.04 3 3 4 4 4
si4_b09_m200.02 3 1 2 2 2
si4_b09_m200.01 3 2 1 2 2
si4_b09_m200.00 3 1 1 2 2
si4_b09_m200.09 3 1 2 2 3
si4_b09_m200.08 3 1 2 2 3
si4_b09_m200.04 3 2 3 2 2
si4_b09_m200.06 3 2 2 2 2
si4_b09_m200.05 3 1 2 3 2
si4_b09_m200.07 3 1 2 2 2
si4_b09_m200.03 3 1 1 2 2
si4_m4Dr4_m256.05 6 51 64 78 46
si4_m4Dr4_m256.09 6 37 53 99 115
si4_m4Dr4_m256.01 6 31 67 236 2178
si4_m4Dr4_m256.03 6 81 479 18375 730
si4_m4Dr4_m256.06 6 46 141 324 437
si4_m4Dr4_m256.07 6 44 61 278 729
si4_m4Dr4_m256.00 6 36 121 156 3283
si4_m4Dr4_m256.02 6 44 100 294 97
si4_m4Dr4_m256.08 6 33 136 723 1165
si4_m4Dr4_m256.04 6 32 484 339 43303
si2_m4D_m625.01 5 140 1063 1957 2385
si2_m4D_m625.00 5 676 2289 5231 6138
si2_m4D_m625.08 5 191 1071 2603 2643
si2_m4D_m625.04 5 237 811 6175 6342
si2_m4D_m625.09 5 244 1169 1722 2688
si2_m4D_m625.02 5 1226 3132 5185 3802
si2_m4D_m625.05 5 196 1424 2109 2751
si2_m4D_m625.06 5 1065 1048 1914 2399
si2_m4D_m625.07 5 126 1154 2182 2274
si2_m4D_m625.03 5 1384 1645 1194 1193
si4_b09_m800.03 3 21 35 25 30
si4_b09_m800.02 3 21 33 49 26
si4_b09_m800.09 3 22 24 26 28
si4_b09_m800.06 3 21 24 29 27
si4_b09_m800.04 3 31 32 24 31
si4_b09_m800.05 3 22 28 35 52
si4_b09_m800.00 3 21 26 31 26
si4_b09_m800.01 3 22 49 23 42
si4_b09_m800.07 3 21 26 24 30
si4_b09_m800.08 3 21 38 30 27
si2_m4Dr4_m256.05 6 23 18 266 838
si2_m4Dr4_m256.02 6 21 63 197 603
si2_m4Dr4_m256.00 6 38 104 206 428
si2_m4Dr4_m256.07 6 45 207 855 274
si2_m4Dr4_m256.03 6 112 695 1194 13393
si2_m4Dr4_m256.06 6 12 644 833 755
si2_m4Dr4_m256.04 6 87 631 561 223
si2_m4Dr4_m256.09 6 21 2908 1000000 1082
si2_m4Dr4_m256.01 6 14 69 31 225
si2_m4Dr4_m256.08 6 62 33 820 270
si6_m4Dr2_m256.04 6 54 115 153 1048
si6_m4Dr2_m256.08 6 62 426 71 128
si6_m4Dr2_m256.00 6 55 142 249 213
si6_m4Dr2_m256.07 6 56 153 81 95
si6_m4Dr2_m256.01 6 77 463 282 115
si6_m4Dr2_m256.09 6 56 102 236 1122
si6_m4Dr2_m256.03 6 56 143 118 166
si6_m4Dr2_m256.05 6 65 1105 792 2130
si6_m4Dr2_m256.02 6 67 109 108 295
si6_m4Dr2_m256.06 6 396 370 161 591
si6_b06_m800.00 3 28 39 57 41
si6_b06_m800.05 3 41 38 43 42
si6_b06_m800.02 3 28 38 43 49
si6_b06_m800.07 3 27 40 37 42
si6_b06_m800.08 3 41 34 38 40
si6_b06_m800.09 3 28 39 42 44
si6_b06_m800.06 3 28 40 38 48
si6_b06_m800.01 3 28 39 38 40
si6_b06_m800.04 3 28 38 38 41
si6_b06_m800.03 3 28 36 39 43
si4_b09m_m800.06 4 1124 1312 1827 1248
si4_b09m_m800.01 4 1190 1208 1245 1026
si4_b09m_m800.02 4 1094 1257 1177 2054
si4_b09m_m800.08 4 1057 1684 1676 1061
si4_b09m_m800.04 4 1157 1190 1135 2025
si4_b09m_m800.03 4 1216 1105 1206 1274
si4_b09m_m800.09 4 1456 1056 1210 1325
si4_b09m_m800.05 4 1029 1053 1153 1864
si4_b09m_m800.00 4 1349 1254 1067 1114
si4_b09m_m800.07 4 1055 1053 1269 1452
si2_b06_m800.04 3 13 15 18 23
si2_b06_m800.07 3 13 21 15 17
si2_b06_m800.02 3 19 14 18 17
si2_b06_m800.00 3 13 15 16 16
si2_b06_m800.03 3 13 15 16 17
si2_b06_m800.05 3 13 15 16 25
si2_b06_m800.09 3 13 15 15 18
si2_b06_m800.01 3 13 15 17 17
si2_b06_m800.08 3 13 15 16 24
si2_b06_m800.06 3 13 15 16 23
si6_m4D_m256.03 5 59 379 445 574
si6_m4D_m256.08 5 53 217 654 1221
si6_m4D_m256.07 5 60 232 717 1747
si6_m4D_m256.00 5 56 279 725 1250
si6_m4D_m256.01 5 58 231 844 1536
si6_m4D_m256.05 5 56 231 720 1590
si6_m4D_m256.09 5 157 699 5679 617
si6_m4D_m256.04 5 55 244 375 1224
si6_m4D_m256.02 5 59 242 751 1350
si6_m4D_m256.06 5 68 231 746 1248
si2_b06m_m800.07 4 567 578 841 1533
si2_b06m_m800.02 4 529 585 628 880
si2_b06m_m800.03 4 463 569 1000000 1000000
si2_b06m_m800.01 4 541 567 526 7825
si2_b06m_m800.08 4 469 632 292139 1000000
si2_b06m_m800.04 4 468 474 66726 31584
si2_b06m_m800.06 4 447 526 599 684
si2_b06m_m800.09 4 561 593 537 13802
si2_b06m_m800.05 4 537 467 660 742
si2_b06m_m800.00 4 467 558 965 13519
si4_b06m_m200.00 4 22 25 37 33
si4_b06m_m200.08 4 21 23 17 30
si4_b06m_m200.05 4 19 29 84 72
si4_b06m_m200.09 4 18 22 29 24
si4_b06m_m200.01 4 18 22 74 31
si4_b06m_m200.07 4 18 40 27 77
si4_b06m_m200.02 4 25 20 25 33
si4_b06m_m200.04 4 18 27 21 78
si4_b06m_m200.06 4 22 18 27 33
si4_b06m_m200.03 4 19 22 51 25
si6_r001_m400.09 7 13599 4693 501602 46092
si6_r001_m400.05 7 1440 7859 1000000 11826
si6_r001_m400.00 7 2348 1882 1491 50784
si6_r001_m400.04 7 3128 37830 17313 30424
si6_r001_m400.07 7 1178 1754 1620 1437
si6_r001_m400.06 7 11518 8081 54379 275387
si6_r001_m400.02 7 1006 949 281 8335
si6_r001_m400.03 7 4499 5458 10024 289
si6_r001_m400.08 7 782 1000000 343048 1000000
si6_r001_m400.01 7 519 1633 6794 205415
si6_m4D_m625.00 5 1487 4124 6743 6836
si6_m4D_m625.07 5 9268 84842 7618 1000001
si6_m4D_m625.05 5 5340 44455 42401 61474
si6_m4D_m625.08 5 974 3025 7313 9150
si6_m4D_m625.02 5 1074 2944 6928 9949
si6_m4D_m625.03 5 47817 9388 108816 69920
si6_m4D_m625.04 5 1205 2615 6324 9033
si6_m4D_m625.09 5 30030 234231 35059 52093
si6_m4D_m625.01 5 784 2590 6399 9189
si6_m4D_m625.06 5 6061 27352 4777 47953
si6_b09m_m800.02 4 1587 1560 1930 1960
si6_b09m_m800.09 4 1622 1810 1973 2023
si6_b09m_m800.04 4 1594 1709 1928 2063
si6_b09m_m800.07 4 2159 1604 1658 1799
si6_b09m_m800.00 4 2087 1622 1810 1963
si6_b09m_m800.05 4 1575 1749 1713 2550
si6_b09m_m800.03 4 1839 2193 1528 2268
si6_b09m_m800.01 4 1592 1942 1702 1811
si6_b09m_m800.06 4 1779 1650 2357 2261
si6_b09m_m800.08 4 1572 1633 2342 1961
si4_m4Dr6_m1296.01 6 4980 4381 26606 8409
si4_m4Dr6_m1296.07 6 9174 5957 1000004 38629
si4_m4Dr6_m1296.06 6 5428 5317 6769 87681
si4_m4Dr6_m1296.02 6 5170 6090 8477 4315
si4_m4Dr6_m1296.08 6 4588 5977 10348 12708
si4_m4Dr6_m1296.03 6 6536 6587 65165 38353
si4_m4Dr6_m1296.00 6 8889 13492 15767 67773
si4_m4Dr6_m1296.09 6 4924 6593 9975 19605
si4_m4Dr6_m1296.05 6 4866 4735 1000002 9450
si4_m4Dr6_m1296.04 6 4964 5089 8212 10216
si2_b06_m400.09 3 3 5 4 4
si2_b06_m400.02 3 3 3 6 4
si2_b06_m400.00 3 3 3 4 4
si2_b06_m400.03 3 3 3 4 4
si2_b06_m400.07 3 3 4 4 6
si2_b06_m400.04 3 3 5 4 4
si2_b06_m400.05 3 3 4 4 4
si2_b06_m400.01 3 3 4 5 5
si2_b06_m400.08 3 3 4 4 5
si2_b06_m400.06 3 4 3 6 4
si4_r01_m200.01 7 563 7046 6878 2281
si4_r01_m200.08 7 13000 12481 12700 8013
si4_r01_m200.03 7 4803 1872 1998 3118
si4_r01_m200.04 7 3975 5857 5502 53262
si4_r01_m200.07 7 3819 2618 4498 3663
si4_r01_m200.02 7 6822 10839 10527 42819
si4_r01_m200.05 7 9223 2242 3036 2591
si4_r01_m200.06 7 2009 7950 6777 7677
si4_r01_m200.00 7 7740 6727 17704 2697
si4_r01_m200.09 7 6652 11522 2744 3953
si2_r001_m400.06 7 1000000 1000000 1000000 1000000
si2_r001_m400.08 7 1000000 1000000 1000000 1000000
si2_r001_m400.09 7 1000000 1000000 1000000 1000000
si2_r001_m400.01 7 100353 1000000 1000000 1000000
si2_r001_m400.03 7 290854 1000000 1000000 1000000
si2_r001_m400.04 7 1000000 1000000 1000000 1000000
si2_r001_m400.05 7 1000000 1000000 1000000 1000000
si2_r001_m400.02 7 1000000 1000000 1000000 1000000
si2_r001_m400.00 7 102821 1000000 1000000 1000000
si2_r001_m400.07 7 1000000 1000000 1000000 1000000
si4_b03m_m800.03 4 1292 1329 1106 1000001
si4_b03m_m800.05 4 1171 1272 113996 1000001
si4_b03m_m800.06 4 1374 1433 1098 1311
si4_b03m_m800.01 4 1136 1000001 1000001 1000001
si4_b03m_m800.08 4 1097 1213 1348 1188
si4_b03m_m800.09 4 1121 1202 1000002 1000001
si4_b03m_m800.00 4 1022 1278 1203 1184
si4_b03m_m800.02 4 1110 1159 1378 2540
si4_b03m_m800.07 4 1106 1198 1244 1205
si4_b03m_m800.04 4 1253 1213 36703 77830
si2_r01_m200.03 7 18827 5409 7253 609444
si2_r01_m200.00 7 2482 696 18130 481298
si2_r01_m200.05 7 1095 6932 3527 6708
si2_r01_m200.01 7 4955 3635 10693 4865
si2_r01_m200.08 7 1235 21725 782 6129
si2_r01_m200.06 7 19125 3973 3643 26220
si2_r01_m200.09 7 2449 20260 1187 3018
si2_r01_m200.02 7 6494 40704 6453 3427
si2_r01_m200.07 7 4862 7562 6122 6457
si2_r01_m200.04 7 967 2074 3259 52291
si2_r01_m400.04 7 84203 1000000 1000000 12525
si2_r01_m400.00 7 843424 226434 159476 821987
si2_r01_m400.07 7 655086 324671 526192 167155
si2_r01_m400.09 7 136819 204358 198958 706945
si2_r01_m400.01 7 317319 175777 138473 351802
si2_r01_m400.03 7 66608 103824 101353 1000000
si2_r01_m400.02 7 40842 1000000 1000000 890965
si2_r01_m400.05 7 495354 551900 144034 395365
si2_r01_m400.06 7 152804 325650 219415 1000000
si2_r01_m400.08 7 185590 126734 120818 902614
si4_m4D_m625.09 5 821 1513 4323 6035
si4_m4D_m625.03 5 777 2759 17286 28212
si4_m4D_m625.07 5 3479 130096 811 3893
si4_m4D_m625.02 5 2674 5157 7254 7875
si4_m4D_m625.00 5 610 1542 1644 9329
si4_m4D_m625.01 5 84875 136042 1485 14124
si4_m4D_m625.04 5 536 1471 4280 5699
si4_m4D_m625.06 5 647 2419 5269 6956
si4_m4D_m625.08 5 1011 1000000 9715 871
si4_m4D_m625.05 5 519 1661 5018 7427
si6_m4Dr6_m256.05 6 60 99 268 129
si6_m4Dr6_m256.04 6 62 95 62 453
si6_m4Dr6_m256.03 6 70 111 73 533
si6_m4Dr6_m256.02 6 89 264 404 84
si6_m4Dr6_m256.08 6 54 1665 80 150
si6_m4Dr6_m256.00 6 56 832 261 534
si6_m4Dr6_m256.09 6 54 67 260 1793
si6_m4Dr6_m256.07 6 68 137 93 201
si6_m4Dr6_m256.06 6 60 93 262 153
si6_m4Dr6_m256.01 6 60 65 145 186
si6_b09_m400.07 3 7 14 14 9
si6_b09_m400.03 3 7 11 10 10
si6_b09_m400.04 3 7 12 11 10
si6_b09_m400.06 3 7 9 10 22
si6_b09_m400.05 3 8 10 10 11
si6_b09_m400.09 3 11 9 18 12
si6_b09_m400.02 3 11 11 10 13
si6_b09_m400.01 3 7 15 9 20
si6_b09_m400.08 3 7 15 17 14
si6_b09_m400.00 3 8 10 14 9
si6_b06_m400.03 3 7 9 14 11
si6_b06_m400.08 3 7 14 11 11
si6_b06_m400.07 3 7 9 11 10
si6_b06_m400.04 3 7 10 11 10
si6_b06_m400.05 3 7 9 11 11
si6_b06_m400.06 3 7 14 9 10
si6_b06_m400.02 3 7 12 9 17
si6_b06_m400.01 3 7 13 16 11
si6_b06_m400.00 3 7 9 11 11
si6_b06_m400.09 3 7 9 11 11
si6_b03m_m200.04 4 30 36 28 42
si6_b03m_m200.07 4 31 34 56 47
si6_b03m_m200.08 4 46 28 38 33
si6_b03m_m200.02 4 29 40 41 33
si6_b03m_m200.03 4 29 51 35 63
si6_b03m_m200.06 4 30 33 41 39
si6_b03m_m200.01 4 30 31 34 57
si6_b03m_m200.09 4 28 37 49 47
si6_b03m_m200.00 4 28 35 74 46
si6_b03m_m200.05 4 32 27 40 80
si4_b06_m800.04 3 20 25 26 28
si4_b06_m800.00 3 29 29 31 54
si4_b06_m800.08 3 20 35 30 29
si4_b06_m800.05 3 20 25 28 46
si4_b06_m800.03 3 20 40 30 43
si4_b06_m800.06 3 20 26 35 32
si4_b06_m800.07 3 20 26 26 34
si4_b06_m800.01 3 25 27 38 44
