instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd
g20-g63 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g64 11 981251 399598 981251 581432 981510 396997 981510 586093 981352 395638 981352 587019 981585 396056 981585 591566
g20-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g68 11 982316 372516 982316 755034 982316 372516 982316 755034 982316 372516 982316 755034 982316 372516 982316 755034
g20-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g74 11 0 0 0 0 0 0 0 0 0 0 0 0 649785 257323 0 0
g20-g75 11 980228 408627 979868 680655 980457 406232 980288 686706 980459 404711 980310 685100 980551 401978 980580 687500
g20-g76 11 982556 422259 982556 678267 982525 420647 982525 678011 982638 417630 982638 678483 982484 417058 982484 678887
g20-g77 11 982777 476133 982777 658791 982777 476133 982777 658791 982777 476133 982777 658791 982777 476133 982777 658791
g20-g78 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g84 11 983400 387106 983400 696467 983400 387106 983400 696467 983400 387106 983400 696467 983400 387106 983400 696467
g20-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g87 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g88 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g91 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g20-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g100 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g101 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g102 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g103 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g104 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g105 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g106 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g107 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g108 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g109 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g110 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g111 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g112 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g51 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g52 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g53 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g54 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g55 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g56 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g57 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g61 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g62 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g63 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g64 11 952487 410147 952487 410147 954565 403061 954565 403061 957328 404695 957328 404695 959044 406307 959044 406307
g21-g65 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g67 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g68 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g69 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g70 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g71 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g72 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g74 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g75 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g76 11 981956 621027 981956 939952 981956 621027 981956 939952 981944 621276 981944 940174 982009 621176 982009 940193
g21-g77 11 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673 982777 537084 982777 940673
g21-g78 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g79 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g80 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g81 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g83 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g84 11 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796 983400 804684 983400 945796
g21-g85 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g87 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g88 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g89 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g90 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g91 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g92 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g94 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g95 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g96 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g97 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g98 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g21-g99 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
g22-g100 11 0 0 0 0 0 0 0 0 500604 500094 500604 500094 799967 160475 799967 160475
g22-g101 11 857067 165495 499334 1315 949703 127601 937260 127036 967377 124419 967377 130587 975798 118376 975798 118446
g22-g102 11 958116 134505 748791 251038 975253 119899 952432 133788 975798 119056 971480 130511 976135 117758 976135 117815
g22-g103 11 984638 104004 748791 251529 984638 104004 954151 143895 984638 104004 972321 128761 984638 104004 977206 116894
g22-g104 11 978080 95681 972515 337795 977970 90944 973052 130464 977563 89333 974339 100820 977510 87777 975787 91806
g22-g105 11 978364 95300 972428 337708 978185 90586 973176 130170 977733 88858 974445 101036 977670 87543 975871 93122
g22-g106 11 981483 89137 974811 341098 981246 87116 975856 129723 981551 86771 977748 99991 981371 87039 979689 92019
g22-g107 11 980165 91169 973802 340345 979749 88475 974409 129896 978913 87286 975673 100787 979059 86117 977073 90829
g22-g108 11 980505 90774 974129 340586 979901 87270 974365 130282 979359 86533 975635 99681 979226 85499 977245 90500
g22-g109 11 856654 163896 0 0 950090 124980 950090 159825 967395 123389 967395 129668 976110 116979 976110 117004
g22-g110 11 984231 92753 983692 293937 984538 94081 983888 130643 984405 96091 984141 108048 984536 97172 984398 106680
g22-g111 11 981822 89289 974811 341098 981169 87160 975992 129309 980774 85892 977408 99139 980759 85370 978440 90485
g22-g112 11 912408 113618 868912 235677 939016 104118 936788 119962 958117 99491 957702 101070 969304 99685 969187 99680
g22-g51 11 965135 281505 965367 308589 968152 238603 968152 243364 970095 203054 970095 204059 972531 174431 972531 174861
g22-g52 11 934479 194004 917785 155198 949240 160935 948480 173599 959214 138031 958987 141041 965813 127996 966083 128728
g22-g53 11 977618 143976 971785 328944 978203 142378 973601 181477 978771 143453 976426 152472 979131 143753 978162 150829
g22-g54 11 976343 137023 971828 299548 977656 132197 974365 164878 978638 126767 977144 137194 979608 123510 978453 128864
g22-g55 11 973151 128597 948819 305987 974643 125269 968217 167567 977014 121580 973039 137983 978434 118371 974241 130604
g22-g56 11 977148 137653 974352 286946 978137 132571 976341 162423 979437 128139 978150 137965 979926 124910 979157 131474
g22-g57 11 400635 266974 0 0 680400 310217 680400 310217 409153 146024 409153 146024 819792 151969 819792 151969
g22-g61 11 850653 147991 0 0 946329 128761 946329 159344 964482 133373 964482 138287 973177 126308 973177 126308
g22-g62 11 957975 148079 955543 235632 963098 127018 962851 139980 968728 115560 968728 118636 972978 110233 973464 111560
g22-g63 11 982449 125659 982252 279246 982810 126614 982707 160146 982824 127111 982709 143479 982695 127195 982637 140300
g22-g64 11 982593 197376 982593 259575 982784 198301 982784 213486 982587 196975 982587 204748 982709 197298 982709 203203
g22-g65 11 982758 120097 942164 324839 983241 120164 970773 167919 983241 120164 974815 137899 983241 120164 975286 128513
g22-g67 11 854911 169675 499092 6429 947647 133916 935849 133645 965590 132494 965590 138553 974044 126266 974044 126524
g22-g68 11 982907 150732 982907 260826 982907 150732 982907 176703 982907 150732 982907 163094 982907 150732 982907 160078
g22-g69 11 956584 112418 883343 280877 970716 112958 967248 147926 973748 118218 973748 123219 975329 120119 975329 120119
g22-g70 11 716250 212932 0 0 830197 160650 830197 164298 916780 118577 916780 118639 950642 105518 950642 105518
g22-g71 11 958327 112632 897421 281699 971293 112757 967352 148569 973852 118361 973562 123721 975434 120906 975063 120276
g22-g72 11 925301 352702 919336 400378 937897 286304 936909 288788 883023 149195 879683 146578 909760 121043 909988 121079
g22-g74 11 971750 239242 966163 94730 968626 184841 968626 200783 964945 134142 964945 139629 968062 104653 968062 106643
g22-g75 11 982267 185146 982473 277319 982515 182089 982515 208338 982525 176789 982525 191742 982403 165916 982403 176659
g22-g76 11 983366 258332 983366 331205 983305 258303 983305 286150 983565 258231 983565 277126 983365 258030 983365 273056
g22-g77 11 983421 447025 983421 491556 983421 447025 983421 480616 983421 447025 983421 476156 983421 447025 983421 470007
g22-g78 11 983097 108890 982866 284182 983225 108828 983078 145594 983580 110102 983264 127058 983543 111127 983517 123694
g22-g79 11 951098 101643 883038 284081 957913 90183 945568 116385 966839 84946 962234 95156 973442 93377 971561 98191
g22-g80 11 332870 332870 0 0 620793 173148 620793 173148 668038 164490 668038 164490 854656 138896 854656 138896
g22-g81 11 983970 108748 898414 280322 983970 108748 971147 158163 983970 108748 975990 127716 983970 108748 976506 121372
g22-g83 11 980310 118878 927816 393301 982359 108228 970960 162816 984293 107232 976292 126325 984293 107232 976873 115154
g22-g84 11 984293 191719 984293 278917 984293 191719 984293 217875 984293 191719 984293 207548 984293 191719 984293 203990
g22-g85 11 0 0 0 0 0 0 0 0 749054 251041 749054 251041 856509 164877 856509 164877
g22-g87 11 972879 98952 964824 304276 975276 98060 971273 134775 977628 97622 975216 110294 979596 96232 977124 103983
g22-g88 11 978184 97755 973157 317645 979295 96336 975797 136350 980396 94940 978326 109140 981595 95319 980107 101276
g22-g89 11 0 0 0 0 499909 1866 499909 1866 873987 158483 873987 158483 928048 155365 928048 155365
g22-g90 11 957732 135129 899678 296789 974407 115358 970575 161251 975706 120065 975706 126913 975805 119462 975805 119553
g22-g91 11 902630 125804 865195 240309 935629 110549 934037 124551 957212 103677 956473 105045 968900 103092 969042 103322
g22-g92 11 910006 121679 869809 238316 938186 108514 935951 123275 957374 102452 957355 104829 968916 102708 968814 102797
g22-g94 11 965252 110457 907782 312528 973070 108720 969568 146849 975149 111574 975149 116825 976136 113214 976300 113878
g22-g95 11 946509 159765 933116 320928 934167 117195 932316 128678 911883 114324 911242 115089 927700 106714 927598 105840
g22-g96 11 949803 139110 927276 321967 943364 111327 941185 125653 932129 108170 931937 110347 941821 100688 941700 101470
g22-g97 11 929049 147628 738151 276928 931014 109076 926731 121534 931572 106840 929730 108860 943986 100768 943056 102261
g22-g98 11 959652 115579 953893 316354 959662 102155 955783 122281 960849 99885 960252 103766 964920 96628 964267 97565
g22-g99 11 960416 116502 954443 317165 960340 102276 956600 121633 961272 99671 960073 103575 964383 96314 964048 96719
g23-g100 11 799118 318985 499758 499249 921888 59319 921888 59319 943932 43977 943932 43977 952021 32720 952021 32720
g23-g101 11 799226 319717 799226 320389 937260 57475 932959 73101 947123 41161 947123 41161 961231 34788 961231 34788
g23-g102 11 799226 319808 799226 320679 937260 58189 937260 65646 952432 43825 947123 42095 970239 75756 961231 35773
g23-g103 11 833212 223987 833212 224944 964957 101167 937260 66861 977824 81616 956246 39091 979938 73506 964957 33341
g23-g104 11 850749 214573 833067 242668 952597 41680 944690 50314 963104 33349 957957 35079 970268 30793 966323 29843
g23-g105 11 850097 214585 832886 242685 951999 41473 944506 50231 962977 33421 958016 35142 970512 30438 966465 30064
g23-g106 11 886178 159864 865961 197726 965271 43056 955683 52155 972769 36735 966464 36389 976795 35509 971706 31428
g23-g107 11 861686 195303 842741 227165 956268 40336 948288 49161 966774 33548 960341 34776 972352 31356 967716 29561
g23-g108 11 866743 188036 848485 221540 957559 40031 948940 48553 967323 33282 961045 34508 972782 31437 968107 29275
g23-g109 11 799567 320186 799567 320469 937358 55712 933182 72117 947124 39871 947124 39871 961410 33592 961410 33592
g23-g110 11 945364 60829 940138 97702 983713 58130 982312 118055 984953 63047 983834 85451 985228 66157 984624 75164
g23-g111 11 882581 163859 861648 199517 962574 39283 953547 47708 970187 34308 963969 34713 974951 32832 969988 30044
g23-g112 11 909685 113694 877731 182583 947427 45272 943594 57727 958453 33204 957693 33663 964282 29590 964533 29776
g23-g51 11 963336 189355 963129 203151 967854 146391 967843 154374 970361 132859 970361 134850 972130 123477 972130 124081
g23-g52 11 917864 86795 858546 198977 952369 56241 948928 66174 958138 52436 957514 53936 962227 52807 960859 52852
g23-g53 11 829249 243981 829249 244036 958723 121704 947015 118495 972040 116389 967324 103881 974366 112718 972432 103125
g23-g54 11 904191 128311 880323 165916 968178 78271 963730 87070 973402 78121 970170 76946 976483 77770 974040 73615
g23-g55 11 842173 222480 842184 229143 953350 70142 940278 79314 967480 65869 955653 58955 972959 69320 962078 55798
g23-g56 11 919843 113126 900812 142816 971626 84866 969653 102169 975294 83106 973537 86611 977653 82576 976570 81305
g23-g57 11 745373 290015 745373 290015 881285 37570 880535 37901 938889 36882 938889 36882 949458 32858 949458 32858
g23-g61 11 798305 321737 798305 321737 934669 67787 930578 83685 944352 53383 944352 53383 958876 47517 958876 47517
g23-g62 11 953506 46231 948477 98823 959718 46188 958975 57042 964648 43267 964347 45122 968679 42348 968539 43083
g23-g63 11 936947 99626 911876 132648 980532 101260 980256 146461 982503 100305 982346 122720 982988 101278 982950 114543
g23-g64 11 983876 193519 983876 367899 983823 192985 983823 233721 983879 193895 983879 211954 983708 193841 983708 203575
g23-g65 11 831478 231727 831478 235622 963490 118300 939207 75584 976209 99394 957691 55610 977941 91500 963490 53119
g23-g67 11 798405 322088 798405 325265 935849 65295 931498 80132 945376 49843 945376 49843 959760 43993 959760 43993
g23-g68 11 947647 113600 947647 149976 983817 141421 983817 215133 983817 141421 983817 173001 983817 141421 983817 158043
g23-g69 11 808904 304738 797831 321028 936397 63921 931896 79623 950588 46741 949941 47003 961678 41258 961684 41247
g23-g70 11 798903 305352 797435 307973 934711 59685 931486 72840 945891 44005 945891 44005 959584 36869 959509 36746
g23-g71 11 821693 285440 798818 322068 937419 62591 934609 77162 951914 46619 951079 46295 961950 41065 962285 41356
g23-g72 11 838543 211362 779515 297259 894646 35789 887798 36913 944530 35271 944619 35313 955459 31756 955033 31742
g23-g74 11 952575 41546 951944 80798 963993 51963 961709 48103 969123 51478 967036 46700 971723 46137 971723 48107
g23-g75 11 983548 175883 983372 393188 983076 153964 983336 206594 982969 135045 983139 158845 983257 128606 983257 142863
g23-g76 11 984679 259861 984679 438743 984524 257241 984524 313530 984590 255701 984590 289914 984753 255334 984753 280504
g23-g77 11 984794 450049 984794 517030 984794 450049 984794 498054 984794 450049 984794 493771 984794 450049 984794 489094
g23-g78 11 911848 119168 890173 156479 975266 85450 975207 111649 978544 83883 978655 95734 979927 80865 979938 82642
g23-g79 11 832553 223082 800854 314658 947198 49424 939777 64347 962200 37119 956364 38934 967739 34311 964348 34371
g23-g80 11 718230 307509 714746 309712 901220 35062 899476 36134 942112 37278 942112 37278 953280 32179 953280 32179
g23-g81 11 832654 227119 832654 228862 964488 106063 936725 71067 977098 86661 955740 44355 979328 79034 964488 39052
g23-g83 11 832189 225916 799975 324151 964546 105083 943598 57218 977441 86001 958934 40859 979571 77477 964546 37572
g23-g84 11 985712 197022 985712 430945 985712 197022 985712 260333 985712 197022 985712 230263 985712 197022 985712 218994
g23-g85 11 798701 319878 798701 320541 932362 64894 932362 73745 943695 45855 943695 45855 953462 35296 953462 35296
g23-g87 11 902930 104112 888976 153585 965283 36295 957514 54873 971585 33675 964394 36870 976070 35328 967661 33675
g23-g88 11 899685 121012 883718 166859 967851 43236 960621 56043 974364 42518 968841 42349 977867 45644 972644 37995
g23-g89 11 799074 320253 799074 321147 932689 65175 932689 73957 946513 42040 946513 42040 959150 35503 959150 35503
g23-g90 11 800070 320890 800070 322075 937078 58538 932588 74509 946667 42960 946667 42960 961106 36900 961106 36900
g23-g91 11 905599 126762 873712 194026 946405 49191 942151 60980 957747 36369 956813 36118 963882 32327 963544 32068
g23-g92 11 902699 131294 858395 217698 946959 47845 942296 60435 957711 35759 956758 36276 964108 31656 964163 31914
g23-g94 11 799286 320296 799286 321076 937021 57339 932701 73143 950178 40821 950178 40821 963844 33895 962984 34046
g23-g95 11 772936 281863 766563 286744 922465 39013 919973 42303 944810 38153 944746 38061 956648 31193 956513 31583
g23-g96 11 779795 281304 774428 285946 927026 41241 924193 45814 946223 38339 946162 38689 957879 31568 956984 31693
g23-g97 11 782766 282855 778617 286763 928222 41179 925061 45586 945847 38778 945759 38573 957783 31318 957521 31286
