instance family sequential-nofilter-except-0 sequential-nofilter-except-1 sequential-nofilter-except-2 sequential-nofilter-except-3
images-CVIU11-14-16 8 2853 5986 9064 12442
images-CVIU11-14-31 8 10861 22829 35188 48417
images-CVIU11-14-63 8 12549 26459 40494 55783
images-CVIU11-14-96 8 5314 10933 16531 22576
images-CVIU11-15-146 8 4145 8265 12116 14577
images-CVIU11-16-143 8 3449 12954 18415 22262
images-CVIU11-16-37 8 15298 59067 85445 102708
images-CVIU11-16-55 8 3354 12398 17909 21772
images-CVIU11-17-107 8 1387 2107 8854 21091
images-CVIU11-17-14 8 468 720 2816 6668
images-CVIU11-17-82 8 2324 3456 14291 35869
images-CVIU11-18-137 8 704 1392 5116 8037
images-CVIU11-18-139 8 968 1905 7499 11443
images-CVIU11-18-27 8 2739 5330 19729 30224
images-CVIU11-18-33 8 7281 14016 55474 84039
images-CVIU11-18-82 8 3504 6946 25317 39077
images-CVIU11-18-85 8 4873 9500 39184 58636
images-CVIU11-19-129 8 4354 14465 21484 28201
images-CVIU11-19-131 8 10765 36821 52236 68648
images-CVIU11-2-24 8 1000 2452 3303 5642
images-CVIU11-2-33 8 14119 32361 45156 85636
images-CVIU11-2-50 8 11926 26978 38073 71970
images-CVIU11-2-54 8 3400 7434 10942 20890
images-CVIU11-2-60 8 5115 11292 16742 29004
images-CVIU11-2-63 8 8241 18645 26025 49485
images-CVIU11-2-79 8 2380 5662 7692 14282
images-CVIU11-20-134 8 3785 9113 11948 1210
images-CVIU11-20-31 8 6043 14193 18771 160
images-CVIU11-20-46 8 5667 13063 17143 288
images-CVIU11-20-72 8 6316 15176 20144 300
images-CVIU11-20-88 8 6282 15260 20543 774
images-CVIU11-21-102 8 4267 8623 21494 110279
images-CVIU11-21-119 8 19756 39337 99107 557804
images-CVIU11-21-9 8 7277 14608 35938 179045
images-CVIU11-22-100 8 1707 3579 5355 10745
images-CVIU11-22-107 8 4929 10685 16483 33430
images-CVIU11-22-110 8 3494 7478 11186 22211
images-CVIU11-22-118 8 6171 13509 20199 41658
images-CVIU11-22-12 8 7940 17069 25405 51845
images-CVIU11-23-113 8 1366 2693 12295 23910
images-CVIU11-23-143 8 1170 2193 10335 21903
images-CVIU11-23-48 8 1670 2846 13084 26619
images-CVIU11-24-113 8 2276 5386 7254 21176
images-CVIU11-24-49 8 4648 10355 13658 43982
images-CVIU11-24-5 8 8385 19203 25047 80077
images-CVIU11-24-77 8 10259 23380 31159 49752
images-CVIU11-25-139 8 1489 7479 11627 16888
images-CVIU11-25-61 8 7530 36027 55863 82942
images-CVIU11-25-66 8 2410 11661 17997 26343
images-CVIU11-25-70 8 8843 42530 65735 96158
images-CVIU11-25-77 8 10928 52537 80878 118041
images-CVIU11-25-97 8 2832 13498 20951 30552
images-CVIU11-26-106 8 3380 6479 10009 29376
images-CVIU11-26-129 8 744 723 780 2450
images-CVIU11-26-138 8 7697 14671 22701 67939
images-CVIU11-26-15 8 503 970 1542 4431
images-CVIU11-26-57 8 9359 17403 27486 81316
images-CVIU11-26-70 8 6565 12563 19378 57467
images-CVIU11-26-71 8 5543 10500 16193 47067
images-CVIU11-26-75 8 7224 13910 21562 64978
images-CVIU11-26-77 8 8081 15497 24145 70602
images-CVIU11-26-78 8 7544 14292 22344 65026
images-CVIU11-27-125 8 11103 24055 62842 89858
images-CVIU11-27-137 8 1821 4259 10397 16322
images-CVIU11-27-144 8 6260 13960 35862 49829
images-CVIU11-27-17 8 10626 23761 60394 91346
images-CVIU11-27-36 8 5378 12087 30452 45730
images-CVIU11-28-130 8 837 3857 14038 19969
images-CVIU11-28-135 8 2351 10751 40708 57207
images-CVIU11-28-99 8 5191 23417 86772 124596
images-CVIU11-29-107 8 693 8741 13366 16841
images-CVIU11-29-112 8 384 5247 8014 10202
images-CVIU11-29-114 8 288 4658 7023 8680
images-CVIU11-29-116 8 1905 34138 51198 63037
images-CVIU11-29-12 8 1013 13064 19992 25020
images-CVIU11-29-21 8 876 14493 21876 27655
images-CVIU11-29-3 8 1171 19554 29103 36188
images-CVIU11-29-39 8 618 8976 13554 16958
images-CVIU11-29-75 8 1747 30498 45002 55849
images-CVIU11-29-76 8 976 13516 7489 5269
images-CVIU11-29-79 8 337 5390 8122 10060
images-CVIU11-29-8 8 740 11002 16482 20696
images-CVIU11-29-82 8 973 15259 7324 5416
images-CVIU11-3-106 8 3935 16073 49797 77354
images-CVIU11-3-138 8 9203 38514 116015 179970
images-CVIU11-3-37 8 8528 37289 114129 176364
images-CVIU11-3-48 8 2543 9970 27931 44142
images-CVIU11-3-56 8 1599 6440 18011 28426
images-CVIU11-3-74 8 8493 34541 98825 155796
images-CVIU11-30-1 8 4488 54042 132153 191445
images-CVIU11-30-11 8 1476 14720 37101 54454
images-CVIU11-30-115 8 3360 32596 89181 131614
images-CVIU11-30-12 8 4030 41964 109991 161469
images-CVIU11-30-42 8 4076 58781 140958 203430
images-CVIU11-30-66 8 1903 23150 59206 87048
images-CVIU11-31-105 8 140 6248 34617 164087
images-CVIU11-31-109 8 219 6353 35910 161113
images-CVIU11-31-26 8 51 1531 8163 31199
images-CVIU11-31-31 8 132 6513 34256 163047
images-CVIU11-31-39 8 97 3895 20112 87436
images-CVIU11-33-109 8 1343 3766 16979 31086
images-CVIU11-33-59 8 1727 4941 21219 39648
images-CVIU11-33-71 8 1692 4520 20932 38181
images-CVIU11-33-86 8 1076 2938 12940 23843
images-CVIU11-33-88 8 1553 4229 18168 35209
images-CVIU11-33-93 8 1192 3343 15054 27754
images-CVIU11-34-106 8 1169 1816 6808 5217
images-CVIU11-34-135 8 672 1127 4411 1440
images-CVIU11-34-88 8 1741 2747 9542 5276
images-CVIU11-34-9 8 896 1565 5558 14250
images-CVIU11-35-141 8 558 5417 8272 11039
images-CVIU11-35-68 8 4314 39764 60142 81055
images-CVIU11-36-11 8 2281 4378 6742 13390
images-CVIU11-36-112 8 2634 5063 7458 15438
images-CVIU11-36-140 8 2266 4358 6636 13937
images-CVIU11-37-140 8 2375 17538 33648 48591
images-CVIU11-37-146 8 9236 73996 141633 203586
images-CVIU11-37-41 8 5355 36756 71304 103564
images-CVIU11-37-54 8 3309 25016 48117 69436
images-CVIU11-37-70 8 11083 85917 162452 236005
images-CVIU11-37-84 8 554 3542 6813 9878
images-CVIU11-38-1 8 8861 19070 43442 154154
images-CVIU11-38-10 8 6162 13570 31270 120533
images-CVIU11-38-131 8 3665 8506 18745 72881
images-CVIU11-38-23 8 9340 20049 45728 162757
images-CVIU11-38-71 8 11174 24141 55510 201899
images-CVIU11-38-78 8 15325 33099 76504 289256
images-CVIU11-39-107 8 5556 18434 24002 29083
images-CVIU11-39-114 8 2547 8767 11511 13938
images-CVIU11-39-37 8 15865 54634 70564 85074
images-CVIU11-39-68 8 16495 56062 73062 88333
images-CVIU11-39-80 8 4176 14521 18654 22456
images-CVIU11-4-42 8 156 8888 40942 77751
images-CVIU11-4-50 8 221 16722 79091 154016
images-CVIU11-40-126 8 3927 6291 9306 11074
images-CVIU11-40-136 8 23413 36741 53168 62026
images-CVIU11-40-139 8 10714 16572 24152 28881
images-CVIU11-40-23 8 39283 61219 88632 104109
images-CVIU11-40-46 8 35627 55296 79644 91995
images-CVIU11-40-8 8 25891 40402 57814 67509
images-CVIU11-41-113 8 2607 5349 9060 73195
images-CVIU11-41-4 8 5275 11375 19396 180862
images-CVIU11-41-86 8 4260 9151 15264 156159
images-CVIU11-41-88 8 6476 14251 24246 226725
images-CVIU11-42-112 8 2568 4861 15799 56154
images-CVIU11-42-122 8 4519 8520 31390 138370
images-CVIU11-42-53 8 3481 5998 20029 75438
images-CVIU11-42-68 8 12815 23464 83913 344971
images-CVIU11-42-78 8 14085 24579 84699 343049
images-CVIU11-42-80 8 3228 5937 21117 86012
images-CVIU11-42-88 8 9475 16599 52215 184961
images-CVIU11-43-112 8 4070 17989 25835 31263
images-CVIU11-43-65 8 7632 35336 50524 61119
images-CVIU11-43-76 8 20279 95671 135169 162385
images-CVIU11-44-119 8 21986 41932 59823 88350
images-CVIU11-44-20 8 15457 29537 42631 61125
images-CVIU11-44-84 8 947 1617 2382 3365
images-CVIU11-44-98 8 3032 5795 8399 11960
images-CVIU11-5-134 8 7611 16369 18297 30736
images-CVIU11-5-19 8 24922 54191 59519 102476
images-CVIU11-5-62 8 17414 39383 42832 71411
images-CVIU11-6-119 8 5231 14736 1000001 1000001
images-CVIU11-6-25 8 1373 3763 77429 1000000
images-CVIU11-6-58 8 1064 2807 295404 1000000
images-CVIU11-7-56 8 1196 3307 12863 16763
images-CVIU11-7-96 8 1872 5203 18519 24430
images-CVIU11-8-120 8 6648 11891 18979 26671
images-CVIU11-8-129 8 1122 2034 3111 4363
images-CVIU11-8-130 8 1074 1908 3117 4556
images-CVIU11-8-20 8 7678 13454 21853 30565
images-CVIU11-8-68 8 10556 18689 29616 41769
images-CVIU11-8-83 8 6722 11603 18693 26419
images-CVIU11-9-110 8 4282 8161 412364 1000001
meshes-CVIU11-1-106 10 355 726 1034 1440
meshes-CVIU11-1-120 10 230 439 811 1169
meshes-CVIU11-1-149 10 816 1631 3156 4520
meshes-CVIU11-1-170 10 230 454 699 1018
meshes-CVIU11-1-175 10 38 95 129 177
meshes-CVIU11-1-187 10 3263 6071 10016 13598
meshes-CVIU11-1-188 10 1135 2229 4376 5813
meshes-CVIU11-1-20 10 1113 2080 3349 4535
meshes-CVIU11-1-205 10 194 418 565 771
meshes-CVIU11-1-206 10 4448 7814 12872 18176
meshes-CVIU11-1-220 10 43 106 156 224
meshes-CVIU11-1-223 10 1798 3415 6453 9176
meshes-CVIU11-1-225 10 2987 5853 9354 12226
meshes-CVIU11-1-250 10 111 209 373 522
meshes-CVIU11-1-278 10 30 81 89 122
meshes-CVIU11-1-279 10 66 117 213 338
meshes-CVIU11-1-282 10 703 1147 1882 2462
meshes-CVIU11-1-283 10 3907 7081 12707 17933
meshes-CVIU11-1-294 10 1617 2672 5121 7260
meshes-CVIU11-1-305 10 317 465 829 1068
meshes-CVIU11-1-314 10 7619 13737 26104 37666
meshes-CVIU11-1-318 10 6288 11340 22381 31868
meshes-CVIU11-1-34 10 2731 5380 9718 13631
meshes-CVIU11-1-357 10 100 158 318 408
meshes-CVIU11-1-360 10 1802 3257 4984 6690
meshes-CVIU11-1-368 10 900 1404 2280 3125
meshes-CVIU11-1-37 10 75 147 254 365
meshes-CVIU11-1-397 10 2097 4086 6866 9510
meshes-CVIU11-1-410 10 47 85 160 200
meshes-CVIU11-1-424 10 1360 2553 4448 6231
meshes-CVIU11-1-431 10 2668 5064 8624 11699
meshes-CVIU11-1-461 10 8017 14743 26147 36504
meshes-CVIU11-1-466 10 22 39 63 87
meshes-CVIU11-1-489 10 2807 5174 8433 11481
meshes-CVIU11-1-511 10 4257 8163 14842 20779
meshes-CVIU11-1-63 10 382 572 1024 1441
meshes-CVIU11-1-88 10 144 277 456 625
meshes-CVIU11-2-100 10 22322 37283 52626 68517
meshes-CVIU11-2-108 10 1157 2050 2669 3571
meshes-CVIU11-2-11 10 354 612 905 1268
meshes-CVIU11-2-121 10 115 208 294 437
meshes-CVIU11-2-13 10 2061 3555 5250 7499
meshes-CVIU11-2-137 10 1986 3355 4600 5980
meshes-CVIU11-2-177 10 686 1031 1491 1941
meshes-CVIU11-2-211 10 1056 1907 2607 3914
meshes-CVIU11-2-223 10 5316 9440 13157 19505
meshes-CVIU11-2-233 10 1668 2911 4151 6032
meshes-CVIU11-2-245 10 638 1068 1505 2069
meshes-CVIU11-2-246 10 2643 4364 6221 8996
meshes-CVIU11-2-248 10 1355 2307 3357 4646
meshes-CVIU11-2-267 10 7042 12058 17060 24128
meshes-CVIU11-2-3 10 251 473 676 1003
meshes-CVIU11-2-300 10 351 602 751 954
meshes-CVIU11-2-304 10 306 505 731 1014
meshes-CVIU11-2-305 10 809 1357 2033 2541
meshes-CVIU11-2-317 10 254 435 644 907
meshes-CVIU11-2-321 10 1782 2683 3759 4998
meshes-CVIU11-2-324 10 886 1614 2352 3311
meshes-CVIU11-2-349 10 65 96 128 206
meshes-CVIU11-2-35 10 811 1380 1933 2580
meshes-CVIU11-2-353 10 12123 21054 30236 51076
meshes-CVIU11-2-354 10 461 820 1189 1614
meshes-CVIU11-2-365 10 746 1304 1812 2533
meshes-CVIU11-2-447 10 12369 21197 33199 49103
meshes-CVIU11-2-449 10 8214 14085 20307 28511
meshes-CVIU11-2-462 10 238 399 565 755
meshes-CVIU11-2-484 10 12193 20457 30057 41638
meshes-CVIU11-2-487 10 16820 28249 39671 51720
meshes-CVIU11-2-493 10 955 1579 2222 2936
meshes-CVIU11-2-503 10 2563 4294 6040 7825
meshes-CVIU11-2-511 10 12740 21728 31925 45453
meshes-CVIU11-2-513 10 724 1182 1656 2131
meshes-CVIU11-2-52 10 726 1220 1741 2285
meshes-CVIU11-2-54 10 1935 3353 4681 6090
meshes-CVIU11-2-6 10 3546 5992 8719 11760
meshes-CVIU11-2-76 10 13606 22839 31943 41713
meshes-CVIU11-2-80 10 5980 9664 13581 17787
meshes-CVIU11-3-100 10 176 1000003 1000002 3554
meshes-CVIU11-3-12 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-130 10 1000001 1000001 1000001 407
meshes-CVIU11-3-139 10 1000002 1000001 1000004 843
meshes-CVIU11-3-147 10 21 2046 1000001 1000001
meshes-CVIU11-3-151 10 7 1000000 1000000 10619
meshes-CVIU11-3-158 10 1000001 1000002 1000001 1000002
meshes-CVIU11-3-16 10 1761 1000001 1000000 1000001
meshes-CVIU11-3-17 10 1731 1000001 1000001 1000001
meshes-CVIU11-3-190 10 2378 1000000 1000000 1000000
meshes-CVIU11-3-193 10 2988 1000001 1000001 1000001
meshes-CVIU11-3-195 10 5022 1000001 1000001 1000002
meshes-CVIU11-3-213 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-218 10 1000001 1000001 1000001 1000001
meshes-CVIU11-3-220 10 1 1000000 1000000 1000000
meshes-CVIU11-3-23 10 1861 1000001 1000000 1000001
meshes-CVIU11-3-242 10 1000003 7523 623955 1000001
meshes-CVIU11-3-246 10 1000001 1000001 1000002 8544
meshes-CVIU11-3-251 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-289 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-290 10 968 1000000 1000000 1000000
meshes-CVIU11-3-313 10 1000001 1000000 1000001 1000001
meshes-CVIU11-3-325 10 1000000 1000000 1000000 418
meshes-CVIU11-3-35 10 527 1000000 1000000 1000000
meshes-CVIU11-3-357 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-381 10 4 1000000 1000000 2640
meshes-CVIU11-3-408 10 1000000 1000000 1000000 3872
meshes-CVIU11-3-431 10 96 1000002 1000002 361515
meshes-CVIU11-3-434 10 1000003 1000002 1000001 1000002
meshes-CVIU11-3-448 10 1000000 1000001 1000002 979502
meshes-CVIU11-3-45 10 1000001 1000001 1000001 17262
meshes-CVIU11-3-457 10 15 1000000 1000001 117632
meshes-CVIU11-3-484 10 1000003 1000002 1000002 38097
meshes-CVIU11-3-501 10 1000002 1000002 1000001 1000001
meshes-CVIU11-3-503 10 1408 1000001 1000001 1000001
meshes-CVIU11-3-511 10 97 1000002 1000001 1000001
meshes-CVIU11-3-512 10 1000000 1000000 1000000 1000000
meshes-CVIU11-3-513 10 36 1093 1803 2573
meshes-CVIU11-3-526 10 1000001 1000001 1000001 1000001
meshes-CVIU11-3-59 10 8 1000001 1000000 130
meshes-CVIU11-3-7 10 3 1000000 1000001 614025
meshes-CVIU11-3-97 10 1000001 1000002 1000001 9064
meshes-CVIU11-3-98 10 997 1000003 1000001 1000001
meshes-CVIU11-4-114 10 248 328 465 606
meshes-CVIU11-4-129 10 4686 9267 20449 52071
meshes-CVIU11-4-135 10 26 50 68 94
meshes-CVIU11-4-166 10 15 31 61 147
meshes-CVIU11-4-168 10 250 440 784 2026
meshes-CVIU11-4-206 10 3269 6435 8957 11526
meshes-CVIU11-4-213 10 58 118 241 627
meshes-CVIU11-4-228 10 3132 6100 9679 15971
meshes-CVIU11-4-248 10 291 736 1034 2583
meshes-CVIU11-4-268 10 2774 5556 12198 32095
meshes-CVIU11-4-311 10 4024 8375 19700 61706
meshes-CVIU11-4-313 10 1368 2775 5895 15761
meshes-CVIU11-4-325 10 31 65 158 625
meshes-CVIU11-4-341 10 77 183 418 7324
meshes-CVIU11-4-387 10 298 665 1283 3621
meshes-CVIU11-4-441 10 1616 3165 4930 9222
meshes-CVIU11-4-45 10 475 868 1709 4852
meshes-CVIU11-4-46 10 250 367 543 953
meshes-CVIU11-4-471 10 2224 4419 7908 18726
meshes-CVIU11-4-487 10 3890 7728 14259 32810
meshes-CVIU11-4-501 10 2993 5431 12090 32028
meshes-CVIU11-4-80 10 1310 2793 3799 6139
meshes-CVIU11-5-102 10 7787 13304 19600 29225
meshes-CVIU11-5-115 10 267 462 661 1058
meshes-CVIU11-5-121 10 101 178 250 407
meshes-CVIU11-5-147 10 1281 2190 2926 4194
meshes-CVIU11-5-148 10 2593 4386 5786 8535
meshes-CVIU11-5-163 10 4649 7794 12401 20430
meshes-CVIU11-5-182 10 805 1455 2119 3202
meshes-CVIU11-5-188 10 3156 5155 7680 12354
meshes-CVIU11-5-191 10 47902 84739 187853 350873
meshes-CVIU11-5-200 10 424 736 1078 1665
meshes-CVIU11-5-212 10 2830 4947 7022 11698
meshes-CVIU11-5-216 10 565 972 1391 2239
meshes-CVIU11-5-223 10 4783 7996 11587 19087
meshes-CVIU11-5-244 10 2500 4362 6053 9259
meshes-CVIU11-5-283 10 10471 17879 24684 38390
meshes-CVIU11-5-286 10 310 694 864 1369
meshes-CVIU11-5-304 10 246 454 549 816
meshes-CVIU11-5-306 10 15492 27792 35888 54642
meshes-CVIU11-5-315 10 135 234 332 508
meshes-CVIU11-5-333 10 3893 6673 10101 15894
meshes-CVIU11-5-34 10 7285 12494 18752 29374
meshes-CVIU11-5-36 10 5159 8886 11608 17032
meshes-CVIU11-5-409 10 172 302 447 804
meshes-CVIU11-5-433 10 2490 4252 6402 9908
meshes-CVIU11-5-464 10 12758 21388 32327 50341
meshes-CVIU11-5-468 10 2024 3501 5271 7806
meshes-CVIU11-5-488 10 5663 9367 12181 17714
meshes-CVIU11-5-517 10 11768 19675 25709 38174
meshes-CVIU11-5-59 10 753 1262 1769 2741
meshes-CVIU11-5-73 10 1253 2248 3398 5298
meshes-CVIU11-5-99 10 11771 20084 30229 47339
meshes-CVIU11-6-102 10 13756 27241 42412 56438
meshes-CVIU11-6-150 10 13535 26487 41338 54956
meshes-CVIU11-6-151 10 900 1945 2758 3841
meshes-CVIU11-6-163 10 6932 13926 21015 28089
meshes-CVIU11-6-194 10 5134 9766 15291 20209
meshes-CVIU11-6-211 10 1596 3162 4892 6556
meshes-CVIU11-6-265 10 851 1656 2526 3373
meshes-CVIU11-6-293 10 192 381 654 871
meshes-CVIU11-6-303 10 4254 8312 12756 16985
meshes-CVIU11-6-306 10 26888 52619 81762 108857
meshes-CVIU11-6-314 10 33537 66484 104166 139234
meshes-CVIU11-6-325 10 206 407 632 838
meshes-CVIU11-6-338 10 107 211 327 434
meshes-CVIU11-6-345 10 823 1631 2673 3364
meshes-CVIU11-6-400 10 2420 4798 7623 10114
meshes-CVIU11-6-438 10 14528 28091 43279 57642
meshes-CVIU11-6-443 10 5152 10069 15616 20785
meshes-CVIU11-6-485 10 1157 2292 3557 4759
meshes-CVIU11-6-498 10 332 656 1046 1352
meshes-CVIU11-6-523 10 343 678 1050 1397
meshes-CVIU11-6-528 10 27444 54384 84273 113782
meshes-CVIU11-6-56 10 967 1788 2877 3697
meshes-CVIU11-6-58 10 313 620 983 1300
meshes-CVIU11-6-65 10 38445 76174 118655 164885
meshes-CVIU11-6-68 10 26987 53383 82851 110448
meshes-CVIU11-6-77 10 6145 11884 18445 24576
meshes-CVIU11-6-81 10 1275 2430 3709 4925
PR15-1 9 6709 8015 7603 6416
PR15-2 9 998 178 176 200
PR15-3 9 508 186 158 158
PR15-4 9 157 157 157 158
PR15-5 9 1251 732 736 223
PR15-6 9 8023 8072 8068 7863
PR15-7 9 263 17136 19394 15667
PR15-8 9 174 157 158 158
PR15-9 9 1028 9673 2534 2614
PR15-10 9 184 157 158 158
PR15-11 9 174 157 157 157
PR15-12 9 267 157 170 159
PR15-13 9 3861 4838 16225 2258
PR15-14 9 10966 2735 2618 206290
PR15-15 9 196 5343 5858 7421
PR15-16 9 157 156 157 164
PR15-17 9 171 156 163 158
PR15-18 9 493 386 290 161
PR15-19 9 181 164 165 158
PR15-20 9 178 157 158 188
PR15-21 9 629 1193 267 161
PR15-22 9 198 161 182 159
PR15-23 9 245 166 158 158
PR15-24 9 3836 9848 61843 25641
g10-g100 11 519 1011 1483 1770
g10-g101 11 622 1224 1824 2499
g10-g102 11 625 1541 2128 3119
g10-g103 11 891 1867 2618 3432
g10-g104 11 1000001 1000001 1000001 1000001
g10-g105 11 1000001 1000001 1000000 1000000
g10-g106 11 1000001 1000001 1319 1000000
g10-g107 11 1000001 1000001 1000000 1000001
g10-g108 11 1000001 1000001 1000001 1000000
g10-g109 11 3275 5986 8956 12177
g10-g110 11 4659 9753 13526 18079
g10-g111 11 1000002 1000001 1866 1000001
g10-g112 11 6548 14021 48823 58074
g10-g51 11 1000000 1000000 1000000 37
g10-g52 11 6 12 17 23
g10-g53 11 81449 110945 1000000 1000000
g10-g54 11 16 40 58 78
g10-g55 11 16 50 61 83
g10-g56 11 17 42 61 81
g10-g57 11 3 6 9 14
g10-g61 11 31 42 1075 1419
g10-g62 11 34 50 72 131
g10-g63 11 1000000 49500 501599 30
g10-g64 11 1000000 3 3 3
g10-g65 11 61 126 194 311
g10-g67 11 37 73 119 167
g10-g68 11 11 8 3 3
g10-g69 11 61 201 1852 301
g10-g70 11 35 69 107 138
g10-g71 11 103 232 296 148
g10-g72 11 1181 2028 12612 13281
g10-g74 11 31 62 86 114
g10-g75 11 113 242 336 457
g10-g76 11 397 889 1221 1678
g10-g77 11 889 1937 2632 3632
g10-g78 11 97 201 284 389
g10-g79 11 114 192 374 347
g10-g80 11 28 52 71 150
g10-g81 11 247 471 696 1045
g10-g83 11 297 471 654 860
g10-g84 11 813 1857 2519 3486
g10-g85 11 156 301 419 536
g10-g87 11 178 355 532 687
g10-g88 11 188 411 542 715
g10-g89 11 186 329 458 585
g10-g90 11 278 536 860 1159
g10-g91 11 371 849 3035 3583
g10-g92 11 462 1037 3078 3762
g10-g94 11 470 921 1375 1831
g10-g95 11 290 701 3123 3661
g10-g96 11 651 1484 9749 11001
g10-g97 11 2269 3498 58161 62008
g10-g98 11 2835 5764 67333 72580
g10-g99 11 4610 8220 76981 82469
g11-g100 11 530 973 1429 1911
g11-g101 11 635 1134 1718 5703
g11-g102 11 637 7885 14772 20171
g11-g103 11 11973 22817 33625 43174
g11-g104 11 124798 466732 1000000 1000000
g11-g105 11 124265 467555 1000000 1000001
g11-g106 11 984741 1000001 1000001 1000001
g11-g107 11 368014 1000001 1000001 1000001
g11-g108 11 725755 1000001 1000001 1000001
g11-g109 11 3479 5656 8551 28367
g11-g110 11 531657 1000001 1000001 1000001
g11-g111 11 1000000 1000002 1000001 1000001
g11-g112 11 7963 16768 27463 35956
g11-g51 11 1000000 1000000 1000000 1000000
g11-g52 11 21 56 121 227
g11-g53 11 1293 5164 10076 15566
g11-g54 11 364 1443 2336 3089
g11-g55 11 76 300 536 757
g11-g56 11 596 2168 3804 5336
g11-g57 11 3 6 9 12
g11-g61 11 22 40 62 145
g11-g62 11 1618 5616 13837 39678
g11-g63 11 63050 175336 362757 576889
g11-g64 11 4 89 3 3
g11-g65 11 801 1672 2580 3296
g11-g67 11 38 69 106 388
g11-g68 11 1000000 1000000 1000000 1000000
g11-g69 11 46 170 315 538
g11-g70 11 36 85 103 205
g11-g71 11 49 179 332 541
g11-g72 11 27 153 339 601
g11-g74 11 45 17 19 15
g11-g75 11 11 10 12 11
g11-g76 11 5 5 6 5
g11-g77 11 8 5 5 8
g11-g78 11 699 346 848 57
g11-g79 11 317 667 1024 1300
g11-g80 11 29 49 72 90
g11-g81 11 2906 5761 8510 10770
g11-g83 11 2514 5383 8200 10042
g11-g84 11 16 16 12 12
g11-g85 11 159 285 459 574
g11-g87 11 1744 4820 8690 11979
g11-g88 11 3862 11791 21963 28775
g11-g89 11 174 311 473 600
g11-g90 11 285 2575 5494 8226
g11-g91 11 425 926 1628 2018
g11-g92 11 514 1136 1843 2637
g11-g94 11 469 2081 3967 6728
g11-g95 11 229 460 769 1097
g11-g96 11 267 576 1057 1594
g11-g97 11 261 519 1066 1457
g11-g98 11 393 1017 1927 3185
g11-g99 11 394 988 2034 3347
g12-g100 11 593 1080 1666 2167
g12-g101 11 710 1293 1997 2647
g12-g102 11 711 1496 2131 2571
g12-g103 11 715 1303 2113 2613
g12-g104 11 1130 2120 3511 5328
g12-g105 11 1135 2128 3485 5357
g12-g106 11 2757 6694 12681 21727
g12-g107 11 2144 4247 7688 11946
g12-g108 11 2542 5226 9626 15108
g12-g109 11 3582 6457 10213 12916
g12-g110 11 60373 181748 338452 500904
g12-g111 11 3884 8599 16629 28138
g12-g112 11 6709 12669 19801 26557
g12-g51 11 969 5229 10661 40309
g12-g52 11 12 18 29 59
g12-g53 11 8 12 19 45
g12-g54 11 12 40 105 216
g12-g55 11 13 30 48 71
g12-g56 11 21 73 176 342
g12-g57 11 4 7 10 13
g12-g61 11 25 46 72 92
g12-g62 11 54 104 162 236
g12-g63 11 156 697 1818 3184
g12-g64 11 1000000 1000000 1000000 933066
g12-g65 11 37 69 106 137
g12-g67 11 68 80 123 158
g12-g68 11 36508 70962 104471 134645
g12-g69 11 47 86 133 171
g12-g70 11 41 74 115 148
g12-g71 11 47 88 136 176
g12-g72 11 10 18 27 37
g12-g74 11 1000000 1000000 1000000 1000000
g12-g75 11 374367 128 24 22947
g12-g76 11 20 8 12 7
g12-g77 11 6 6 6 6
g12-g78 11 70 518 1168 2747
g12-g79 11 95 174 268 380
g12-g80 11 31 54 80 103
g12-g81 11 165 303 468 686
g12-g83 11 167 322 497 656
g12-g84 11 1000000 1000000 1000000 1000000
g12-g85 11 294 327 527 646
g12-g87 11 188 595 1268 2235
g12-g88 11 176 470 1009 1898
g12-g89 11 306 356 551 737
g12-g90 11 364 582 898 1152
g12-g91 11 350 676 1098 1506
g12-g92 11 473 833 1357 1802
g12-g94 11 526 957 1547 1894
g12-g95 11 253 428 679 855
g12-g96 11 277 493 752 969
g12-g97 11 280 534 760 1146
g12-g98 11 368 662 1121 1349
g12-g99 11 368 663 1029 1314
g13-g100 11 618 1183 1767 2331
g13-g101 11 885 1421 2125 2830
g13-g102 11 790 1448 2126 2762
g13-g103 11 716 1433 2135 2845
g13-g104 11 1170 2439 3911 81030
g13-g105 11 1173 2445 3957 80623
g13-g106 11 3742 9215 15997 1000001
g13-g107 11 2448 5681 9379 67770
g13-g108 11 3092 6898 11628 657048
g13-g109 11 3551 7082 11141 13746
g13-g110 11 4615 9188 13926 18201
g13-g111 11 4954 12013 21096 1000002
g13-g112 11 6070 11850 17792 23345
g13-g51 11 1000000 874812 4065 4096
g13-g52 11 6 19 20 26
g13-g53 11 7 13 20 47
g13-g54 11 12 44 58 65
g13-g55 11 13 33 50 65
g13-g56 11 13 33 64 68
g13-g57 11 4 7 10 18
g13-g61 11 25 51 76 99
g13-g62 11 27 54 81 106
g13-g63 11 308 771 1620 6986
g13-g64 11 1000000 1000000 1000000 1000000
g13-g65 11 37 75 112 146
g13-g67 11 43 87 129 169
g13-g68 11 47733 61466 97681 110109
g13-g69 11 70 94 158 208
g13-g70 11 61 81 121 157
g13-g71 11 57 95 144 188
g13-g72 11 10 19 27 36
