instance family sequential-except-0-pf sequential-except-0-pd sequential-d2-except-0-pf sequential-d2-except-0-pd sequential-except-1-pf sequential-except-1-pd sequential-d2-except-1-pf sequential-d2-except-1-pd sequential-except-2-pf sequential-except-2-pd sequential-d2-except-2-pf sequential-d2-except-2-pd sequential-except-3-pf sequential-except-3-pd sequential-d2-except-3-pf sequential-d2-except-3-pd sequential-except-4-pf sequential-except-4-pd sequential-d2-except-4-pf sequential-d2-except-4-pd sequential-except-5-pf sequential-except-5-pd sequential-d2-except-5-pf sequential-d2-except-5-pd sequential-except-10-pf sequential-except-10-pd sequential-d2-except-10-pf sequential-d2-except-10-pd sequential-except-20-pf sequential-except-20-pd sequential-d2-except-20-pf sequential-d2-except-20-pd
images-CVIU11-39-68 8 992221 21400 987040 60679 992980 19842 992980 24158 992920 20195 992920 20195 993047 19814 993047 19814 993001 20071 993001 20071 993001 20071 993001 20071 993001 20071 993001 20071 993001 20071 993001 20071
images-CVIU11-39-80 8 991799 21127 987633 59782 992645 19759 992645 24012 992692 19673 992692 19673 992841 19788 992841 19788 992853 19815 992853 19815 992853 19815 992853 19815 992853 19815 992853 19815 992853 19815 992853 19815
images-CVIU11-4-42 8 992518 18222 990665 48799 992778 18218 992778 19766 992983 18578 992983 18578 992747 18589 992747 18589 992874 18486 992874 18486 992874 18486 992874 18486 992874 18486 992874 18486 992874 18486 992874 18486
images-CVIU11-4-50 8 992739 18261 991030 48543 992868 18430 992868 19964 992960 18588 992960 18588 992917 18559 992917 18559 992945 18735 992945 18735 992945 18735 992945 18735 992945 18735 992945 18735 992945 18735 992945 18735
images-CVIU11-40-126 8 983764 42860 974586 127788 983609 42856 983609 51033 983927 43459 983927 43459 983829 43553 983829 43553 983829 43553 983829 43553 983829 43553 983829 43553 983829 43553 983829 43553 983829 43553 983829 43553
images-CVIU11-40-136 8 984225 43073 977673 124113 984264 43599 984264 51809 984263 43406 984263 43406 984184 42958 984184 42958 984184 42958 984184 42958 984184 42958 984184 42958 984184 42958 984184 42958 984184 42958 984184 42958
images-CVIU11-40-139 8 983948 43113 977357 125037 984130 43638 984130 51985 984244 43502 984244 43502 984143 43679 984143 43679 984143 43679 984143 43679 984143 43679 984143 43679 984143 43679 984143 43679 984143 43679 984143 43679
images-CVIU11-40-23 8 984413 43075 976644 126361 984317 43350 984317 51589 984354 43076 984354 43076 984078 43466 984078 43466 984078 43466 984078 43466 984078 43466 984078 43466 984078 43466 984078 43466 984078 43466 984078 43466
images-CVIU11-40-46 8 984191 42883 977268 125824 984273 43148 984273 51399 984296 43564 984296 43564 984275 43464 984275 43464 984275 43464 984275 43464 984275 43464 984275 43464 984275 43464 984275 43464 984275 43464 984275 43464
images-CVIU11-40-8 8 984166 42543 976361 128592 984243 43037 984243 51219 984455 43669 984455 43669 984237 43465 984237 43465 984237 43465 984237 43465 984237 43465 984237 43465 984237 43465 984237 43465 984237 43465 984237 43465
images-CVIU11-41-113 8 987038 30456 979679 92489 988341 30094 988341 33050 988413 29959 988413 29959 988442 30371 988442 30371 988444 30440 988444 30440 988444 30440 988444 30440 988444 30440 988444 30440 988444 30440 988444 30440
images-CVIU11-41-4 8 987474 30479 981178 92231 988503 30012 988503 32952 988699 29970 988699 29970 988521 30295 988521 30295 988779 30266 988779 30266 988779 30266 988779 30266 988779 30266 988779 30266 988779 30266 988779 30266
images-CVIU11-41-86 8 987318 30556 981160 92063 988529 30007 988529 32965 988435 30047 988435 30047 988532 29852 988532 29852 988490 30160 988490 30160 988490 30160 988490 30160 988490 30160 988490 30160 988490 30160 988490 30160
images-CVIU11-41-88 8 987678 30507 981720 90891 988616 30428 988616 33448 988632 30394 988632 30394 988760 30448 988760 30448 988643 30387 988643 30387 988643 30387 988643 30387 988643 30387 988643 30387 988643 30387 988643 30387
images-CVIU11-42-112 8 988049 29419 980093 94312 989151 28668 989151 32731 989105 28871 989105 28871 989261 28825 989261 28825 989149 28931 989149 28931 989149 28931 989149 28931 989149 28931 989149 28931 989149 28931 989149 28931
images-CVIU11-42-122 8 988576 29700 981714 90682 989265 28759 989265 32925 989349 28974 989349 28974 989434 28623 989434 28623 989446 29104 989446 29104 989446 29104 989446 29104 989446 29104 989446 29104 989446 29104 989446 29104
images-CVIU11-42-53 8 988360 29229 982312 87529 989232 28677 989232 32736 989323 28939 989323 28939 989202 29086 989202 29086 989455 28799 989455 28799 989455 28799 989455 28799 989455 28799 989455 28799 989455 28799 989455 28799
images-CVIU11-42-68 8 988397 29605 981918 89699 989450 28478 989450 32599 989491 29001 989491 29001 989465 29019 989465 29019 989374 28808 989374 28808 989374 28808 989374 28808 989374 28808 989374 28808 989374 28808 989374 28808
images-CVIU11-42-78 8 988489 29635 982485 88363 989323 28852 989323 32973 989328 28857 989328 28857 989359 28579 989359 28579 989316 29033 989316 29033 989316 29033 989316 29033 989316 29033 989316 29033 989316 29033 989316 29033
images-CVIU11-42-80 8 988177 29432 982228 88861 989305 28681 989305 32830 989173 28790 989173 28790 989343 28633 989343 28633 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544
images-CVIU11-42-88 8 988515 29278 981877 89965 989529 28499 989529 32660 989402 28977 989402 28977 989420 28828 989420 28828 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758
images-CVIU11-43-112 8 988192 28676 984127 70971 988291 28596 988291 31720 988156 29126 988156 29126 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080
images-CVIU11-43-65 8 988221 28779 985493 69443 988434 28993 988434 32289 988520 29087 988520 29087 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108
images-CVIU11-43-76 8 988414 28865 985280 70253 988596 28872 988596 32217 988486 29093 988486 29093 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315
images-CVIU11-44-119 8 992008 20949 984781 68842 992919 20248 992919 23518 992897 19987 992897 19987 992944 20111 992944 20111 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125
images-CVIU11-44-20 8 991997 21012 983585 72365 992832 20055 992832 23355 992839 20207 992839 20207 992781 20166 992781 20166 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292
images-CVIU11-44-84 8 991039 20873 980780 75815 992091 20193 992091 23379 992114 20254 992114 20254 992103 20152 992103 20152 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155
images-CVIU11-44-98 8 991556 20578 983246 69698 992303 19825 992303 23097 992647 19937 992647 19937 992679 20332 992679 20332 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227
images-CVIU11-5-134 8 982746 45829 976112 122104 982736 45901 982736 51926 982584 46296 982584 46296 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777
images-CVIU11-5-19 8 982744 46111 976193 123209 982797 45774 982797 51674 982592 46800 982592 46800 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594
images-CVIU11-5-62 8 982933 45409 975646 123421 982705 46317 982705 52224 982804 46394 982804 46394 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631
images-CVIU11-6-119 8 978851 48454 973751 116300 980805 47574 980805 53853 980791 48188 980791 48188 980810 48222 980810 48222 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382
images-CVIU11-6-25 8 978430 48246 972176 116147 980547 47054 980547 52374 980610 48059 980610 48059 980487 48838 980487 48838 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409
images-CVIU11-6-58 8 978786 48333 973697 115242 980853 47731 980853 53874 980771 48507 980771 48507 980685 48472 980685 48472 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411
images-CVIU11-7-56 8 984180 37981 981047 97705 985023 37686 985023 41583 985351 38519 985351 38519 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276
images-CVIU11-7-96 8 984242 38292 981052 98486 985331 37790 985331 41661 985638 38147 985638 38147 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221
images-CVIU11-8-120 8 986223 34324 974548 102820 988576 31738 988576 36258 988706 31975 988706 31975 988698 31712 988698 31712 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176
images-CVIU11-8-129 8 985559 33636 971567 104309 988271 31709 988271 36052 988114 32057 988114 32057 988355 32220 988355 32220 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044
images-CVIU11-8-130 8 985531 33998 970778 105692 988382 31743 988382 36093 988308 32119 988308 32119 988176 32084 988176 32084 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982
images-CVIU11-8-20 8 986075 34163 973149 104621 988382 31227 988382 35535 988776 31869 988776 31869 988765 32050 988765 32050 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172
images-CVIU11-8-68 8 985997 34159 973552 103937 988797 31671 988797 36105 988701 32115 988701 32115 988741 31939 988741 31939 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190
images-CVIU11-8-83 8 986205 33923 974117 101330 988662 31840 988662 36275 988609 32152 988609 32152 988785 32401 988785 32401 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052
images-CVIU11-9-110 8 992182 18811 988290 53236 992814 18162 992814 21283 992927 18552 992927 18552 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410
meshes-CVIU11-1-106 10 0 0 0 0 838462 203569 838462 203569 866135 236234 866135 236234 880106 248384 880106 248384 941806 124853 941806 124853 978123 109662 978123 109662 978381 112855 978381 112855 978381 112855 978381 112855
meshes-CVIU11-1-120 10 895964 190130 887982 182322 921828 167059 921828 167463 954954 127602 954954 127602 968555 120949 968555 120949 974288 113139 974288 113139 978308 110570 978308 110570 978291 112287 978291 112287 978291 112287 978291 112287
meshes-CVIU11-1-149 10 923702 163563 923029 195563 938128 150140 938128 151112 962348 120146 962348 120146 972216 119402 972216 119402 976042 112596 976042 112596 978823 111923 978823 111923 978773 112789 978773 112789 978773 112789 978773 112789
meshes-CVIU11-1-170 10 831472 71465 707137 40665 886202 216637 886202 216656 903036 198810 903036 198810 932970 185835 932970 185835 962432 112489 962432 112489 977957 107993 977957 107993 978576 113505 978576 113505 978576 113505 978576 113505
meshes-CVIU11-1-175 10 875301 180601 856899 144696 900938 190250 900938 190649 939341 149001 939341 149001 960259 128017 960259 128017 971066 105940 971066 105940 975701 106921 975701 106921 976218 111261 976218 111261 976218 111261 976218 111261
meshes-CVIU11-1-187 10 875919 236088 875001 237668 877529 242137 877529 242137 934136 170996 934136 170996 942874 172046 942874 172046 962924 117436 962924 117436 978791 109496 978791 109496 979516 113625 979516 113625 979516 113625 979516 113625
meshes-CVIU11-1-188 10 887201 224320 876961 235453 915008 174056 915008 174157 956909 131305 956909 131305 969510 122374 969510 122374 977179 110210 977179 110210 978759 111744 978759 111744 979128 113254 979128 113254 979128 113254 979128 113254
meshes-CVIU11-1-20 10 0 0 0 0 869002 240172 869002 240172 883158 223210 883158 223210 894744 237038 894744 237038 945875 124528 945875 124528 978608 110398 978608 110398 978798 113176 978798 113176 978798 113176 978798 113176
meshes-CVIU11-1-205 10 632286 32344 0 0 878699 228497 878699 229400 881038 237924 881038 237924 917836 215658 917836 215658 960824 131380 960824 131380 977538 107485 977538 107485 978440 113212 978440 113212 978440 113212 978440 113212
meshes-CVIU11-1-206 10 795682 95065 0 0 876269 245132 876269 245855 876765 246789 876765 246789 912109 231698 912109 231698 957222 143450 957222 143450 977280 106780 977280 106780 979282 112768 979282 112768 979282 112768 979282 112768
meshes-CVIU11-1-220 10 898415 138470 802303 95826 923209 152687 923209 152757 950583 122140 950583 122140 966448 122089 966448 122089 970336 117010 970336 117010 976182 108914 976182 108914 976344 110559 976344 110559 976344 110559 976344 110559
meshes-CVIU11-1-223 10 0 0 0 0 874504 248932 874504 248932 937013 124372 937013 124372 968659 130531 968659 130531 969107 132267 969107 132267 978850 111936 978850 111936 979218 113168 979218 113168 979218 113168 979218 113168
meshes-CVIU11-1-225 10 0 0 0 0 0 0 0 0 0 0 0 0 874929 249818 874929 249818 937443 124842 937443 124842 978807 110675 978807 110675 979383 112463 979383 112463 979383 112463 979383 112463
meshes-CVIU11-1-250 10 912617 134650 905426 144729 912504 177977 912504 178189 948605 124763 948605 124763 965555 123003 965555 123003 972743 111702 972743 111702 977602 108747 977602 108747 977752 111586 977752 111586 977752 111586 977752 111586
meshes-CVIU11-1-278 10 0 0 0 0 0 0 0 0 870753 248460 870753 248460 871453 249156 871453 249156 929143 248121 929143 248121 953984 130701 953984 130701 977070 112390 977070 112390 977070 112390 977070 112390
meshes-CVIU11-1-279 10 0 0 0 0 826552 110584 826552 110584 881102 206848 881102 206848 912461 177957 912461 177957 954560 116236 954560 116236 975635 101678 975635 101678 977816 112621 977816 112621 977816 112621 977816 112621
meshes-CVIU11-1-282 10 0 0 0 0 874293 247862 874293 247862 873987 248547 873987 248547 923775 248815 923775 248815 952336 131115 952336 131115 978250 108313 978250 108313 979177 112808 979177 112808 979177 112808 979177 112808
meshes-CVIU11-1-283 10 0 0 0 0 874245 249696 874245 249696 925356 147320 925356 147320 964160 136122 964160 136122 967432 130374 967432 130374 978566 110807 978566 110807 979204 113431 979204 113431 979204 113431 979204 113431
meshes-CVIU11-1-294 10 905479 179261 899149 192721 903982 199588 903982 199626 948997 124830 948997 124830 969491 129097 969491 129097 973065 121394 973065 121394 978983 112220 978983 112220 979177 113188 979177 113188 979177 113188 979177 113188
meshes-CVIU11-1-305 10 0 0 0 0 864047 161640 864047 161640 891265 200235 891265 200235 909170 192850 909170 192850 956572 112815 956572 112815 978066 109019 978066 109019 978243 112396 978243 112396 978243 112396 978243 112396
meshes-CVIU11-1-314 10 872466 242410 871832 242749 885004 227691 885004 227691 942499 125522 942499 125522 968246 130638 968246 130638 969949 128062 969949 128062 979040 111883 979040 111883 979300 113357 979300 113357 979300 113357 979300 113357
meshes-CVIU11-1-318 10 877421 236573 877512 236845 893452 211742 893452 211742 946789 124924 946789 124924 969490 129648 969490 129648 973566 121349 973566 121349 979188 113013 979188 113013 979427 112586 979427 112586 979427 112586 979427 112586
meshes-CVIU11-1-34 10 883257 233704 876285 239045 905583 199181 905583 199693 951327 141788 951327 141788 968551 123956 968551 123956 975905 111438 975905 111438 978989 111283 978989 111283 979141 112654 979141 112654 979141 112654 979141 112654
meshes-CVIU11-1-357 10 884814 201481 842725 125050 915751 163894 915751 163907 954774 123990 954774 123990 966540 123927 966540 123927 974111 111509 974111 111509 977123 110031 977123 110031 977402 111797 977402 111797 977402 111797 977402 111797
meshes-CVIU11-1-360 10 872824 248193 872824 248193 872824 248193 872824 248193 935410 247198 935410 247198 916328 205276 916328 205276 958164 107130 958164 107130 978795 110113 978795 110113 979013 113391 979013 113391 979013 113391 979013 113391
meshes-CVIU11-1-368 10 0 0 0 0 851010 243775 851010 243775 873145 248424 873145 248424 879407 249117 879407 249117 942551 146411 942551 146411 976362 103172 976362 103172 979031 112937 979031 112937 979031 112937 979031 112937
meshes-CVIU11-1-37 10 877029 187420 483609 13652 889000 212329 889000 212347 938456 146169 938456 146169 963935 123556 963935 123556 972708 110510 972708 110510 977060 109408 977060 109408 977389 111358 977389 111358 977389 111358 977389 111358
meshes-CVIU11-1-397 10 885095 220275 882008 211364 914428 178117 914428 179311 943547 151126 943547 151126 961080 127567 961080 127567 974879 107255 974879 107255 978535 109550 978535 109550 979193 113762 979193 113762 979193 113762 979193 113762
meshes-CVIU11-1-410 10 0 0 0 0 867844 234121 867844 234121 921842 137543 921842 137543 953131 137871 953131 137871 960530 126902 960530 126902 976091 105832 976091 105832 976710 111819 976710 111819 976710 111819 976710 111819
meshes-CVIU11-1-424 10 875780 86157 831295 78092 880579 238861 880579 238871 936372 126661 936372 126661 967111 126636 967111 126636 971604 119155 971604 119155 978818 110127 978818 110127 979271 112768 979271 112768 979271 112768 979271 112768
meshes-CVIU11-1-431 10 889345 187102 841621 122445 889353 221859 889353 222505 935935 141883 935935 141883 955319 144724 955319 144724 966042 119146 966042 119146 978810 109131 978810 109131 979237 113292 979237 113292 979237 113292 979237 113292
meshes-CVIU11-1-461 10 869173 130931 731275 32910 876696 246754 876696 246755 935349 130511 935349 130511 964573 134520 964573 134520 966954 128402 966954 128402 979468 110668 979468 110668 979474 113101 979474 113101 979474 113101 979474 113101
meshes-CVIU11-1-466 10 0 0 0 0 0 0 0 0 871089 248404 871089 248404 871089 248404 871089 248404 951774 162423 951774 162423 973225 103638 973225 103638 976421 111818 976421 111818 976421 111818 976421 111818
meshes-CVIU11-1-489 10 395760 7654 0 0 874911 246927 875763 247930 894013 210733 894013 210733 947701 165353 947701 165353 964404 128734 964404 128734 978641 109961 978641 109961 979553 113009 979553 113009 979553 113009 979553 113009
meshes-CVIU11-1-511 10 911549 190502 912351 216234 930671 162426 930671 163826 959659 125558 959659 125558 970608 119384 970608 119384 976712 109781 976712 109781 979345 111109 979345 111109 979226 113006 979226 113006 979226 113006 979226 113006
meshes-CVIU11-1-63 10 886278 206453 881863 162559 907593 189151 907593 189512 944260 143154 944260 143154 965676 128279 965676 128279 972051 116481 972051 116481 977967 109815 977967 109815 978484 112517 978484 112517 978484 112517 978484 112517
meshes-CVIU11-1-88 10 894368 162195 888089 195204 915802 169339 915802 174430 937209 152611 937209 152611 934565 172630 934565 172630 958480 117190 958480 117190 977276 106335 977276 106335 978212 112595 978212 112595 978212 112595 978212 112595
meshes-CVIU11-2-100 10 0 0 0 0 762252 51791 762252 51791 900181 113155 900181 113161 917154 112178 917154 112178 965998 93446 965998 93446 991975 44273 991975 44273 991987 46197 991987 46197 991987 46197 991987 46197
meshes-CVIU11-2-108 10 111369 0 0 0 420438 1999 420438 1999 784652 54028 784652 54063 897034 90621 897034 90621 979347 52830 979347 52830 991204 43671 991204 43671 991706 46051 991706 46051 991706 46051 991706 46051
meshes-CVIU11-2-11 10 831874 44075 819889 54274 935711 75136 935711 78189 963843 71014 963843 71086 979379 56416 979379 56416 987639 46138 987639 46138 990192 44784 990192 44784 990354 45438 990354 45438 990354 45438 990354 45438
meshes-CVIU11-2-121 10 587456 8214 690906 59928 873348 54114 873348 54114 940447 106063 940447 106068 966615 106721 966615 106721 983847 54168 983847 54168 988609 44802 988609 44802 988726 44959 988726 44959 988726 44959 988726 44959
meshes-CVIU11-2-13 10 916505 72108 899589 110005 951459 88229 951459 91686 965378 91531 965378 91615 982631 62840 982631 62840 990292 46199 990292 46199 991255 44730 991255 44730 991607 45049 991607 45049 991607 45049 991607 45049
meshes-CVIU11-2-137 10 0 0 0 0 397477 9711 397477 9711 887282 109223 887282 109223 922172 125956 922172 125956 969094 89724 969094 89724 991298 44663 991298 44663 991731 45814 991731 45814 991731 45814 991731 45814
meshes-CVIU11-2-177 10 538844 14670 319159 3580 880456 64477 880456 65878 933274 100544 933274 100704 962186 80043 962186 80043 983083 53161 983083 53161 990814 44440 990814 44440 990979 45276 990979 45276 990979 45276 990979 45276
meshes-CVIU11-2-211 10 0 0 0 0 881560 99114 881560 99114 934515 123646 934515 123646 965795 137858 965795 137858 971172 127428 971172 127428 991273 45616 991273 45616 991389 45476 991389 45476 991389 45476 991389 45476
meshes-CVIU11-2-223 10 0 0 0 0 0 0 0 0 932463 123365 932463 123365 965953 136690 965953 136690 968945 140535 968945 140535 992062 45643 992062 45643 991704 45674 991704 45674 991704 45674 991704 45674
meshes-CVIU11-2-233 10 192521 36247 192521 36247 928195 98643 928195 98643 945758 121766 945758 121769 965589 129911 965589 129911 983217 70825 983217 70825 991336 45478 991336 45478 991352 45206 991352 45206 991352 45206 991352 45206
meshes-CVIU11-2-245 10 0 0 0 0 0 0 0 0 0 0 0 0 747771 246562 747771 246562 940429 135480 940429 135480 989678 43320 989678 43320 991138 45224 991138 45224 991138 45224 991138 45224
meshes-CVIU11-2-246 10 869688 58333 468273 11884 943718 107652 943718 108128 950685 114474 950685 114487 972625 95779 972625 95779 986690 56894 986690 56894 991550 45159 991550 45159 991742 45317 991742 45317 991742 45317 991742 45317
meshes-CVIU11-2-248 10 781848 44275 636223 37544 926015 100208 926015 105125 961068 77033 961068 77292 978919 62720 978919 62720 988164 48849 988164 48849 991327 45003 991327 45003 991306 45744 991306 45744 991306 45744 991306 45744
meshes-CVIU11-2-267 10 349556 10261 109929 6855 933293 113589 933293 113671 947723 120410 947723 120421 965917 123870 965917 123870 982726 75109 982726 75109 991894 45355 991894 45355 991879 45197 991879 45197 991879 45197 991879 45197
meshes-CVIU11-2-3 10 905865 74265 889189 112091 950178 87772 950178 90413 972714 67410 972714 67445 983910 49922 983910 49922 988547 44561 988547 44561 989753 44856 989753 44856 989623 44931 989623 44931 989623 44931 989623 44931
meshes-CVIU11-2-300 10 0 0 0 0 0 0 0 0 0 0 0 0 500006 0 500006 0 932020 122014 932020 122014 991370 44541 991370 44541 991332 45668 991332 45668 991332 45668 991332 45668
meshes-CVIU11-2-304 10 0 0 0 0 0 0 0 0 0 0 0 0 499669 0 499669 0 917177 120363 917177 120363 988156 43779 988156 43779 990979 45579 990979 45579 990979 45579 990979 45579
meshes-CVIU11-2-305 10 0 0 0 0 201974 0 201974 0 836489 48838 836489 48838 880993 77129 880993 77129 971028 66210 971028 66210 990795 44592 990795 44592 991100 45107 991100 45107 991100 45107 991100 45107
meshes-CVIU11-2-317 10 731082 24280 281060 2800 925810 86878 925810 88191 955924 83432 955924 83464 972590 67757 972590 67757 985928 46877 985928 46877 989755 44168 989755 44168 990147 45346 990147 45346 990147 45346 990147 45346
meshes-CVIU11-2-321 10 0 0 0 0 0 0 0 0 926250 116909 926250 116909 928250 126886 928250 126886 954271 128278 954271 128278 990960 44247 990960 44247 991767 45702 991767 45702 991767 45702 991767 45702
meshes-CVIU11-2-324 10 0 0 0 0 926550 101100 926550 101100 944105 122865 944105 122865 965885 134063 965885 134063 979472 88742 979472 88742 991076 45573 991076 45573 991258 45491 991258 45491 991258 45491 991258 45491
meshes-CVIU11-2-349 10 0 0 0 0 0 0 0 0 0 0 0 0 499949 0 499949 0 932007 123292 932007 123292 990753 44637 990753 44637 990899 45438 990899 45438 990899 45438 990899 45438
meshes-CVIU11-2-35 10 0 0 0 0 829570 38632 829570 38632 934346 92236 934346 92236 947443 64501 947443 64501 976703 57774 976703 57774 990936 45035 990936 45035 990989 45519 990989 45519 990989 45519 990989 45519
meshes-CVIU11-2-353 10 918377 90466 900588 144649 942055 118257 942055 119130 957768 118314 957768 118325 976897 94657 976897 94657 989156 54198 989156 54198 992063 45179 992063 45179 992075 45909 992075 45909 992075 45909 992075 45909
meshes-CVIU11-2-354 10 881084 24473 827039 81549 932262 31209 932262 42177 958184 44603 958184 45049 978127 39423 978127 39423 975305 51810 975305 51810 988757 44147 988757 44147 991054 45823 991054 45823 991054 45823 991054 45823
meshes-CVIU11-2-365 10 0 0 0 0 919810 122326 919810 122326 944151 125026 944151 125026 964473 128207 964473 128207 978074 82947 978074 82947 990907 44631 990907 44631 991389 45559 991389 45559 991389 45559 991389 45559
meshes-CVIU11-2-447 10 939974 108621 935412 194051 965636 93938 965636 100010 978903 73537 978903 73678 989738 48495 989738 48495 991697 45159 991697 45159 991900 45352 991900 45352 991931 45863 991931 45863 991931 45863 991931 45863
meshes-CVIU11-2-449 10 930696 103919 279846 5349 952965 118134 952965 118232 952677 121417 952677 121420 982066 72005 982066 72005 990520 47603 990520 47603 991841 45421 991841 45421 991962 45536 991962 45536 991962 45536 991962 45536
meshes-CVIU11-2-462 10 0 0 0 0 181323 1586 181323 1586 845379 61271 845379 61271 907133 81494 907133 81494 961252 85280 961252 85280 990029 44223 990029 44223 990465 45570 990465 45570 990465 45570 990465 45570
meshes-CVIU11-2-484 10 925713 94583 794278 88032 971044 73614 971256 82059 976785 73932 976785 74529 988197 49517 988197 49517 988970 50128 988970 50128 992083 45589 992083 45589 991994 45914 991994 45914 991994 45914 991994 45914
meshes-CVIU11-2-487 10 0 0 0 0 0 0 0 0 862264 157095 862264 157095 899593 156941 899593 156941 956369 123295 956369 123295 991973 45440 991973 45440 992227 45860 992227 45860 992227 45860 992227 45860
meshes-CVIU11-2-493 10 0 0 0 0 0 0 0 0 0 0 0 0 913784 119666 913784 119666 960145 128864 960145 128864 990788 45494 990788 45494 991458 45463 991458 45463 991458 45463 991458 45463
meshes-CVIU11-2-503 10 0 0 0 0 242870 3158 242870 4655 812842 92890 812842 92915 905947 103464 905947 103464 980039 54509 980039 54509 991522 44462 991522 44462 991605 45631 991605 45631 991605 45631 991605 45631
meshes-CVIU11-2-511 10 942023 93926 938634 156277 956780 99260 956780 103801 970175 84866 970175 84926 982836 68320 982836 68320 990719 46851 990719 46851 991820 45222 991820 45222 991943 45906 991943 45906 991943 45906 991943 45906
meshes-CVIU11-2-513 10 0 0 0 0 0 0 0 0 571897 0 571897 0 570245 10483 570245 10483 933228 103253 933228 103253 990532 43368 990532 43368 991522 45869 991522 45869 991522 45869 991522 45869
meshes-CVIU11-2-52 10 0 0 0 0 314403 0 314403 0 888415 115333 888415 115333 916887 120660 916887 120660 958180 113845 958180 113845 990842 44953 990842 44953 990991 45468 990991 45468 990991 45468 990991 45468
meshes-CVIU11-2-54 10 0 0 0 0 0 0 0 0 927934 112882 927934 112882 955202 117508 955202 117508 982561 62042 982561 62042 991519 45237 991519 45237 991580 45633 991580 45633 991580 45633 991580 45633
meshes-CVIU11-2-6 10 704385 26657 58779 0 924866 95923 924866 104068 942565 110027 942565 110074 966806 96375 966806 96375 985192 57612 985192 57612 991516 44859 991516 44859 991750 45890 991750 45890 991750 45890 991750 45890
meshes-CVIU11-2-76 10 0 0 0 0 0 0 0 0 874566 149715 874566 149715 927120 139992 927120 139992 960766 122032 960766 122032 991925 45014 991925 45014 991893 45363 991893 45363 991893 45363 991893 45363
meshes-CVIU11-2-80 10 0 0 0 0 677827 29312 677827 29312 902464 115362 902464 115367 918832 118344 918832 118344 965346 91350 965346 91350 991309 43777 991309 43777 992025 45713 992025 45713 992025 45713 992025 45713
meshes-CVIU11-3-100 10 992833 11451 992553 17079 993321 11148 993321 11511 993508 11579 993508 11585 993634 11987 993634 11987 993610 11991 993610 11991 993545 12112 993545 12112 993545 12112 993545 12112 993545 12112 993545 12112
meshes-CVIU11-3-12 10 987999 10925 987887 18215 989175 11347 989175 13259 988992 11508 988992 11590 989033 11554 989033 11554 989201 11636 989201 11636 989170 11770 989170 11770 989170 11770 989170 11770 989170 11770 989170 11770
meshes-CVIU11-3-130 10 993280 11670 993144 20305 993487 11793 993487 13007 993427 12041 993427 12073 993316 11880 993316 11880 993485 12110 993485 12110 993545 11994 993545 11994 993545 11994 993545 11994 993545 11994 993545 11994
meshes-CVIU11-3-139 10 993244 11749 993516 20061 993575 12028 993539 13857 993680 11894 993680 11964 993637 12024 993637 12024 993608 12174 993608 12174 993624 12118 993624 12118 993624 12118 993624 12118 993624 12118 993624 12118
