instance family sequential-except-0-pf sequential-except-0-pd sequential-d2-except-0-pf sequential-d2-except-0-pd sequential-except-1-pf sequential-except-1-pd sequential-d2-except-1-pf sequential-d2-except-1-pd sequential-except-2-pf sequential-except-2-pd sequential-d2-except-2-pf sequential-d2-except-2-pd sequential-except-3-pf sequential-except-3-pd sequential-d2-except-3-pf sequential-d2-except-3-pd sequential-except-4-pf sequential-except-4-pd sequential-d2-except-4-pf sequential-d2-except-4-pd sequential-except-5-pf sequential-except-5-pd sequential-d2-except-5-pf sequential-d2-except-5-pd sequential-except-10-pf sequential-except-10-pd sequential-d2-except-10-pf sequential-d2-except-10-pd sequential-except-20-pf sequential-except-20-pd sequential-d2-except-20-pf sequential-d2-except-20-pd
g3-g25 2 863223 156903 863223 199543 863223 156903 863223 156903 871459 204499 871459 204499 888947 284364 888947 284364 888947 284364 888947 284364 888947 284364 888947 284364 888947 284364 888947 284364 888947 284364 888947 284364
g3-g26 2 883250 237582 883250 452712 885562 252181 885562 252181 889325 270851 889325 270851 889905 272571 889905 272571 889905 272571 889905 272571 889905 272571 889905 272571 889905 272571 889905 272571 889905 272571 889905 272571
g3-g27 2 888758 250783 888758 283604 888786 253943 888786 253943 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112 890542 264112
g3-g28 2 620469 206644 620469 482811 872083 283176 872083 283176 888345 287443 888345 287443 891194 290298 891194 290298 891194 290298 891194 290298 891194 290298 891194 290298 891194 290298 891194 290298 891194 290298 891194 290298
g3-g29 2 891917 244132 891917 262950 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132 891917 244132
g3-g30 2 891917 244523 891917 264603 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523 891917 244523
g3-g31 2 891917 238514 891917 248150 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514 891917 238514
g3-g32 2 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0 891917 0
g3-g33 2 892322 280088 892322 761024 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088 892322 280088
g3-g34 2 893444 287783 893444 838504 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783 893444 287783
g3-g35 2 893444 284488 892654 803185 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488 893444 284488
g3-g36 2 893444 284346 893444 777372 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346 893444 284346
g3-g37 2 893444 271145 893444 633511 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145 893444 271145
g3-g38 2 880491 227174 880491 527288 880491 227174 880491 227174 885554 254872 885554 254872 892829 289241 892829 289241 892829 289241 892829 289241 892829 289241 892829 289241 892829 289241 892829 289241 892829 289241 892829 289241
g3-g39 2 893551 284370 893551 806324 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922 892829 284922
g3-g4 2 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0 818439 0
g3-g40 2 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196 892829 150196
g3-g41 2 893365 285188 893365 796246 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188 893365 285188
g3-g42 2 893531 278454 893531 787382 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243 893365 280243
g3-g43 2 893168 264851 893168 717604 893185 266394 893185 266394 893531 266735 893531 266735 893365 268608 893365 268608 893365 268608 893365 268608 893365 268608 893365 268608 893365 268608 893365 268608 893365 268608 893365 268608
g3-g44 2 892774 258344 892774 376629 893444 260683 893444 260683 893185 263998 893185 263998 893365 265873 893365 265873 893365 265873 893365 265873 893365 265873 893365 265873 893365 265873 893365 265873 893365 265873 893365 265873
g3-g45 2 892774 258620 892774 378359 893551 260692 893551 260692 893185 264270 893185 264270 893365 266158 893365 266158 893365 266158 893365 266158 893365 266158 893365 266158 893365 266158 893365 266158 893365 266158 893365 266158
g3-g46 2 893365 264238 893365 370447 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238 893365 264238
g3-g47 2 893365 264310 893365 371677 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310 893365 264310
g3-g48 2 893365 261925 893365 346639 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925 893365 261925
g3-g49 2 893365 261289 893365 668425 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289 893365 261289
g3-g5 2 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514 825174 175514
g3-g50 2 893365 180694 893365 327789 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694 893365 180694
g3-g6 2 832178 180738 832178 357472 845621 209504 845621 209504 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319 856210 230319
g3-g7 2 858822 135539 858822 436691 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539 858822 135539
g3-g8 2 864708 230340 864708 494360 869857 242585 869857 242585 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503 873101 249503
g3-g9 2 856210 206988 856210 533937 863223 221698 863223 221698 873670 251087 873670 251087 877848 264990 877848 264990 877848 264990 877848 264990 877848 264990 877848 264990 877848 264990 877848 264990 877848 264990 877848 264990
g30-g31 2 973639 118898 972743 174936 976908 120044 976908 163222 977569 123245 977569 148695 978145 127192 978145 140155 978708 129927 978708 135758 978882 132495 978882 135145 979211 138968 979211 138975 979052 140285 979052 140285
g30-g32 2 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0 979052 0
g30-g40 2 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243 981078 89243
g30-g44 2 958582 92624 0 0 963428 95305 963428 105215 966210 98968 966210 104826 969112 103357 969112 106496 971326 107466 971326 108872 973184 111809 973184 112476 978610 129724 978610 129724 981416 153458 981416 153458
g30-g45 2 958456 93089 0 0 963399 95246 963399 105886 966468 99325 966468 105438 969476 103503 969476 106695 971552 107416 971552 108900 973125 111309 973125 111950 978576 129654 978576 129655 981321 153939 981321 153939
g30-g50 2 981300 101215 978352 67449 981311 102900 979443 94927 981425 103156 980023 124353 981344 103876 981333 169192 981523 104820 981425 146840 981487 105181 981487 123362 981325 106279 981325 106457 981382 106670 981382 106670
g31-g32 2 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0 980154 0
g31-g40 2 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021 981988 100021
g31-g50 2 982132 107480 958605 42490 982282 110485 980074 89760 982168 112675 980398 115184 982532 114305 981690 150735 982119 115740 982068 174511 982288 116589 982248 155013 982367 119671 982367 120265 982427 119599 982427 119599
g33-g37 2 981560 51653 980210 124155 981865 51478 981809 83321 982071 52251 982071 56148 981893 52391 981893 52760 982094 52742 982094 52742 982079 52405 982079 52405 981848 52027 981848 52027 981848 52027 981848 52027
g33-g38 2 956911 29646 926232 281122 960888 32649 960888 75256 964824 35297 964824 38335 969075 36706 969075 36895 974759 38297 974759 38297 978626 41587 978626 41587 981813 54766 981813 54766 982122 56286 982122 56286
g33-g40 2 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138 982122 29138
g33-g43 2 980801 47276 978261 107131 981233 48334 980562 78184 981624 49316 981624 53604 982150 49148 982150 49523 982150 49433 982150 49433 982429 50133 982429 50133 982663 51751 982663 51751 982485 51980 982485 51980
g33-g44 2 980665 46346 980648 70594 981198 46842 981198 54990 981635 47688 981635 48663 981943 48214 981943 48301 982097 48940 982097 48940 982490 49731 982490 49731 982607 51303 982607 51303 982485 51661 982485 51661
g33-g45 2 980988 46327 980730 70989 981344 46954 981344 55179 981339 47616 981339 48617 981926 48236 981926 48329 982007 49277 982007 49277 982467 49827 982467 49827 982607 51343 982607 51343 982485 51699 982485 51699
g33-g46 2 982435 50788 982435 94462 982390 50555 982390 62837 982413 50623 982413 51957 982370 51205 982370 51310 982402 50897 982402 50897 982554 51408 982554 51408 982485 51350 982485 51350 982485 51350 982485 51350
g33-g47 2 982438 50849 982438 95015 982390 50568 982390 62957 982372 50906 982372 52155 982370 51219 982370 51327 982402 50906 982402 50906 982554 51418 982554 51418 982485 51364 982485 51364 982485 51364 982485 51364
g33-g48 2 982667 50380 982667 87348 982560 50579 982560 60839 982460 50147 982460 51283 982298 50489 982298 50579 982554 50982 982554 50982 982554 50982 982554 50982 982485 50854 982485 50854 982485 50854 982485 50854
g33-g49 2 982249 49694 982450 133998 982599 50402 982478 85571 982152 50403 982152 54623 982302 50739 982302 51136 982329 50285 982329 50285 982323 50285 982323 50285 982485 50519 982485 50519 982485 50519 982485 50519
g33-g50 2 982485 34916 982383 68145 982485 34916 982485 48100 982485 34916 982485 36478 982485 34916 982485 35056 982485 34916 982485 34916 982485 34916 982485 34916 982485 34916 982485 34916 982485 34916 982485 34916
g34-g35 2 982613 31476 978710 93158 983263 31499 983263 53237 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281 983378 31281
g34-g36 2 983378 31268 974332 93798 983378 31268 983378 51856 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268 983378 31268
g34-g37 2 983378 29742 983378 80118 983378 29742 983378 44859 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742 983378 29742
g34-g38 2 958873 20028 958873 57620 968420 25107 968420 37650 968420 25107 968420 25107 973981 28350 973981 28350 983310 32274 983310 32274 983310 32274 983310 32274 983310 32274 983310 32274 983310 32274 983310 32274
g34-g39 2 982613 31468 982288 96733 983624 31676 983624 53313 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736 983310 31736
g34-g40 2 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884 983310 16884
g34-g41 2 983469 31467 983469 96417 983983 31618 983983 53100 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618 983983 31618
g34-g42 2 983743 31185 983743 95928 983803 31176 983803 52561 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024 983983 31024
g34-g43 2 983060 28766 982074 79416 983378 29119 983378 47566 983900 29506 983900 29506 983803 29903 983803 29903 983983 29814 983983 29814 983983 29814 983983 29814 983983 29814 983983 29814 983983 29814 983983 29814
g34-g44 2 982905 27994 982905 45582 983242 28551 983242 33521 983624 28951 983624 28951 983743 29508 983743 29508 983983 29484 983983 29484 983983 29484 983983 29484 983983 29484 983983 29484 983983 29484 983983 29484
g34-g45 2 982905 28022 982905 45865 983242 28579 983242 33615 983349 28832 983349 28832 983743 29542 983743 29542 983983 29512 983983 29512 983983 29512 983983 29512 983983 29512 983983 29512 983983 29512 983983 29512
g34-g46 2 983983 29328 983983 50609 983983 29328 983983 33746 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328 983983 29328
g34-g47 2 983983 29337 983983 50771 983983 29337 983983 33811 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337 983983 29337
g34-g48 2 983983 29058 983983 46740 983983 29058 983983 32595 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058 983983 29058
g34-g49 2 983983 28959 983983 81079 983983 28959 983983 46035 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959 983983 28959
g34-g50 2 983983 20027 983983 39192 983983 20027 983983 26269 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027 983983 20027
g35-g37 2 983481 39898 983048 91018 983378 39985 983603 58632 983378 39985 983378 48858 983378 39985 983378 43913 983378 39985 983378 40306 983378 39985 983378 39985 983378 39985 983378 39985 983378 39985 983378 39985
g35-g38 2 959765 24733 954649 85773 963104 27130 963104 46614 968609 29669 968609 37554 972042 31154 972042 33774 977794 34936 977794 35058 982356 38524 982356 38524 983310 42007 983310 42007 983310 42007 983310 42007
g35-g40 2 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017 983310 22017
g35-g41 2 979320 42915 927558 186379 982215 40970 981022 70460 983673 41044 983673 50764 983948 41299 983948 45978 983903 41551 983903 41933 983912 41376 983912 41376 983983 41515 983983 41515 983983 41515 983983 41515
g35-g42 2 983269 38908 974866 105182 983722 39603 983715 60974 983893 40398 983893 50363 983946 40732 983946 45957 983976 40806 983976 41254 984021 40815 984021 40815 983983 40808 983983 40808 983983 40808 983983 40808
g35-g43 2 982698 37484 981174 79425 983089 37667 982734 56070 983037 38123 983037 46694 983611 37996 983611 42222 983688 38479 983688 38863 983931 38598 983931 38598 983983 39005 983983 39005 983983 39005 983983 39005
g35-g44 2 982487 35768 982372 53120 982587 36493 982639 43688 983313 37297 983313 40924 983502 37671 983502 38969 983653 38129 983653 38249 983949 38371 983949 38371 983983 38764 983983 38764 983983 38764 983983 38764
g35-g45 2 982487 35809 982364 53000 983061 36685 983047 44395 983068 37230 983068 40745 983358 37561 983358 38946 983988 38095 983988 38213 984057 38424 984057 38424 983983 38804 983983 38804 983983 38804 983983 38804
g35-g46 2 983987 38473 984096 66371 983983 38540 983983 49464 983983 38540 983983 43140 983983 38540 983983 39810 983983 38540 983983 38644 983983 38540 983983 38540 983983 38540 983983 38540 983983 38540 983983 38540
g35-g47 2 983987 38481 984096 66568 983983 38549 983983 49521 983983 38549 983983 43182 983983 38549 983983 39834 983983 38549 983983 38656 983983 38549 983983 38549 983983 38549 983983 38549 983983 38549 983983 38549
g35-g48 2 983987 38125 983865 62467 983983 38203 983983 47730 983983 38203 983983 42142 983983 38203 983983 39219 983983 38203 983983 38289 983983 38203 983983 38203 983983 38203 983983 38203 983983 38203 983983 38203
g35-g49 2 983841 38333 984058 96168 983973 38057 983973 56216 983990 37973 983990 46414 983983 37961 983983 42184 983983 37961 983983 38327 983983 37961 983983 37961 983983 37961 983983 37961 983983 37961 983983 37961
g35-g50 2 983983 26297 983983 48358 983983 26297 983983 33118 983983 26297 983983 29466 983983 26297 983983 27793 983983 26297 983983 26428 983983 26297 983983 26297 983983 26297 983983 26297 983983 26297 983983 26297
g36-g37 2 983378 40456 982722 124605 983378 40456 983378 54223 983378 40456 983378 42238 983378 40456 983378 40568 983378 40456 983378 40539 983378 40456 983378 40456 983378 40456 983378 40456 983378 40456 983378 40456
g36-g38 2 958939 26221 950324 113078 962363 27892 962363 39835 967021 29942 967021 31258 970036 32838 970036 32890 976921 35033 976921 35057 981796 38455 981796 38455 983310 42835 983310 42835 983310 42835 983310 42835
g36-g40 2 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224 983310 22224
g36-g41 2 979346 42234 917157 719160 982703 40549 982703 56864 983823 40867 983823 42983 984049 42298 984049 42425 984231 42049 984231 42154 983983 42589 983983 42589 983983 42589 983983 42589 983983 42589 983983 42589
g36-g42 2 983337 40140 949638 373023 983646 40260 983646 58132 983915 40923 983915 43165 983809 41483 983809 41599 984032 41315 984032 41417 983983 41827 983983 41827 983983 41827 983983 41827 983983 41827 983983 41827
g36-g43 2 982764 37970 979954 105386 983158 38178 983158 53456 983174 38324 983174 40249 983422 38704 983422 38808 983921 39001 983921 39100 984017 39422 984017 39422 983983 40117 983983 40117 983983 40117 983983 40117
g36-g44 2 982322 36612 982154 57891 982724 37429 982724 41116 983429 37758 983429 38256 983462 37873 983462 37926 983974 38534 983974 38558 983664 39218 983664 39218 983983 39538 983983 39538 983983 39538 983983 39538
g36-g45 2 982322 36663 982154 58338 982724 37474 982724 41223 983006 38142 983006 38650 983568 38429 983568 38489 983965 38533 983965 38555 983915 39279 983915 39279 983983 39577 983983 39577 983983 39577 983983 39577
g36-g46 2 983983 39314 983983 74547 983983 39314 983983 44184 983983 39314 983983 39886 983983 39314 983983 39373 983983 39314 983983 39340 983983 39314 983983 39314 983983 39314 983983 39314 983983 39314 983983 39314
g36-g47 2 983983 39326 983983 74864 983983 39326 983983 44237 983983 39326 983983 39903 983983 39326 983983 39387 983983 39326 983983 39352 983983 39326 983983 39326 983983 39326 983983 39326 983983 39326 983983 39326
g36-g48 2 983983 39001 983983 67952 983983 39001 983983 42990 983983 39001 983983 39479 983983 39001 983983 39055 983983 39001 983983 39024 983983 39001 983983 39001 983983 39001 983983 39001 983983 39001 983983 39001
g36-g49 2 983822 38921 983805 139461 983980 38752 983980 53684 983983 38996 983983 40802 983983 38996 983983 39089 983983 38996 983983 39081 983983 38996 983983 38996 983983 38996 983983 38996 983983 38996 983983 38996
g36-g50 2 983983 26876 983983 65204 983983 26876 983983 32260 983983 26876 983983 27565 983983 26876 983983 26909 983983 26876 983983 26906 983983 26876 983983 26876 983983 26876 983983 26876 983983 26876 983983 26876
g37-g38 2 923240 77082 0 0 934838 55649 913917 291974 942015 49119 942015 101044 948036 47600 948036 85010 954439 46815 954439 72805 959387 51188 959387 68987 980500 79017 980500 79017 983310 84842 983310 84842
g37-g40 2 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241 983310 44241
g37-g43 2 976965 61782 0 0 977465 62934 977496 104511 978460 65079 978268 82624 979308 66601 979308 75758 979908 68283 979908 74623 980440 69141 980440 72915 983563 75889 983563 75889 983983 79122 983983 79122
g37-g44 2 979898 67979 979898 96259 980655 69441 980449 83738 981232 70389 980891 79744 981456 71624 981456 78244 981569 72071 981695 75927 982024 72795 982024 74945 983834 76673 983834 76673 983983 78302 983983 78302
g37-g45 2 979774 67504 979774 95911 980483 68967 980460 84294 980933 70861 981014 80102 981320 71281 981320 78017 981620 72053 981731 76373 982363 72555 982363 74820 984035 77122 984035 77122 983983 78381 983983 78381
g37-g46 2 982963 75262 982798 160521 983626 76218 983506 111649 984114 77084 983845 95278 984153 77253 983943 88822 984018 78064 984018 85351 983900 77679 983900 81500 983983 77854 983983 77854 983983 77854 983983 77854
g37-g47 2 983435 74741 982620 159508 983375 75868 983637 111382 983930 77303 983904 95567 984153 77270 983943 88874 984018 78086 984018 85398 983900 77698 983900 81528 983983 77875 983983 77875 983983 77875 983983 77875
g37-g48 2 983343 75342 983585 153241 983810 76265 983941 108794 983909 76895 984094 93325 984018 76599 984242 87426 984059 76853 984059 83419 983900 76959 983900 80304 983983 77204 983983 77204 983983 77204 983983 77204
g37-g49 2 983357 75122 894924 650534 983465 75603 983335 143493 983371 75451 983371 101828 984134 76053 984134 87588 984022 76201 984022 82991 984112 76747 984112 81020 983983 76957 983983 76957 983983 76957 983983 76957
g37-g50 2 983983 53173 983354 88811 983983 53173 983879 80491 983983 53173 983983 63329 983983 53173 983983 57498 983983 53173 983983 55608 983983 53173 983983 54736 983983 53173 983983 53173 983983 53173 983983 53173
g38-g40 2 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209 983913 14209
g38-g43 2 981149 1345 981149 2514 982541 2420 982541 5611 982413 2710 982413 6001 983504 4028 983504 6601 983206 4567 983206 7108 983346 5485 983346 8912 983832 15503 983832 16774 983868 23649 983868 24155
g38-g44 2 982925 4894 982903 15491 983560 6367 983312 14958 983702 7315 983808 14765 983289 8620 983813 13185 983826 9634 983907 14647 983658 10540 983812 14727 983764 16130 983764 16980 984034 23413 984034 23564
g38-g45 2 982956 5141 982869 16229 983347 6488 983237 15281 983629 7270 983529 15234 983444 8404 983692 12916 983905 9306 983786 14358 983925 10409 983877 14643 984072 16429 984072 17293 984034 23440 984034 23593
g38-g50 2 984065 15181 984065 42197 984018 15726 984018 30811 984015 15978 984015 30805 984064 16325 984064 24382 983782 16316 983782 24177 984016 16716 984016 24251 984047 17132 984047 18409 984023 17198 984023 17389
g39-g40 2 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908 983913 21908
g39-g41 2 975911 48342 973489 102785 980120 44219 980120 69413 982593 40983 982593 40983 983992 40754 983992 40754 983923 41537 983923 41537 984023 41338 984023 41338 984023 41338 984023 41338 984023 41338 984023 41338
g39-g42 2 983056 38459 981017 91689 983327 39303 983512 69306 983881 40304 983881 40304 983946 40043 983946 40043 984023 40602 984023 40602 984023 40602 984023 40602 984023 40602 984023 40602 984023 40602 984023 40602
g39-g43 2 982724 36626 980844 78123 983153 37228 982680 61794 983526 37764 983526 37764 983873 37850 983873 37850 983954 38220 983954 38220 983914 38472 983914 38472 984023 38893 984023 38893 984023 38893 984023 38893
g39-g44 2 982203 35726 982485 51230 982937 36229 982937 41706 983195 36730 983195 36730 983660 37200 983660 37200 983958 37720 983958 37720 984174 38246 984174 38246 984023 38531 984023 38531 984023 38531 984023 38531
g39-g45 2 982393 35509 982323 51683 983228 36268 983228 41801 983230 36794 983230 36794 983660 37245 983660 37245 983635 37200 983635 37200 984174 38282 984174 38282 984023 38573 984023 38573 984023 38573 984023 38573
g39-g46 2 984023 38178 984023 66148 984023 38178 984023 45668 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178 984023 38178
g39-g47 2 984023 38188 984023 66315 984023 38188 984023 45750 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188 984023 38188
g39-g48 2 984023 37824 984023 61495 984023 37824 984023 43834 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824 984023 37824
g39-g49 2 983847 37823 984078 90540 984023 37773 984023 63864 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773 984023 37773
g39-g50 2 984023 26192 984023 46144 984023 26192 984023 35726 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192 984023 26192
g4-g10 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 880128 794560 880128 794560 880128 794560 880128 794560
g4-g11 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 880491 763932 880491 763932 880491 763932 880491 763932
g4-g12 2 864708 444223 864708 864708 865920 454472 865920 865920 868568 481100 868568 868568 869857 493985 869857 869857 872083 526969 872083 872083 874796 570161 874796 874796 883250 724294 883250 724294 883250 724294 883250 724294
g4-g13 2 0 0 0 0 0 0 0 0 620469 0 620469 0 797981 0 797981 0 825174 150259 825174 150259 842283 314338 842283 323557 883416 789666 883416 789666 883416 789666 883416 789666
g4-g14 2 0 0 0 0 0 0 0 0 691867 0 691867 0 763176 0 763176 0 818439 146270 818439 146270 825174 209770 825174 254742 883975 805087 883975 805087 883975 805087 883975 805087
g4-g15 2 818439 0 818439 0 818439 0 818439 0 825174 75271 825174 75271 825174 75271 825174 75271 842283 240919 842283 240919 851503 369216 851503 369216 883975 779098 883975 779098 883975 779098 883975 779098
g4-g16 2 0 0 0 0 0 0 0 0 0 0 0 0 473122 0 473122 0 620469 0 620469 0 808857 201610 808857 224175 884801 763746 884801 763746 884801 763746 884801 763746
g4-g20 2 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258 886888 567258
g4-g21 2 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200 886888 74200
g4-g22 2 0 0 0 0 797981 199432 797981 199432 851503 450704 851503 450704 851503 450704 851503 450704 864708 526022 864708 526022 865920 541262 865920 541262 887526 797258 887526 797258 887526 797258 887526 797258
g4-g23 2 864708 464126 864708 464126 868568 513487 868568 513487 869857 531442 869857 531442 873101 565844 873101 565844 877665 619706 877665 619706 879049 643917 879049 643917 888183 792626 888183 792626 888183 792626 888183 792626
g4-g25 2 825174 29685 825174 29685 825174 29685 825174 29685 837325 182985 837325 182985 860566 442169 860566 458521 860566 442169 860566 458521 860566 442169 860566 458521 888947 852329 888947 852329 888947 852329 888947 852329
