instance family sequential-except-0-pf sequential-except-0-pd sequential-d2-except-0-pf sequential-d2-except-0-pd sequential-except-1-pf sequential-except-1-pd sequential-d2-except-1-pf sequential-d2-except-1-pd sequential-except-2-pf sequential-except-2-pd sequential-d2-except-2-pf sequential-d2-except-2-pd sequential-except-3-pf sequential-except-3-pd sequential-d2-except-3-pf sequential-d2-except-3-pd sequential-except-4-pf sequential-except-4-pd sequential-d2-except-4-pf sequential-d2-except-4-pd sequential-except-5-pf sequential-except-5-pd sequential-d2-except-5-pf sequential-d2-except-5-pd sequential-except-10-pf sequential-except-10-pd sequential-d2-except-10-pf sequential-d2-except-10-pd sequential-except-20-pf sequential-except-20-pd sequential-d2-except-20-pf sequential-d2-except-20-pd
images-CVIU11-42-80 8 988177 29432 986022 76941 989364 28674 989364 32884 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544 989251 28544
images-CVIU11-42-88 8 988515 29278 985816 76953 989421 28382 989421 32506 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758 989506 28758
images-CVIU11-43-112 8 988192 28676 986004 66480 988197 29080 988197 32672 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080 988197 29080
images-CVIU11-43-65 8 988221 28779 986425 66393 988382 29108 988382 32647 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108 988382 29108
images-CVIU11-43-76 8 988414 28865 986518 66933 988629 29315 988629 32764 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315 988629 29315
images-CVIU11-44-119 8 992008 20949 990076 54920 992903 19998 992903 23533 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125 992806 20125
images-CVIU11-44-20 8 991997 21012 989691 54791 992854 20328 992854 23677 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292 992968 20292
images-CVIU11-44-84 8 991039 20873 988475 54837 992252 20275 992252 23652 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155 992236 20155
images-CVIU11-44-98 8 991556 20578 989373 54577 992508 20054 992508 23456 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227 992603 20227
images-CVIU11-5-134 8 982746 45829 978630 116638 982471 46777 982471 53087 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777 982471 46777
images-CVIU11-5-19 8 982744 46111 978891 116337 982902 46594 982902 53043 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594 982902 46594
images-CVIU11-5-62 8 982933 45409 978592 115748 982701 46631 982701 53039 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631 982701 46631
images-CVIU11-6-119 8 978851 48454 976226 111469 980982 48852 980982 55768 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382 980966 48382
images-CVIU11-6-25 8 978430 48246 975261 111050 980570 48037 980570 54662 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409 980683 48409
images-CVIU11-6-58 8 978786 48333 976244 110408 980644 48298 980644 55174 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411 980741 48411
images-CVIU11-7-56 8 984180 37981 982404 94273 985408 37977 985408 41898 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276 985197 38276
images-CVIU11-7-96 8 984242 38292 982410 94674 985454 38485 985454 42495 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221 985430 38221
images-CVIU11-8-120 8 986223 34324 983705 81757 988602 32026 988602 36465 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176 988621 32176
images-CVIU11-8-129 8 985559 33636 983199 79577 988324 31774 988324 36316 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044 988371 32044
images-CVIU11-8-130 8 985531 33998 982902 79829 988480 32098 988480 36418 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982 988315 31982
images-CVIU11-8-20 8 986075 34163 983218 81403 988837 31766 988837 36210 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172 988609 32172
images-CVIU11-8-68 8 985997 34159 983773 81525 988916 32020 988916 36430 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190 988709 32190
images-CVIU11-8-83 8 986205 33923 983503 81718 988664 32077 988664 36513 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052 988575 32052
images-CVIU11-9-110 8 992182 18811 990247 45955 992706 18547 992706 21772 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410 992663 18410
meshes-CVIU11-1-106 10 0 0 0 0 874141 248960 874141 248960 940818 123670 940818 123670 978050 108938 978050 108938 978155 110735 978155 110735 978587 112975 978587 112975 978381 112855 978381 112855 978381 112855 978381 112855
meshes-CVIU11-1-120 10 895964 190130 896256 191613 969057 110939 969057 116739 977059 105678 977059 105678 977907 108969 977907 108969 978336 111069 978336 111069 978195 112154 978195 112154 978291 112287 978291 112287 978291 112287 978291 112287
meshes-CVIU11-1-149 10 923702 163563 923702 191923 976749 104878 976749 106210 978195 108324 978195 108324 978866 110352 978866 110352 979044 112678 979044 112678 978757 112395 978757 112395 978773 112789 978773 112789 978773 112789 978773 112789
meshes-CVIU11-1-170 10 831472 71465 831472 79043 896933 212996 896933 214202 958043 120854 958043 120854 976560 104698 976560 104698 978343 108173 978343 108173 978273 111915 978273 111915 978576 113505 978576 113505 978576 113505 978576 113505
meshes-CVIU11-1-175 10 875301 180601 874226 185949 938819 142369 938819 145116 968716 104129 968716 104129 975734 105925 975734 105925 975945 110076 975945 110076 975899 110965 975899 110965 976218 111261 976218 111261 976218 111261 976218 111261
meshes-CVIU11-1-187 10 875919 236088 875919 236088 954697 127786 954901 130139 972778 104347 972778 104347 977588 107214 977588 107214 978100 105620 978100 105620 979024 112401 979024 112401 979516 113625 979516 113625 979516 113625 979516 113625
meshes-CVIU11-1-188 10 887201 224320 887003 228664 965774 118771 965774 123719 977159 104576 977159 104576 979317 111077 979317 111077 979164 111975 979164 111975 979064 112888 979064 112888 979128 113254 979128 113254 979128 113254 979128 113254
meshes-CVIU11-1-20 10 0 0 0 0 875445 247003 875445 247009 944672 123740 944672 123740 978443 109259 978443 109259 978606 110675 978606 110675 979094 112329 979094 112329 978798 113176 978798 113176 978798 113176 978798 113176
meshes-CVIU11-1-205 10 632286 32344 632286 42567 879953 235976 879953 236185 958663 121250 958663 121250 977462 106092 977462 106092 978116 109820 978116 109820 978197 112310 978197 112310 978440 113212 978440 113212 978440 113212 978440 113212
meshes-CVIU11-1-206 10 795682 95065 784412 94718 883711 232383 883711 232995 944787 154025 944787 154025 973101 105601 973101 105601 978918 110086 978918 110086 979001 112161 979001 112161 979282 112768 979282 112768 979282 112768 979282 112768
meshes-CVIU11-1-220 10 898415 138470 898415 143559 971745 101103 971745 104597 974511 103554 974511 103554 975843 107274 975843 107274 976184 109210 976184 109210 976414 110391 976414 110391 976344 110559 976344 110559 976344 110559 976344 110559
meshes-CVIU11-1-223 10 0 0 0 0 978595 108662 978595 109598 978627 109429 978627 109429 978985 111408 978985 111408 978842 110158 978842 110158 979262 113094 979262 113094 979218 113168 979218 113168 979218 113168 979218 113168
meshes-CVIU11-1-225 10 0 0 0 0 874611 249197 874611 249197 936846 124887 936846 124887 978493 108977 978493 108977 978506 107830 978506 107830 979102 112917 979102 112917 979383 112463 979383 112463 979383 112463 979383 112463
meshes-CVIU11-1-250 10 912617 134650 912459 156275 965094 111238 965094 114874 973215 103282 973215 103282 976920 106899 976920 106899 977673 110656 977673 110656 977823 111514 977823 111514 977752 111586 977752 111586 977752 111586 977752 111586
meshes-CVIU11-1-278 10 0 0 0 0 0 0 0 0 872719 248262 872719 248262 935091 123830 935091 123830 976850 109736 976850 109736 976527 110874 976527 110874 977070 112390 977070 112390 977070 112390 977070 112390
meshes-CVIU11-1-279 10 0 0 0 0 873244 147879 873244 149387 913404 180129 913404 180129 955661 122734 955661 122734 975258 105449 975258 105449 977996 111523 977996 111523 977816 112621 977816 112621 977816 112621 977816 112621
meshes-CVIU11-1-282 10 0 0 0 0 873934 248338 873934 248338 975474 104615 975474 104615 974543 105465 974543 105465 977683 105761 977683 105761 978832 111733 978832 111733 979177 112808 979177 112808 979177 112808 979177 112808
meshes-CVIU11-1-283 10 0 0 0 0 968561 111126 968691 132239 978624 107007 978624 107007 979243 110161 979243 110161 979170 111825 979170 111825 979395 112753 979395 112753 979204 113431 979204 113431 979204 113431 979204 113431
meshes-CVIU11-1-294 10 905479 179261 904813 186511 978082 107294 978082 108621 978621 108871 978621 108871 979136 111974 979136 111974 978807 112235 978807 112235 979138 112822 979138 112822 979177 113188 979177 113188 979177 113188 979177 113188
meshes-CVIU11-1-305 10 0 0 0 0 877446 244278 877446 244278 943073 125010 943073 125010 977570 107134 977570 107134 977879 109948 977879 109948 978549 112235 978549 112235 978243 112396 978243 112396 978243 112396 978243 112396
meshes-CVIU11-1-314 10 872466 242410 871832 242749 977645 105411 977645 108171 978744 108924 978744 108924 979095 110086 979095 110086 979102 109613 979102 109613 979465 112635 979465 112635 979300 113357 979300 113357 979300 113357 979300 113357
meshes-CVIU11-1-318 10 877421 236573 877832 237141 978485 108707 978485 109885 978519 108772 978519 108772 979193 112426 979193 112426 979410 112885 979410 112885 979391 112836 979391 112836 979427 112586 979427 112586 979427 112586 979427 112586
meshes-CVIU11-1-34 10 883257 233704 882632 236178 956923 128478 956998 134537 977566 106302 977566 106302 978951 110714 978951 110714 979156 111989 979156 111989 979229 113458 979229 113458 979141 112654 979141 112654 979141 112654 979141 112654
meshes-CVIU11-1-357 10 884814 201481 884814 201743 970101 106988 970101 109701 974957 103685 974957 103685 976631 109460 976631 109460 977250 111128 977250 111128 977265 111558 977265 111558 977402 111797 977402 111797 977402 111797 977402 111797
meshes-CVIU11-1-360 10 872824 248193 872824 248193 921205 156420 920980 156161 971903 99739 971903 99739 973357 108056 973357 108056 974260 102278 974260 102278 979240 111949 979240 111949 979013 113391 979013 113391 979013 113391 979013 113391
meshes-CVIU11-1-368 10 0 0 0 0 873344 249626 873344 249626 931336 134844 931336 134844 975829 104575 975829 104575 978072 107106 978072 107106 978745 111984 978745 111984 979031 112937 979031 112937 979031 112937 979031 112937
meshes-CVIU11-1-37 10 877029 187420 877029 187420 938715 145510 938715 146409 972097 104692 972097 104692 976939 108240 976939 108240 977118 110963 977118 110963 976970 111282 976970 111282 977389 111358 977389 111358 977389 111358 977389 111358
meshes-CVIU11-1-397 10 885095 220275 885608 233321 950183 139226 950183 148246 967550 112078 967550 112078 976920 104810 976920 104810 979051 110742 979051 110742 979154 111746 979154 111746 979193 113762 979193 113762 979193 113762 979193 113762
meshes-CVIU11-1-410 10 0 0 0 0 960690 104622 960690 104622 966965 103361 966965 103361 974118 104768 974118 104768 976832 109479 976832 109479 976445 111051 976445 111051 976710 111819 976710 111819 976710 111819 976710 111819
meshes-CVIU11-1-424 10 875780 86157 873123 96199 969347 120778 969347 124057 972930 106655 972930 106655 978117 107526 978117 107526 978995 111163 978995 111163 979017 112462 979017 112462 979271 112768 979271 112768 979271 112768 979271 112768
meshes-CVIU11-1-431 10 889345 187102 889056 225232 956659 133702 956134 145167 972760 103869 972760 103869 978037 107060 978037 107060 978661 107457 978661 107457 979131 112783 979131 112783 979237 113292 979237 113292 979237 113292 979237 113292
meshes-CVIU11-1-461 10 869173 130931 869173 141224 972714 109416 972714 113709 977842 104230 977842 104230 979100 108899 979100 108899 978898 109360 978898 109360 979251 112485 979251 112485 979474 113101 979474 113101 979474 113101 979474 113101
meshes-CVIU11-1-466 10 0 0 0 0 0 0 0 0 872481 246795 872481 246795 934036 123584 934036 123584 976291 109847 976291 109847 976291 109847 976291 109847 976421 111818 976421 111818 976421 111818 976421 111818
meshes-CVIU11-1-489 10 395760 7654 395760 7654 933552 150087 929368 175398 977291 105069 977291 105069 978489 107365 978489 107365 979329 110551 979329 110551 979248 112552 979248 112552 979553 113009 979553 113009 979553 113009 979553 113009
meshes-CVIU11-1-511 10 911549 190502 911725 210530 969987 111873 970254 118637 977519 104736 977519 104736 978834 108602 978834 108602 978996 111302 978996 111302 979161 112488 979161 112488 979226 113006 979226 113006 979226 113006 979226 113006
meshes-CVIU11-1-63 10 886278 206453 887374 206277 961344 117798 961704 129328 977116 105622 977116 105622 978283 109572 978283 109572 978686 112211 978686 112211 978642 112320 978642 112320 978484 112517 978484 112517 978484 112517 978484 112517
meshes-CVIU11-1-88 10 894368 162195 893513 188666 923034 162940 923034 165854 955282 120902 955282 120902 975374 105179 975374 105179 977756 110338 977756 110338 978136 112261 978136 112261 978212 112595 978212 112595 978212 112595 978212 112595
meshes-CVIU11-2-100 10 0 0 0 0 958742 89638 958742 90542 983376 53945 983376 53948 991840 44908 991840 44908 991955 44568 991955 44568 992067 45749 992067 45749 991987 46197 991987 46197 991987 46197 991987 46197
meshes-CVIU11-2-108 10 111369 0 111369 450 783104 37326 783104 49087 947415 68980 947415 69381 978514 58160 978514 58160 990782 43576 990782 43576 991581 44965 991581 44965 991706 46051 991706 46051 991706 46051 991706 46051
meshes-CVIU11-2-11 10 831874 44075 831874 61851 960598 76278 960492 81501 986844 44051 986844 44132 990080 43951 990080 43951 990349 44598 990349 44598 990351 45287 990351 45287 990354 45438 990354 45438 990354 45438 990354 45438
meshes-CVIU11-2-121 10 587456 8214 587456 10190 983956 41505 983956 42043 986451 42614 986451 42651 987468 43342 987468 43342 988854 44695 988854 44695 988745 44383 988745 44383 988726 44959 988726 44959 988726 44959 988726 44959
meshes-CVIU11-2-13 10 916505 72108 916505 126419 975844 69179 975534 74171 990736 43938 990736 44011 991449 45074 991449 45074 991482 45110 991482 45110 991521 45757 991521 45757 991607 45049 991607 45049 991607 45049 991607 45049
meshes-CVIU11-2-137 10 0 0 0 0 912124 90736 912124 91002 979471 61263 979471 61387 991208 44469 991208 44469 991308 44741 991308 44741 991533 45237 991533 45237 991731 45814 991731 45814 991731 45814 991731 45814
meshes-CVIU11-2-177 10 538844 14670 538844 19562 950937 85461 950937 91155 985096 48104 985096 48144 990423 44172 990423 44172 990579 44473 990579 44473 990912 45070 990912 45070 990979 45276 990979 45276 990979 45276 990979 45276
meshes-CVIU11-2-211 10 0 0 0 0 990938 44482 990938 44859 990924 44729 990924 44737 991087 44976 991087 44976 991219 45411 991219 45411 991116 45246 991116 45246 991389 45476 991389 45476 991389 45476 991389 45476
meshes-CVIU11-2-223 10 0 0 0 0 991546 44369 991546 44632 991697 45037 991697 45049 991670 44847 991670 44847 991892 45528 991892 45528 991802 45330 991802 45330 991704 45674 991704 45674 991704 45674 991704 45674
meshes-CVIU11-2-233 10 192521 36247 192521 36247 990304 44014 990304 44798 990627 43439 990627 43448 991225 44839 991225 44839 991440 45393 991440 45393 991412 45489 991412 45489 991352 45206 991352 45206 991352 45206 991352 45206
meshes-CVIU11-2-245 10 0 0 0 0 0 0 0 0 963113 121888 963113 123731 990773 45087 990773 45087 990926 44809 990926 44809 991065 44982 991065 44982 991138 45224 991138 45224 991138 45224 991138 45224
meshes-CVIU11-2-246 10 869688 58333 869688 105076 989211 43393 989432 44604 990522 43402 990522 43430 991306 44628 991306 44628 991455 45456 991455 45456 991656 45449 991656 45449 991742 45317 991742 45317 991742 45317 991742 45317
meshes-CVIU11-2-248 10 781848 44275 777025 62018 957249 92805 957249 118623 988957 44844 988957 45067 991104 44534 991104 44534 991287 45066 991287 45066 991266 45540 991266 45540 991306 45744 991306 45744 991306 45744 991306 45744
meshes-CVIU11-2-267 10 349556 10261 349556 12418 990754 43768 990696 44953 991084 43799 991084 43832 991781 44982 991781 44982 991830 44917 991830 44917 991869 45422 991869 45422 991879 45197 991879 45197 991879 45197 991879 45197
meshes-CVIU11-2-3 10 905865 74265 905865 128989 977884 50986 977884 54143 988185 43128 988185 43155 989443 43913 989443 43913 989774 44654 989774 44654 989936 45061 989936 45061 989623 44931 989623 44931 989623 44931 989623 44931
meshes-CVIU11-2-300 10 0 0 0 0 0 0 0 0 855366 90555 855366 90555 942614 50599 942614 50599 983364 47981 983364 47981 991459 44963 991459 44963 991332 45668 991332 45668 991332 45668 991332 45668
meshes-CVIU11-2-304 10 0 0 0 0 0 0 0 0 499633 0 499633 0 929613 114332 929613 114332 990085 43416 990085 43416 991088 45203 991088 45203 990979 45579 990979 45579 990979 45579 990979 45579
meshes-CVIU11-2-305 10 0 0 0 0 604137 37598 604137 37598 940933 119944 940933 119947 990737 44073 990737 44073 990934 44501 990934 44501 990821 44947 990821 44947 991100 45107 991100 45107 991100 45107 991100 45107
meshes-CVIU11-2-317 10 731082 24280 731082 44052 963114 63078 963114 67130 985702 43214 985702 43303 989437 43417 989437 43417 990065 44588 990065 44588 990147 45373 990147 45373 990147 45346 990147 45346 990147 45346 990147 45346
meshes-CVIU11-2-321 10 0 0 0 0 978680 44247 978378 46114 989360 44153 989360 44492 990991 43836 990991 43836 991198 44373 991198 44373 991594 45135 991594 45135 991767 45702 991767 45702 991767 45702 991767 45702
meshes-CVIU11-2-324 10 0 0 0 0 990340 44022 990340 46094 990715 44477 990715 44493 991060 45195 991060 45195 991141 45206 991141 45206 991041 45644 991041 45644 991258 45491 991258 45491 991258 45491 991258 45491
meshes-CVIU11-2-349 10 0 0 0 0 0 0 0 0 461682 0 461682 0 680277 34934 680277 34934 956933 83413 956933 83413 991006 44955 991006 44955 990899 45438 990899 45438 990899 45438 990899 45438
meshes-CVIU11-2-35 10 0 0 0 0 903037 83270 903037 87383 961081 85061 961081 85061 990589 44573 990589 44573 990960 45005 990960 45005 991087 45158 991087 45158 990989 45519 990989 45519 990989 45519 990989 45519
meshes-CVIU11-2-353 10 918377 90466 918377 165227 990504 45036 990493 47002 991857 44425 991857 44449 991844 45236 991844 45236 991987 45667 991987 45667 991919 45450 991919 45450 992075 45909 992075 45909 992075 45909 992075 45909
meshes-CVIU11-2-354 10 881084 24473 880072 56082 959190 49616 959053 62503 979703 39472 979703 39542 979531 53124 979531 53124 990546 44455 990546 44455 991093 45040 991093 45040 991054 45823 991054 45823 991054 45823 991054 45823
meshes-CVIU11-2-365 10 0 0 0 0 987647 42814 987647 43214 989182 43188 989182 43195 990069 44139 990069 44139 990252 44954 990252 44954 991125 45233 991125 45233 991389 45559 991389 45559 991389 45559 991389 45559
meshes-CVIU11-2-447 10 939974 108621 938117 200629 987536 49996 987503 53472 991518 44529 991518 44595 991878 45090 991878 45090 991853 45217 991853 45217 991992 45581 991992 45581 991931 45863 991931 45863 991931 45863 991931 45863
meshes-CVIU11-2-449 10 930696 103919 930696 201009 990069 44288 990039 44884 991545 44083 991545 44112 991542 44553 991542 44553 991851 45567 991851 45567 991739 45633 991739 45633 991962 45536 991962 45536 991962 45536 991962 45536
meshes-CVIU11-2-462 10 0 0 0 0 857984 50490 857984 51431 973368 52533 973368 52572 988053 42529 988053 42529 989645 43804 989645 43804 990414 44931 990414 44931 990465 45570 990465 45570 990465 45570 990465 45570
meshes-CVIU11-2-484 10 925713 94583 926977 174543 979139 60250 979530 86713 991956 44673 991956 44800 991995 45219 991995 45219 991852 45274 991852 45274 991998 45352 991998 45352 991994 45914 991994 45914 991994 45914 991994 45914
meshes-CVIU11-2-487 10 0 0 0 0 939414 118490 939414 118490 991601 43765 991601 43774 991863 44668 991863 44668 991816 45200 991816 45200 992002 45641 992002 45641 992227 45860 992227 45860 992227 45860 992227 45860
meshes-CVIU11-2-493 10 0 0 0 0 932884 119092 933007 221780 990936 44688 990936 44931 991101 44098 991101 44098 991141 44652 991141 44652 991430 45315 991430 45315 991458 45463 991458 45463 991458 45463 991458 45463
meshes-CVIU11-2-503 10 0 0 0 0 916323 82032 916323 85971 964588 80539 964588 80635 990716 43790 990716 43790 991481 45028 991481 45028 991569 45143 991569 45143 991605 45631 991605 45631 991605 45631 991605 45631
meshes-CVIU11-2-511 10 942023 93926 941597 168538 987578 48059 987571 51952 991305 43615 991305 43665 991712 44445 991712 44445 991864 45089 991864 45089 992052 45412 992052 45412 991943 45906 991943 45906 991943 45906 991943 45906
meshes-CVIU11-2-513 10 0 0 0 0 0 0 0 0 428243 6679 428243 6679 852182 140961 852182 140961 979821 71773 979821 71773 991467 45145 991467 45145 991522 45869 991522 45869 991522 45869 991522 45869
meshes-CVIU11-2-52 10 0 0 0 0 920593 89410 920593 89410 979713 54063 979713 54064 990718 44321 990718 44321 990897 45010 990897 45010 990929 45245 990929 45245 990991 45468 990991 45468 990991 45468 990991 45468
meshes-CVIU11-2-54 10 0 0 0 0 982129 51186 982129 54097 987597 43970 987597 44037 991231 44833 991231 44833 991498 45469 991498 45469 991401 45532 991401 45532 991580 45633 991580 45633 991580 45633 991580 45633
meshes-CVIU11-2-6 10 704385 26657 676209 36652 963978 86787 964033 93007 987924 48460 987924 48717 991402 44473 991402 44473 991698 45498 991698 45498 991706 45023 991706 45023 991750 45890 991750 45890 991750 45890 991750 45890
meshes-CVIU11-2-76 10 0 0 0 0 940128 117996 940128 118994 991498 43928 991498 43944 991803 44660 991803 44660 991897 44720 991897 44720 991972 46057 991972 46057 991893 45363 991893 45363 991893 45363 991893 45363
meshes-CVIU11-2-80 10 0 0 0 0 932080 94841 932080 102626 979465 57935 979465 58164 989988 44733 989988 44733 991593 44467 991593 44467 991786 45275 991786 45275 992025 45713 992025 45713 992025 45713 992025 45713
meshes-CVIU11-3-100 10 992833 11451 992623 17080 993575 11164 993469 11721 993564 11733 993564 11754 993617 11880 993617 11880 993627 12160 993627 12160 993545 12112 993545 12112 993545 12112 993545 12112 993545 12112 993545 12112
meshes-CVIU11-3-12 10 987999 10925 988147 18403 989285 11190 989122 13518 989499 11631 989499 11735 989263 11674 989263 11674 989201 11636 989201 11636 989170 11770 989170 11770 989170 11770 989170 11770 989170 11770 989170 11770
meshes-CVIU11-3-130 10 993280 11670 993167 20518 993436 11853 993436 13113 993467 12031 993467 12074 993316 11880 993316 11880 993485 12110 993485 12110 993545 11994 993545 11994 993545 11994 993545 11994 993545 11994 993545 11994
meshes-CVIU11-3-139 10 993244 11749 993404 19958 993593 11999 993599 13699 993619 12168 993619 12229 993699 11850 993699 11850 993608 12174 993608 12174 993624 12118 993624 12118 993624 12118 993624 12118 993624 12118 993624 12118
meshes-CVIU11-3-147 10 991743 13146 991830 24456 993085 11761 993085 18354 993234 12046 993234 12330 993282 11989 993282 11989 993188 12024 993188 12024 993072 11873 993072 11873 993072 11873 993072 11873 993072 11873 993072 11873
meshes-CVIU11-3-151 10 991257 12087 991239 20565 992634 11350 992604 16183 992687 11816 992687 12024 992709 11742 992709 11742 992738 11961 992738 11961 992826 11868 992826 11868 992826 11868 992826 11868 992826 11868 992826 11868
meshes-CVIU11-3-158 10 991870 10950 991916 16970 993440 11540 993249 14493 993438 11949 993438 12096 993475 11870 993475 11870 993431 11917 993431 11917 993597 12177 993597 12177 993597 12177 993597 12177 993597 12177 993597 12177
meshes-CVIU11-3-16 10 991862 12009 992013 18601 993017 11693 993017 12180 993193 11504 993193 11508 993220 12044 993220 12044 993175 12201 993175 12201 993271 12010 993271 12010 993271 12010 993271 12010 993271 12010 993271 12010
meshes-CVIU11-3-17 10 992153 11927 991782 18531 993158 11348 993158 11845 993138 11681 993138 11694 993203 12214 993203 12214 993244 12166 993244 12166 993118 12212 993118 12212 993118 12212 993118 12212 993118 12212 993118 12212
meshes-CVIU11-3-190 10 989805 11112 989696 18097 992143 10621 992204 13986 992541 11602 992541 11719 992664 11806 992664 11806 992515 11780 992515 11780 992677 12088 992677 12088 992677 12088 992677 12088 992677 12088 992677 12088
meshes-CVIU11-3-193 10 992101 11964 991837 17994 993282 11232 993325 11715 993590 11543 993590 11557 993369 12059 993369 12059 993535 12198 993535 12198 993374 12025 993374 12025 993374 12025 993374 12025 993374 12025 993374 12025
meshes-CVIU11-3-195 10 992250 11965 992155 18159 993227 11555 993227 11914 993392 11735 993392 11735 993559 11973 993559 11973 993296 12129 993296 12129 993419 12060 993419 12060 993419 12060 993419 12060 993419 12060 993419 12060
meshes-CVIU11-3-213 10 991085 11284 991141 19156 991307 11679 991307 12372 991432 11717 991432 11735 991299 11672 991299 11672 991244 12049 991244 12049 991489 11938 991489 11938 991489 11938 991489 11938 991489 11938 991489 11938
meshes-CVIU11-3-218 10 992623 10629 992814 17446 993430 11358 993324 12396 993349 11814 993349 11856 993368 11826 993368 11826 993283 11882 993283 11882 993391 11928 993391 11928 993391 11928 993391 11928 993391 11928 993391 11928
meshes-CVIU11-3-220 10 989324 11179 989244 18559 990344 11347 990344 13477 990605 11724 990605 11812 990485 12065 990485 12065 990524 11903 990524 11903 990565 11759 990565 11759 990565 11759 990565 11759 990565 11759 990565 11759
meshes-CVIU11-3-23 10 992200 12006 991951 18714 993167 11374 993167 11782 993299 11758 993299 11761 993192 11737 993192 11737 993317 12039 993317 12039 993288 12078 993288 12078 993288 12078 993288 12078 993288 12078 993288 12078
meshes-CVIU11-3-242 10 993297 11754 993230 20668 993423 12098 993423 12747 993354 11947 993354 11958 993423 12055 993423 12055 993576 12003 993576 12003 993471 11967 993471 11967 993471 11967 993471 11967 993471 11967 993471 11967
meshes-CVIU11-3-246 10 992726 10907 992636 18395 993007 11310 993052 13018 993304 11643 993304 11724 993107 11857 993107 11857 993257 12060 993257 12060 993128 12002 993128 12002 993128 12002 993128 12002 993128 12002 993128 12002
meshes-CVIU11-3-251 10 990871 11478 990950 19278 991519 11532 991519 12810 991400 11850 991400 11891 991371 11741 991371 11741 991547 12052 991547 12052 991556 11883 991556 11883 991556 11883 991556 11883 991556 11883 991556 11883
meshes-CVIU11-3-289 10 988191 10706 987886 17121 989901 10729 989849 13102 990402 11581 990402 11677 990299 11670 990299 11671 990282 11783 990282 11783 990415 11955 990415 11955 990415 11955 990415 11955 990415 11955 990415 11955
meshes-CVIU11-3-290 10 988650 10665 988677 17884 989900 11106 990035 13448 989935 11400 989935 11489 989948 11775 989948 11775 990001 11745 990001 11745 990052 11958 990052 11958 990052 11958 990052 11958 990052 11958 990052 11958
meshes-CVIU11-3-313 10 992983 11952 993158 20670 993231 11645 993378 15380 993435 12021 993435 12159 993439 12013 993439 12013 993514 12084 993514 12084 993317 11980 993317 11980 993317 11980 993317 11980 993317 11980 993317 11980
