instance family sequential-d2-except-0 sequential-d2-except-1 sequential-d2-except-2 sequential-d2-except-3 sequential-d2-except-4 sequential-d2-except-5 sequential-d2-except-10 sequential-d2-except-20
si4_b09_m800.01 3 226 365 232 264 259 784 281 304
si4_b09_m800.07 3 226 252 235 297 237 338 258 290
si4_b09_m800.08 3 226 243 305 256 254 246 259 361
si2_m4Dr4_m256.05 6 7 16 420 1600 1391 454 98 10
si2_m4Dr4_m256.02 6 7 68 379 1094 41153 619 10 10
si2_m4Dr4_m256.00 6 8 70 474 593 4666 7315 11 10
si2_m4Dr4_m256.07 6 8 89 1122 308 4075 249 1357 10
si2_m4Dr4_m256.03 6 10 1581 1204 7599 671 22 10 10
si2_m4Dr4_m256.06 6 7 736 1209 62 364 25 10 10
si2_m4Dr4_m256.04 6 7 634 882 386 369 37096 10 10
si2_m4Dr4_m256.09 6 7 963 1000000 129 18 18315 10 10
si2_m4Dr4_m256.01 6 7 49 60 952 19 15 11 10
si2_m4Dr4_m256.08 6 7 27 3043 608 1657 7496 10 10
si6_m4Dr2_m256.04 6 21 39 122 1449 4877 78 3518 7112
si6_m4Dr2_m256.08 6 15 26 38 116 2127 1739 3188 12116
si6_m4Dr2_m256.00 6 15 22 174 211 1751 5300 3804 782
si6_m4Dr2_m256.07 6 14 24 44 1652 692 1786 23807 2704
si6_m4Dr2_m256.01 6 20 133 308 96 1993 622 4605 9929
si6_m4Dr2_m256.09 6 19 26 811 1440 372 1526 15987 17321
si6_m4Dr2_m256.03 6 15 22 76 882 2342 5595 2069 182399
si6_m4Dr2_m256.05 6 20 447 1212 4215 5574 683 2748 11941
si6_m4Dr2_m256.02 6 15 33 66 715 2586 7107 262 1350
si6_m4Dr2_m256.06 6 16 429 127 581 1427 967 11389 1000000
si6_b06_m800.00 3 346 358 378 367 374 406 387 414
si6_b06_m800.05 3 346 364 375 370 372 382 388 412
si6_b06_m800.02 3 347 373 433 376 375 377 387 409
si6_b06_m800.07 3 346 358 368 371 376 370 390 409
si6_b06_m800.08 3 397 359 367 366 368 424 475 402
si6_b06_m800.09 3 347 360 381 374 373 395 388 410
si6_b06_m800.06 3 348 358 366 367 419 369 379 401
si6_b06_m800.01 3 351 396 362 369 428 385 416 410
si6_b06_m800.04 3 348 371 368 371 370 384 397 418
si6_b06_m800.03 3 410 359 365 449 369 390 385 407
si4_b09m_m800.06 4 206 257 279 933 530 594 15520 1000002
si4_b09m_m800.01 4 199 219 230 241 546 349 4356 1000001
si4_b09m_m800.02 4 301 257 236 302 9751 20937 1481 2163
si4_b09m_m800.08 4 299 234 359 413 2467 1227 305612 751760
si4_b09m_m800.04 4 215 219 234 346 341 837 3456 5922
si4_b09m_m800.03 4 242 219 262 1305 441 1166 2582 22303
si4_b09m_m800.09 4 201 218 306 397 385 612 37720 5033
si4_b09m_m800.05 4 209 236 377 392 533 2572 1843 1000003
si4_b09m_m800.00 4 242 221 224 289 462 493 18145 16794
si4_b09m_m800.07 4 208 267 242 366 1113 566 4604 1000002
si2_b06_m800.04 3 107 110 157 111 112 112 115 121
si2_b06_m800.07 3 157 110 113 123 117 149 118 121
si2_b06_m800.02 3 108 163 110 113 113 114 117 122
si2_b06_m800.00 3 157 110 112 111 114 133 117 122
si2_b06_m800.03 3 107 118 112 113 123 116 117 122
si2_b06_m800.05 3 152 110 113 114 114 118 117 135
si2_b06_m800.09 3 157 111 151 114 113 169 118 123
si2_b06_m800.01 3 122 174 112 113 115 114 118 123
si2_b06_m800.08 3 159 120 112 111 164 114 117 122
si2_b06_m800.06 3 107 111 113 113 123 113 117 122
si6_m4D_m256.03 5 14 165 1000 662 1469 2230 3096 3778
si6_m4D_m256.08 5 14 27 1036 2107 865 1554 3730 5696
si6_m4D_m256.07 5 15 39 1086 2823 1851 903 2419 6772
si6_m4D_m256.00 5 17 39 1019 1520 199 908 2955 6073
si6_m4D_m256.01 5 14 41 1366 2682 1443 1726 2579 5034
si6_m4D_m256.05 5 14 36 1079 2606 1367 1065 2420 3065
si6_m4D_m256.09 5 27 776 1000000 6339 61178 61275 62452 6456
si6_m4D_m256.04 5 15 42 591 2169 1387 1485 2629 5381
si6_m4D_m256.02 5 18 41 1082 2298 106 2511 4092 2492
si6_m4D_m256.06 5 14 34 1117 2192 1270 1863 3432 10918
si2_b06m_m800.07 4 101 181 19885 1000001 1000001 1000001 1000001 1000001
si2_b06m_m800.02 4 133 111 29637 36430 251772 6503 1278 1000001
si2_b06m_m800.03 4 99 124 163 1000000 338 19795 1000001 25671
si2_b06m_m800.01 4 142 209 861 1000001 1000001 1000001 1000002 1000001
si2_b06m_m800.08 4 107 1682 1000002 1000001 1000001 1000002 9530 240
si2_b06m_m800.04 4 97 1000001 1000001 1000001 1000000 1367 1000001 1000001
si2_b06m_m800.06 4 135 141 189 1220 886 660 25226 1000002
si2_b06m_m800.09 4 96 1059 7910 1000001 1000001 1000001 1000001 1000001
si2_b06m_m800.05 4 101 125 653 1059 1000000 205230 1000001 255
si2_b06m_m800.00 4 122 121 1000001 449437 608 1000001 1000001 1000002
si4_b06m_m200.00 4 9 11 5597 182 1000000 1000000 1272 12
si4_b06m_m200.08 4 9 11 10 25 49 509 1742 21
si4_b06m_m200.05 4 7 8 79 138 173 230 1000000 19
si4_b06m_m200.09 4 7 12 16 609 179 1000000 6639 17
si4_b06m_m200.01 4 7 9 493 80 153 20189 29941 12105
si4_b06m_m200.07 4 7 12 118 122685 1000000 1000000 46 15
si4_b06m_m200.02 4 7 9 18 362 11699 139 2677 12
si4_b06m_m200.04 4 9 12 19 108 1716 1029 54 13
si4_b06m_m200.06 4 7 8 23 41 59 89 1000000 18
si4_b06m_m200.03 4 7 12 324 22 729 68221 14 12
si6_r001_m400.09 7 88 386 1000000 199708 1000000 1442 1000001 1000001
si6_r001_m400.05 7 86 239 443820 21680 1000001 121772 1000001 1000001
si6_r001_m400.00 7 81 620 3738 178502 191785 90407 1000001 1000001
si6_r001_m400.04 7 70 21256 34061 275597 1000000 1000001 1000000 1000001
si6_r001_m400.07 7 57 111 2757 1177 207910 229813 1000000 1000001
si6_r001_m400.06 7 67 9352 64798 1000000 1000001 130679 1000000 1000001
si6_r001_m400.02 7 65 233 136 11540 7466 1000000 1000001 1000000
si6_r001_m400.03 7 57 236 14197 204 126645 1000000 1000001 1000001
si6_r001_m400.08 7 94 1000000 1000000 1000000 1000000 1000000 1000000 1000001
si6_r001_m400.01 7 61 174 5417 446970 12400 87814 1000001 1000000
si6_m4D_m625.00 5 118 350 5965 6839 10331 4129 38064 92576
si6_m4D_m625.07 5 468 1000001 1000001 2053 13032 1000001 1000001 107227
si6_m4D_m625.05 5 846 1000001 1000001 1000001 1000002 1000003 1000001 1000003
si6_m4D_m625.08 5 119 787 6840 10135 8565 22085 35421 32817
si6_m4D_m625.02 5 118 707 6106 10417 3143 14209 23652 55172
si6_m4D_m625.03 5 4218 27814 1000001 1000001 32542 1000001 48321 1000000
si6_m4D_m625.04 5 167 292 5045 8883 19152 8088 25551 52873
si6_m4D_m625.09 5 1135 1000001 40618 1000002 1000001 271164 1000001 1000003
si6_m4D_m625.01 5 135 357 5022 9802 11108 25530 26523 84026
si6_m4D_m625.06 5 362 31552 4460 46650 639397 56282 137903 1000001
si6_b09m_m800.02 4 295 387 356 369 383 537 2779 363658
si6_b09m_m800.09 4 299 345 402 389 512 825 3567 4177
si6_b09m_m800.04 4 286 335 389 521 462 539 2410 3405
si6_b09m_m800.07 4 301 352 359 449 440 27667 3584 85547
si6_b09m_m800.00 4 291 346 361 464 419 548 2238 3510
si6_b09m_m800.05 4 296 353 378 1113 384 391 4395 2574
si6_b09m_m800.03 4 285 363 379 412 3056 454 5041 7413
si6_b09m_m800.01 4 295 366 358 436 412 525 2098 3755
si6_b09m_m800.06 4 317 356 419 469 409 1023 2596 603484
si6_b09m_m800.08 4 298 344 416 458 478 1008 2295 91180
si4_m4Dr6_m1296.01 6 705 1059 5284 10295 1000004 1000001 1000004 1000004
si4_m4Dr6_m1296.07 6 706 14786 1000002 1000003 1000003 130148 288868 1000003
si4_m4Dr6_m1296.06 6 717 1117 2840 1000004 1000002 4987 6884 1000006
si4_m4Dr6_m1296.02 6 663 827 4554 3251 10495 8446 116141 1000005
si4_m4Dr6_m1296.08 6 742 1062 24662 1000002 58299 35907 1000003 1000002
si4_m4Dr6_m1296.03 6 682 1404 31890 40366 93596 39272 65435 133987
si4_m4Dr6_m1296.00 6 694 2982 31350 115894 248307 1000004 992086 860567
si4_m4Dr6_m1296.09 6 813 1377 8853 32736 373124 1000002 1000001 1000003
si4_m4Dr6_m1296.05 6 680 948 1000004 86549 102625 298130 30970 957093
si4_m4Dr6_m1296.04 6 677 1138 17168 8395 1000003 272005 267275 42165
si2_b06_m400.09 3 31 22 23 24 23 24 24 25
si2_b06_m400.02 3 27 22 23 23 23 23 31 25
si2_b06_m400.00 3 21 22 22 22 22 22 23 25
si2_b06_m400.03 3 21 22 22 22 23 23 24 25
si2_b06_m400.07 3 21 30 22 23 23 23 24 25
si2_b06_m400.04 3 21 22 22 32 22 31 24 24
si2_b06_m400.05 3 28 22 33 33 24 25 24 25
si2_b06_m400.01 3 21 31 22 23 23 23 24 25
si2_b06_m400.08 3 21 30 33 24 23 23 24 25
si2_b06_m400.06 3 21 22 23 24 32 31 31 25
si4_r01_m200.01 7 1209 16868 18996 4055 4730 3887 33896 1000000
si4_r01_m200.08 7 74201 73023 34584 53167 13264 1370 1395 1000000
si4_r01_m200.03 7 13462 4139 5827 9205 40956 51623 145249 1000000
si4_r01_m200.04 7 8925 14124 17793 616816 60423 38611 692473 261477
si4_r01_m200.07 7 10036 6365 10336 7241 6078 4909 209068 562113
si4_r01_m200.02 7 39261 30160 56507 519940 8141 16489 19557 1000000
si4_r01_m200.05 7 32003 3322 6159 5580 10358 3077 11058 471718
si4_r01_m200.06 7 4924 28412 17866 15608 7766 10760 4006 1638
si4_r01_m200.00 7 27667 19320 66657 6664 69704 9914 490192 6645
si4_r01_m200.09 7 31537 35661 4044 6161 32151 10536 11436 1000000
si2_r001_m400.06 7 553 1000000 1000000 1000000 1000000 1000000 1945 33
si2_r001_m400.08 7 606 1000000 1000000 1000000 1000000 1000000 1000000 43
si2_r001_m400.09 7 22854 1000000 1000000 1000000 1000000 1000000 1947 31
si2_r001_m400.01 7 60 1000000 1000000 1000000 1000000 1000000 49 42
si2_r001_m400.03 7 426 1000000 1000000 1000000 1000000 1000000 32 32
si2_r001_m400.04 7 78 1000000 1000000 1000000 1000000 1000000 1000000 33
si2_r001_m400.05 7 1655 1000000 1000000 1000000 967053 187 33 31
si2_r001_m400.02 7 120 1000000 1000000 1000000 1000000 1000000 34 32
si2_r001_m400.00 7 156 1000000 1000000 1000000 1000000 1000000 1000000 31
si2_r001_m400.07 7 766820 1000000 1000000 1000000 1000000 61 31 40
si4_b03m_m800.03 4 159 255456 356 1000001 1000001 1000001 1000001 1144
si4_b03m_m800.05 4 163 13648 1000002 1000001 1000001 1000002 1000002 2694
si4_b03m_m800.06 4 162 308 377 3477 1863 1000002 5130 24148
si4_b03m_m800.01 4 156 399 2205 80907 1000003 1000003 2937 1000001
si4_b03m_m800.08 4 160 303 1000002 1000002 1000001 1000002 1000001 1000001
si4_b03m_m800.09 4 158 1000002 1000002 1000002 1000003 1000002 1000002 3026
si4_b03m_m800.00 4 161 341 83336 1000003 350 1000001 1000002 1000001
si4_b03m_m800.02 4 160 1000001 1000002 1000001 1000001 1000001 1000002 3756
si4_b03m_m800.07 4 156 307 837 1000002 1000002 1000003 1000002 1000003
si4_b03m_m800.04 4 164 297 1000002 1000002 1000001 1000002 1000002 1000002
si2_r01_m200.03 7 1000000 37057 224411 333370 30 24 22 22
si2_r01_m200.00 7 16531 6365 1000000 22763 37 41 22 22
si2_r01_m200.05 7 2752 748379 14695 130781 114622 1000000 40 22
si2_r01_m200.01 7 65183 49584 123962 16355 1000000 1000000 22 22
si2_r01_m200.08 7 6480 428307 3930 311985 362203 5176 31 22
si2_r01_m200.06 7 466894 43074 103804 1000000 190618 21041 22 22
si2_r01_m200.09 7 23334 344010 16528 162481 494145 1000000 28 22
si2_r01_m200.02 7 61926 1000000 80053 1000000 1000000 20806 22 22
si2_r01_m200.07 7 27812 30458 73117 105494 1000000 14401 22 22
si2_r01_m200.04 7 3188 58808 111174 261577 6787 96 22 22
si2_r01_m400.04 7 229932 1000000 1000000 40602 892234 1000000 1000000 1000000
si2_r01_m400.00 7 1000000 964895 597343 1000000 1000000 1000000 1000000 1000000
si2_r01_m400.07 7 1000000 1000000 1000000 942201 1000000 1000000 1000000 1000000
si2_r01_m400.09 7 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
si2_r01_m400.01 7 1000000 745634 652736 1000000 1000000 1000000 630685 1000000
si2_r01_m400.03 7 133053 322378 369252 1000000 1000000 269657 329714 1000000
si2_r01_m400.02 7 134332 1000000 1000000 1000000 1000000 1000000 1000001 1000000
si2_r01_m400.05 7 1000000 1000000 577886 1000000 1000000 1000000 1000000 1000000
si2_r01_m400.06 7 606468 1000000 1000000 1000000 1000000 686889 1000000 1000000
si2_r01_m400.08 7 854307 268587 471351 1000000 1000000 1000000 1000000 1000000
si4_m4D_m625.09 5 79 336 3285 5478 3620 19177 46014 39872
si4_m4D_m625.03 5 118 776 8971 29705 18870 26269 7907 30030
si4_m4D_m625.07 5 180 1000001 588 988 2871 5126 9320 12108
si4_m4D_m625.02 5 230 633 5901 5573 5510 5288 6045 11427
si4_m4D_m625.00 5 114 705 1306 12129 14657 7916 46144 20337
si4_m4D_m625.01 5 189 8340 4454 1892 944574 59061 64119 51530
si4_m4D_m625.04 5 79 606 3624 5412 5962 11157 52720 26208
si4_m4D_m625.06 5 108 415 5329 6757 5641 29571 63456 25867
si4_m4D_m625.08 5 128 4839 2651 963 3037 4967 8773 8107
si4_m4D_m625.05 5 78 443 3884 6407 2096 22543 36132 41045
si6_m4Dr6_m256.05 6 22 24 222 139 47943 131035 18693 1000000
si6_m4Dr6_m256.04 6 21 23 47 655 3860 15234 19817 1000000
si6_m4Dr6_m256.03 6 16 48 53 775 294 164 217605 10777
si6_m4Dr6_m256.02 6 16 32 692 75 2078 341 1978 6310
si6_m4Dr6_m256.08 6 16 144 79 183 219 77 118 1000000
si6_m4Dr6_m256.00 6 23 338 198 656 1426 1563 56721 1000000
si6_m4Dr6_m256.09 6 23 28 290 3169 436 1541 10306 115
si6_m4Dr6_m256.07 6 16 46 5927 211 1202 981 1507 144569
si6_m4Dr6_m256.06 6 16 31 478 125 104 1079 144 2342
si6_m4Dr6_m256.01 6 16 23 99 180 128 635 3978 1000000
si6_b09_m400.07 3 63 107 80 71 79 71 80 94
si6_b09_m400.03 3 91 78 70 68 116 79 76 85
si6_b09_m400.04 3 63 79 78 87 95 104 78 88
si6_b09_m400.06 3 66 70 78 80 98 1286 82 98
si6_b09_m400.05 3 79 70 73 87 75 76 89 87
si6_b09_m400.09 3 87 70 83 110 77 96 75 88
si6_b09_m400.02 3 63 80 87 77 81 80 88 102
si6_b09_m400.01 3 63 74 77 113 84 87 114 83
si6_b09_m400.08 3 87 81 107 99 78 109 101 105
si6_b09_m400.00 3 64 94 109 68 73 100 92 89
si6_b06_m400.03 3 81 65 80 78 67 75 71 76
si6_b06_m400.08 3 59 65 68 68 68 69 74 79
si6_b06_m400.07 3 62 64 64 92 67 67 70 88
si6_b06_m400.04 3 59 64 65 89 66 67 70 76
si6_b06_m400.05 3 87 65 93 70 69 71 74 91
si6_b06_m400.06 3 59 68 75 69 68 67 73 78
si6_b06_m400.02 3 59 64 66 93 93 67 98 93
si6_b06_m400.01 3 59 88 87 67 95 85 97 91
si6_b06_m400.00 3 75 65 68 67 69 71 72 78
si6_b06_m400.09 3 82 67 65 68 68 69 72 77
si6_b03m_m200.04 4 7 20 14 126 6903 43330 28 17
si6_b03m_m200.07 4 9 11 119 20 39 50 519 19
si6_b03m_m200.08 4 8 14 65 38 41 1000000 61 19
si6_b03m_m200.02 4 7 15 20 18 463465 433 5974 27
si6_b03m_m200.03 4 10 14 17 32 18571 318801 1000000 11174
si6_b03m_m200.06 4 7 13 21 27 96 815 173 21
si6_b03m_m200.01 4 7 10 21 54 8971 686 158 20
si6_b03m_m200.09 4 10 13 21 55 143 272 1549 56
si6_b03m_m200.00 4 8 23 111 1000000 1000000 1000000 467232 47
si6_b03m_m200.05 4 7 10 25 173 78 76 8686 19
si4_b06_m800.04 3 257 223 232 246 240 268 241 255
si4_b06_m800.00 3 217 229 235 311 236 245 266 338
si4_b06_m800.08 3 258 223 332 231 232 233 241 254
si4_b06_m800.05 3 262 224 272 243 232 238 336 256
si4_b06_m800.03 3 216 232 244 231 242 349 311 283
si4_b06_m800.06 3 217 226 230 232 240 249 246 262
si4_b06_m800.07 3 294 229 227 234 239 231 243 256
si4_b06_m800.01 3 254 226 227 232 236 236 248 261
si4_b06_m800.02 3 216 233 240 229 230 231 249 251
si4_b06_m800.09 3 217 227 228 230 232 237 302 258
si6_b09m_m200.07 4 11 16 44 27 37 73 284 335962
si6_b09m_m200.06 4 15 13 41 60 76 44 679 118791
si6_b09m_m200.01 4 11 13 24 28 111 93 272 142
si6_b09m_m200.08 4 11 14 74 123 199 133 3093 568865
si6_b09m_m200.00 4 11 12 31 34 34 293 347 1000000
si6_b09m_m200.09 4 11 13 19 33 70 118 250 7751
si6_b09m_m200.02 4 11 12 13 32 25 45 87 1000000
si6_b09m_m200.05 4 11 12 16 49 65 66 378 1000000
si6_b09m_m200.03 4 11 14 30 29 149 51 1501 5087
si6_b09m_m200.04 4 17 12 61 36 246 650 797 4893
si4_b09m_m400.07 4 38 41 53 162 283 724 1559 8653
si4_b09m_m400.06 4 38 55 45 102 445 239 635046 225709
si4_b09m_m400.00 4 50 44 134 59 160 551 1295 1000001
si4_b09m_m400.08 4 39 64 100 231 408 703 649 1000000
si4_b09m_m400.04 4 46 45 170 3208 1000000 639 2180 1000001
si4_b09m_m400.09 4 39 52 835 376 249 3382 5791 1000001
si4_b09m_m400.02 4 39 42 47 54 82 923 1000000 1000000
si4_b09m_m400.03 4 39 58 43 47 154 275 917 910096
si4_b09m_m400.01 4 41 44 58 61 130 596 1934 1000000
si4_b09m_m400.05 4 39 42 82 66861 161 368 3287 1000001
si6_m4Dr4_m1296.03 6 1005 1339 9043 2854 13867 18444 51697 548944
si6_m4Dr4_m1296.06 6 1016 1371 9229 76861 37773 30845 20085 65068
si6_m4Dr4_m1296.04 6 1027 1248 1838 17257 29707 12680 70081 488783
si6_m4Dr4_m1296.01 6 1069 1396 1959 6353 9773 8754 59974 592344
si6_m4Dr4_m1296.09 6 996 1215 2809 16683 6466 11954 23571 13808
si6_m4Dr4_m1296.02 6 1026 2686 10519 39986 46337 306120 158422 143428
si6_m4Dr4_m1296.08 6 1107 3890 4359 4849 15020 23423 55259 343224
si6_m4Dr4_m1296.05 6 1063 1952 1000003 14279 10992 73921 94181 1000004
si6_m4Dr4_m1296.07 6 1062 2125 5258 162954 6918 10353 24081 369931
si6_m4Dr4_m1296.00 6 981 1344 2440 3077 5392 114883 47678 1000010
si6_b06_m200.09 3 11 12 12 12 15 12 13 15
si6_b06_m200.03 3 14 15 11 12 12 13 13 14
si6_b06_m200.05 3 11 15 12 13 12 15 13 15
si6_b06_m200.00 3 15 16 13 12 12 16 13 15
si6_b06_m200.08 3 11 14 15 12 12 12 13 14
si6_b06_m200.02 3 14 12 12 12 12 12 13 14
si6_b06_m200.06 3 10 12 12 12 13 12 13 14
si6_b06_m200.04 3 15 11 11 13 12 12 18 14
si6_b06_m200.01 3 11 15 12 12 12 16 13 14
si6_b06_m200.07 3 10 14 12 12 15 12 13 14
si4_m4Dr6_m625.02 6 138 286 668 1619 499 19313 131487 497070
si4_m4Dr6_m625.06 6 101 3828 11003 2347 14833 3418 1000000 1000001
si4_m4Dr6_m625.03 6 113 128 371 56573 802981 97341 6253 1000001
si4_m4Dr6_m625.07 6 149 5463 147668 7054 65602 53694 136518 592816
si4_m4Dr6_m625.08 6 99 277 313 685 83543 17028 1000002 1000001
si4_m4Dr6_m625.09 6 102 138 5756 686 1000001 8942 1000001 1000001
si4_m4Dr6_m625.00 6 97 130 866 15406 49922 15789 1000001 100492
si4_m4Dr6_m625.01 6 99 1091 343 472 986 2179 8724 1000001
si4_m4Dr6_m625.05 6 113 272 1363 2238 51578 1033 10150 1000001
si4_m4Dr6_m625.04 6 120 136 1000000 67096 1223 16898 389785 340898
si6_b06m_m200.09 4 9 15 14 268 51 61 486 788
si6_b06m_m200.02 4 10 14 20 18 34 409 10658 29098
si6_b06m_m200.05 4 9 10 13 15 32 36 116 665
si6_b06m_m200.00 4 9 12 15 49 258 52 1281 1000000
si6_b06m_m200.07 4 9 13 14 33 1714 45 110 2648
si6_b06m_m200.04 4 12 15 22 166 41 54 88 20930
si6_b06m_m200.08 4 9 15 19 50 74 126 269 1000000
si6_b06m_m200.06 4 11 13 17 40 52 113 287904 32758
si6_b06m_m200.03 4 9 11 13 24 40 103 38724 1000000
si6_b06m_m200.01 4 9 11 23 29 85 43 261 1000000
si6_m4Dr4_m256.05 6 16 117 146 1276 56492 96 1736 319175
si6_m4Dr4_m256.03 6 16 56 227 1401 197 224 42878 1000000
si6_m4Dr4_m256.02 6 16 25 302 1774 2524 203 2095 3161
si6_m4Dr4_m256.01 6 15 25 298 100 777 1219 5783 4149
si6_m4Dr4_m256.08 6 22 115 13078 348 2641 3821 4624 85990
si6_m4Dr4_m256.09 6 17 159 729 1986 82 1889 54064 109037
si6_m4Dr4_m256.07 6 16 26 467 158 1000000 5144 9849 1000000
si6_m4Dr4_m256.06 6 16 157 145 339 613 388 904 1000000
si6_m4Dr4_m256.04 6 16 28 33 55 239 2517 3410 9274
si6_m4Dr4_m256.00 6 16 42 61 2476 93 5273 21743 409
si4_r001_m600.01 7 290 183266 1000000 1000001 1000000 1000001 1000000 1000000
si4_r001_m600.08 7 521 76373 1000000 14014 1000001 100799 402091 1000000
si4_r001_m600.02 7 274 314478 1000001 1000000 1000001 1000001 1000000 1000001
si4_r001_m600.07 7 328 300 1000001 116349 1000001 1000000 1000001 1000000
si4_r001_m600.05 7 251 54839 1000000 1000000 1000000 1000001 1000001 1000000
si4_r001_m600.06 7 266 78513 1000001 1000000 1000000 1000001 1000001 1000001
si4_r001_m600.00 7 276 53911 683 1000001 1000001 1000000 1000001 1000001
si4_r001_m600.04 7 133 1000000 1000001 1000001 1000001 1000000 1000000 1000001
si4_r001_m600.09 7 162 264843 243651 1000001 1000000 1000001 1000001 1000001
si4_r001_m600.03 7 2588 1000001 1000001 1000001 1000001 1000000 1000001 1000001
si2_b09m_m200.08 4 6 7 11 55 239 617 7 7
si2_b09m_m200.06 4 8 18 44050 7 7 7 7 7
si2_b09m_m200.03 4 7 7 15 55 7 7 7 10
si2_b09m_m200.09 4 8 6 36 7 7 7 7 7
si2_b09m_m200.04 4 8 15 243 3398 44 501 7 7
si2_b09m_m200.00 4 6 9 17 309 323 4433 7 9
si2_b09m_m200.01 4 6 6 26 7 7 7 7 7
si2_b09m_m200.05 4 6 6 418 830 8 7 7 7
si2_b09m_m200.07 4 6 13 503 9 13 7 7 9
si2_b09m_m200.02 4 6 12 11 8 8 9 9 9
si6_b03_m200.01 3 12 10 10 10 13 11 12 17
si6_b03_m200.03 3 14 12 10 10 11 11 11 13
si6_b03_m200.04 3 9 10 12 11 10 11 11 13
si6_b03_m200.08 3 9 11 13 11 10 11 11 13
si6_b03_m200.07 3 11 10 13 10 10 11 11 13
si6_b03_m200.09 3 12 10 10 11 14 11 11 13
si6_b03_m200.05 3 9 10 10 10 10 11 11 13
si6_b03_m200.02 3 9 10 10 10 12 13 11 13
si6_b03_m200.06 3 13 10 10 11 10 11 11 13
si6_b03_m200.00 3 12 10 10 11 10 15 16 13
si6_b09_m200.09 3 17 13 14 14 15 17 14 21
si6_b09_m200.06 3 12 19 13 15 35 20 17 25
si6_b09_m200.08 3 12 18 17 24 20 15 21 30
si6_b09_m200.03 3 12 16 16 15 13 16 16 20
si6_b09_m200.00 3 12 17 15 16 16 25 20 35
si6_b09_m200.02 3 12 20 17 15 16 33 16 17
si6_b09_m200.07 3 15 16 17 17 13 20 19 18
si6_b09_m200.04 3 12 15 15 38 52 26 26 15
si6_b09_m200.01 3 15 17 13 25 16 19 16 26
si6_b09_m200.05 3 12 14 22 13 17 18 14 21
g10-g11 2 1 0 115 18865 795503 1000000 1000000 516
g10-g12 2 0 1 1000000 1000000 1000000 1000000 1000000 1000000
g10-g13 2 0 147495 1000000 1000000 1000000 1000000 1000000 1
g10-g14 2 0 1 471095 1000000 1000000 1000000 1000000 1
g10-g15 2 0 1000000 1000000 1000000 1000000 1000000 1000000 2
g10-g16 2 77 16857 113 271 3 6 1 2
g10-g20 2 3 2 2 2 3 4 2 3
g10-g21 2 4 6 4 4 4 5 4 4
g10-g22 2 2 3829 554475 1000000 1000000 1000001 5 1
g10-g23 2 1000000 1000000 1000000 1000000 1000000 307817 4 3
g10-g25 2 0 0 1 1000000 1000000 1000000 1000000 2
g10-g26 2 1000000 1000000 1000000 1000000 1000000 59392 10620 2
g10-g27 2 1000000 1000000 3 32 31 9 3 3
g10-g28 2 1 0 1 12 412 30023 1000000 1000000
g10-g29 2 15 6 4 4 4 4 4 4
g10-g30 2 6 6 4 6 4 5 4 4
g10-g31 2 4 5 4 4 4 4 4 6
g10-g32 2 12 12 12 12 14 15 12 12
g10-g33 2 3 139 9057 85 35 2 2 3
g10-g37 2 25763 141906 55 1816 185 165 4 4
g10-g38 2 1 1 1000000 1000000 1000000 1000000 1000000 1000000
g10-g40 2 16 12 12 12 16 12 13 13
g10-g41 2 3 58 6423 840 14 3 4 4
g10-g42 2 119 517982 82634 16275 6 13 3 3
g10-g43 2 11499 6 92 46 1000000 13 119 6
g10-g44 2 12 5 5 8 6 10 7 6
g10-g45 2 5 6 5 10 8 10 7 5
g10-g46 2 5156 64 14 12 7 8 6 6
g10-g47 2 4092 78 12 12 6 6 6 6
g10-g48 2 280 12 6 11 7 6 6 6
g10-g49 2 15 179 5 5 1000000 9 5 5
g10-g50 2 12 13 20 13 13 13 13 13
g11-g12 2 0 1000000 1000000 1000000 1000000 1000000 1000000 1
g11-g13 2 0 0 5100 92624 710017 1000000 1000000 1
g11-g14 2 1 0 80 2170 19574 155143 1000000 2
g11-g15 2 0 0 99966 1000000 1000000 1000000 1000000 2
g11-g16 2 1 6 195 2011 16141 139971 1000000 1
g11-g20 2 1051 8 3 3 3 2 2 2
g11-g21 2 6 4 4 4 5 4 4 4
g11-g22 2 1 1 33 415 3965 51190 1000000 1
g11-g23 2 6 969 56564 870607 1000000 1000000 1000000 2
g11-g25 2 1 1 0 0 34836 625168 1000000 1
g11-g26 2 2 968 31292 538913 1000000 1000000 298325 2
g11-g27 2 678617 1000000 1000000 1000000 1000000 1000000 1130 3
g11-g28 2 1 1 1 1 2 41 1000000 2
g11-g29 2 29134 578256 1000000 64789 10575 110 5 4
g11-g30 2 26111 508067 1000000 194376 10528 132 7 6
g11-g31 2 168515 1000000 53457 5465 2527 49 5 5
g11-g32 2 12 12 16 12 12 12 12 12
g11-g33 2 1 1 23 297 1570 8134 1000000 2
g11-g37 2 7 699 65987 999089 1000000 1000000 58635 4
g11-g38 2 1 1000000 1000000 1000000 1000000 1000000 1000000 3
g11-g40 2 12 12 12 12 13 18 13 13
g11-g41 2 2 2 28 333 1738 8449 1000000 3
g11-g42 2 4 24 498 7292 64643 1000000 1000000 3
g11-g43 2 1000000 1000000 1000000 1000000 1000000 89 11 4
g11-g44 2 113441 724380 17594 892 39 30 6 6
g11-g45 2 108003 690233 16388 690 54 29 6 6
g11-g46 2 650 8331 73850 936109 1000000 1000000 201 6
