instance family sequential-d2-except-0 sequential-d2-except-1 sequential-d2-except-2 sequential-d2-except-3 sequential-d2-except-4 sequential-d2-except-5 sequential-d2-except-10 sequential-d2-except-20
g16-g108 11 1091 30502 1000004 1000008 1000012 1000016 1000013 1000010
g16-g109 11 1162 1299 1435 1481 5688 196204 1000002 1000002
g16-g110 11 2436 2682 5221 60173 1000010 1000007 1000011 1000002
g16-g111 11 1578 61833 1000014 1000008 1000013 1000012 1000013 1000011
g16-g112 11 2160 2171 2310 3322 35799 268847 1000004 1000020
g16-g51 11 4 1000000 1000000 1000000 1000000 1000000 1000000 130117
g16-g52 11 2 3 3 6 57 717 1000000 1000000
g16-g53 11 4 59 5617 158331 1000000 1000000 1000000 1000000
g16-g54 11 11 9 30 186 1897 16867 1000000 1000000
g16-g55 11 7 10 11 108 1436 11018 1000000 1000000
g16-g56 11 8 10 17 213 2249 20944 1000000 1000000
g16-g57 11 5 4 4 4 5 5 1188 1000000
g16-g61 11 9 11 10 10 68 2333 1000000 1000000
g16-g62 11 13 14 17 38 1302 22856 1000000 1000000
g16-g63 11 651 67416 1000000 1000000 1000000 1000000 1000000 233
g16-g64 11 1000000 8695 67874 1000000 374 1000000 458 127
g16-g65 11 24 24 31 1914 15870 107963 1000000 1000000
g16-g67 11 19 20 17 24 73 2597 1000000 1000000
g16-g68 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 9297
g16-g69 11 16 18 19 135 1528 8438 1000000 1000000
g16-g70 11 12 12 13 15 18 104 199000 1000000
g16-g71 11 21 18 20 176 1940 10267 1000000 1000000
g16-g72 11 13 14 14 14 1626 28132 1000000 1000000
g16-g74 11 29 30 51 259 372923 1000000 1000000 1000000
g16-g75 11 59 78 265 3663 1000000 1000000 1000000 1000000
g16-g76 11 250 225 975 18353 1000000 1000000 1000001 1000001
g16-g77 11 535 550 1744 38268 1000000 1000000 1000000 1000000
g16-g78 11 44 52 291 1808 21658 252903 1000000 1000000
g16-g79 11 46 34 35 96 832 10049 1000000 1000000
g16-g80 11 39 40 32 42 43 44 23352 1000001
g16-g81 11 91 96 98 478 61075 437050 1000001 1000000
g16-g83 11 97 87 88 5473 41073 372689 1000001 1000000
g16-g84 11 619 669 2330 49975 1000000 1000001 1000000 1000000
g16-g85 11 46 59 52 54 79 67 160093 1000000
g16-g87 11 70 109 132 481 6930 73486 1000001 1000000
g16-g88 11 83 94 205 895 14743 153787 1000001 1000001
g16-g89 11 51 55 60 66 74 282 1000000 1000000
g16-g90 11 120 133 138 155 13880 215687 1000000 1000001
g16-g91 11 105 112 121 161 2007 15948 1000000 1000001
g16-g92 11 127 135 143 203 2655 19453 1000001 1000001
g16-g94 11 177 195 208 910 11098 110480 1000002 1000002
g16-g95 11 153 175 167 300 1638 19957 1000003 1000000
g16-g96 11 154 159 173 378 5954 113011 1000001 1000001
g16-g97 11 154 159 168 227 1980 187346 1000002 1000001
g16-g98 11 163 172 233 3040 74249 646170 1000001 1000001
g16-g99 11 227 175 234 5038 129636 919603 1000001 1000003
g17-g100 11 160 225 5759 14585 1000001 1000004 1000002 1000001
g17-g101 11 292 149822 1000001 1000001 1000002 1000001 1000002 1000001
g17-g102 11 322 277604 1000001 1000002 1000001 1000002 1000001 1000002
g17-g103 11 384 680236 1000001 1000004 1000002 1000001 1000001 1000002
g17-g104 11 1543 151450 552104 33524 6978 2871 1030 781
g17-g105 11 5715 209528 60567 33622 8726 2841 1124 803
g17-g106 11 1715 56223 1000003 1000003 1000002 1000005 1000002 1000002
g17-g107 11 3424 3418 203361 1000003 644505 62266 1543 1384
g17-g108 11 1563 107173 3627 1000004 215686 145555 194604 1794
g17-g109 11 364863 1000007 1683 1667 1774 1669 1742 1737
g17-g110 11 2689 2725 2715 2836 2773 2798 18923 2824
g17-g111 11 2299 70686 1000003 1000009 23529 51754 1000013 2526
g17-g112 11 8622 786411 1000014 1000004 1000019 1000004 1000014 11784
g17-g51 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g52 11 1390 485640 1000000 1000000 1000000 1000000 1000000 6
g17-g53 11 10 1302 3583 14878 77485 6405 196 1000000
g17-g54 11 25 149 209 18 20 18 13 13
g17-g55 11 755 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g56 11 14 55 24 79 17 27 19 18
g17-g57 11 4 4 5 193 7157 43073 1000000 1000000
g17-g61 11 65 135 180 212 143 337 346440 2887
g17-g62 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 88
g17-g63 11 28 41 9561 37 28 29 29 40
g17-g64 11 95 79 106 80 80 92 80 80
g17-g65 11 1216 1000000 1000000 1000000 1000000 1000000 1000000 273736
g17-g67 11 17 10443 71167 1000000 1000000 1000000 1000000 1000000
g17-g68 11 63 60 60 60 60 61 75 87
g17-g69 11 2393 212529 1000000 803243 90532 1000000 54851 240
g17-g70 11 20 563 7660 165565 1000000 1000000 1000000 1000000
g17-g71 11 2927 234581 1000000 987300 252175 1000000 1000000 278
g17-g72 11 19 15 1000000 1000000 1000000 1000000 1000000 57
g17-g74 11 1000000 1000000 1000000 1000000 1000000 1000001 1000000 50
g17-g75 11 88 79 65 66 76 72 70 83
g17-g76 11 208 209 209 209 209 209 209 209
g17-g77 11 529 531 516 516 517 516 516 517
g17-g78 11 48 55 185222 8920 50 51 132626 428
g17-g79 11 41 2188 40221 108740 117 76 1645 56
g17-g80 11 33 56 725 6745 386289 1000000 1000001 1000000
g17-g81 11 1200 545932 1000000 1000001 1000000 1000000 1000001 1000000
g17-g83 11 94 98 98 99 100 100 101 103
g17-g84 11 638 639 736 639 649 640 641 642
g17-g85 11 55 2804 13031 73423 1000001 1000001 1000000 1000000
g17-g87 11 191 400 179 152 150 138 157 160
g17-g88 11 104 582 331 179 169 167 107 121
g17-g89 11 75 18751 70116 701499 1000001 1000001 1000000 1000001
g17-g90 11 166 178 208 216 488 190 284 166
g17-g91 11 452 43418 940951 1000001 1000001 1000001 1000002 633
g17-g92 11 667 56581 1000001 1000001 1000002 1000002 1000002 1072
g17-g94 11 1994 290 284 401 311 256 642 4969
g17-g95 11 325 26531 1000004 1000002 1000001 1000001 1000001 969
g17-g96 11 589 51903 1000002 1000001 1000002 1000001 1000001 1223
g17-g97 11 230 170164 1000001 1000001 1000001 1000001 1000001 1000001
g17-g98 11 1894 358831 1000004 1000001 1000001 1000001 1000001 1210
g17-g99 11 2993 541435 1000003 1000001 1000001 1000002 1000001 1213
g18-g100 11 159 159 5278 16751 1000002 1000002 1000001 1000001
g18-g101 11 293 228681 1000002 1000001 1000001 1000004 1000002 1000002
g18-g102 11 315 422469 1000001 1000002 1000001 1000001 1000003 1000001
g18-g103 11 403 1000001 1000002 1000003 1000002 1000002 1000001 1000002
g18-g104 11 1000003 1000002 1000003 1000004 1000007 1000005 1000003 908
g18-g105 11 1000002 1000004 1000002 1000002 1000009 1000007 1000002 949
g18-g106 11 36091 1000010 1000006 1000003 1000005 1000002 155759 7401
g18-g107 11 1000010 1000005 1000007 1000005 1000012 1000003 31436 5472
g18-g108 11 1000013 1000003 1000013 1000005 1000004 1000004 1000002 47408
g18-g109 11 398369 1000010 1000007 1000016 1000009 1000002 1762 1704
g18-g110 11 3692 38251 38103 42352 36651 27608 31697 2776
g18-g111 11 45144 1000004 1000003 1000004 1000016 1000011 2991 9831
g18-g112 11 8572 985206 1000017 1000019 1000025 1000012 1000022 1000016
g18-g51 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g52 11 3 80024 1000000 1000000 1000000 1000000 1000000 956417
g18-g53 11 13702 1000000 1000000 1000000 1000000 1000000 1000000 821181
g18-g54 11 1000000 1000000 1000000 1000000 1000000 1000000 12069 20
g18-g55 11 617 473730 1000000 1000000 1000000 1000000 1000000 1000000
g18-g56 11 1000000 1000000 1000000 1000000 1000000 1000000 2175 493
g18-g57 11 4 4 4 165 3180 14569 1000000 1000000
g18-g61 11 2446 214015 1000000 1000000 1000000 1000000 1000000 1000000
g18-g62 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g63 11 28 1000000 1000000 1000000 1000000 1000000 1277 30
g18-g64 11 80 80 94 80 80 80 79 80
g18-g65 11 1346 839522 1000000 1000000 1000000 1000000 1000000 1000000
g18-g67 11 17 15160 79399 527486 1000000 1000000 1000000 1000000
g18-g68 11 60 61 3717 62 62 664 61 61
g18-g69 11 2910 107730 1000000 1000000 1000000 1000000 1000000 1000000
g18-g70 11 18 458 6389 41236 518779 1000000 1000000 1000000
g18-g71 11 3275 116845 1000000 1000000 1000000 1000000 1000000 1000000
g18-g72 11 19 17 18 1000000 1000000 1000000 1000000 1000000
g18-g74 11 1000000 1000000 1000001 1000000 1000000 1000000 1000000 66
g18-g75 11 75 66 67 67 84 77 70 70
g18-g76 11 208 209 209 228 209 210 216 215
g18-g77 11 517 517 516 517 517 516 516 516
g18-g78 11 284 494 1152 310 442 57 1322 56
g18-g79 11 56 2282 6787 8270 9894 213 3968 6242
g18-g80 11 43 42 623 3928 125619 689383 1000001 1000001
g18-g81 11 1377 650764 1000000 1000001 1000000 1000001 1000001 1000000
g18-g83 11 96 98 99 115 99 100 101 102
g18-g84 11 669 641 642 666 642 641 641 642
g18-g85 11 46 3587 16421 58887 1000000 1000001 1000001 1000000
g18-g87 11 71893 1000000 1000001 948991 59775 55646 216 344
g18-g88 11 122814 1000000 1000001 151806 50043 38875 2984 170
g18-g89 11 75 27897 81694 402735 1000001 1000000 1000001 1000000
g18-g90 11 174 176 176 177 182 190 173 169
g18-g91 11 492 52707 450635 1000001 1000001 1000001 1000002 1000002
g18-g92 11 734 69860 606057 1000001 1000001 1000001 1000001 1000001
g18-g94 11 1794 7204 7489 7676 10508 23637 1046 262
g18-g95 11 325 27022 365864 1000001 1000001 1000001 1000001 1000001
g18-g96 11 373 34813 554544 1000001 1000001 1000000 1000002 1000002
g18-g97 11 228 31067 1000001 1000002 1000001 1000001 1000001 1000003
g18-g98 11 1381 304782 1000002 1000001 1000002 1000001 1000003 1000001
g18-g99 11 2211 403689 1000001 1000002 1000001 1000002 1000002 1000001
g19-g100 11 212 169 210 221 250 235 1000001 1000002
g19-g101 11 272 305 23768 158982 1000002 1000003 1000002 1000002
g19-g102 11 319 103307 536096 1000001 1000003 1000001 1000003 492
g19-g103 11 391 264056 1000001 1000001 1000002 1000003 1000001 444
g19-g104 11 3222 1000006 1000005 1000002 1000004 1000002 1000003 1000003
g19-g105 11 3144 1000005 1000007 1000001 1000006 1000004 1000004 1000002
g19-g106 11 198483 1000013 1000019 1000003 1000012 1000002 1000012 1000007
g19-g107 11 30131 1000004 1000002 1000002 1000007 1000005 1000005 1000009
g19-g108 11 48454 1000008 1000003 1000009 1000017 1000003 1000004 1000015
g19-g109 11 1494 1517 211190 1000012 1000007 1000021 1000013 1000002
g19-g110 11 1000004 1000002 1000003 1000011 1000015 1000014 757869 2785
g19-g111 11 245655 1000009 1000003 1000008 1000003 1000009 1000004 1000014
g19-g112 11 2334 2885 28809 261571 1000003 1000004 1000020 1000019
g19-g51 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 46
g19-g52 11 3 3 737 17046 130246 1000000 1000000 1000000
g19-g53 11 7 263612 1000000 1000000 1000000 1000000 1000000 12
g19-g54 11 1855 173946 1000000 1000000 1000000 1000000 1000000 2497
g19-g55 11 9 6244 64644 448687 1000000 1000000 1000000 13
g19-g56 11 5532 440587 1000000 1000000 1000000 1000000 1000000 45
g19-g57 11 4 4 4 6 7 6 21796 1000000
g19-g61 11 13 10 580 1330 6982 27211 1000000 1000000
g19-g62 11 15 36108 1000000 1000000 1000000 1000000 1000000 39
g19-g63 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 34
g19-g64 11 2947 262 82 86 923 80 95 80
g19-g65 11 25 40450 369944 1000000 1000000 1000000 1000000 46
g19-g67 11 21 19 1527 10579 71805 792302 1000000 11624
g19-g68 11 1000000 1000001 1000000 1000000 1000000 1000000 5293 75
g19-g69 11 20 34 1224 10645 71682 521094 1000000 1000000
g19-g70 11 13 16 17 55 554 3209 1000000 1000000
g19-g71 11 20 61 1684 14062 90947 641748 1000000 1000000
g19-g72 11 14 17 15 2565 135640 1000000 1000000 1000000
g19-g74 11 42 1000000 1000000 1000000 1000000 1000000 1000000 56
g19-g75 11 81 65 67 96 71 72 103 131
g19-g76 11 209 209 227 209 209 209 212 213
g19-g77 11 515 531 516 516 612 516 516 516
g19-g78 11 1000000 1000000 1000000 1000000 1000000 1000000 281763 2064
g19-g79 11 47 289 48538 645447 1000001 1000000 1000001 1000001
g19-g80 11 32 34 43 41 102 528 677632 1000000
g19-g81 11 145 94272 633131 1000001 1000000 1000000 1000000 117
g19-g83 11 47308 419376 1000000 1000001 1000001 1000000 1000000 106
g19-g84 11 678 641 640 641 640 641 643 642
g19-g85 11 48 88 63 100 71 6942 1000000 1000001
g19-g87 11 1736 78882 1000001 1000000 1000000 1000001 1000001 314769
g19-g88 11 39905 1000001 1000000 1000001 1000001 1000001 1000000 29144
g19-g89 11 60 71 79 117 9950 24507 1000000 1000001
g19-g90 11 140 7659 317398 1000001 1000001 1000002 1000001 1000002
g19-g91 11 121 205 1258 13367 95797 573790 1000001 1000001
g19-g92 11 145 193 1639 15037 111271 688080 1000001 1000001
g19-g94 11 233 12352 471860 1000001 1000001 1000001 1000002 1000001
g19-g95 11 178 218 948 5279 33057 360771 1000001 1000001
g19-g96 11 165 193 1351 12689 87061 674270 1000002 1000002
g19-g97 11 166 195 476 2330 11469 221827 1000002 1000003
g19-g98 11 177 665 8053 57898 349499 1000001 1000001 1000001
g19-g99 11 179 698 8332 59931 361539 1000001 1000001 1000001
g2-g100 11 135 691 3626 3090 235 189 148 148
g2-g101 11 225 207 206 200 201 205 202 203
g2-g102 11 228 223 224 231 228 227 226 226
g2-g103 11 414 290 291 290 289 290 290 291
g2-g104 11 416 465 431 436 430 441 433 434
g2-g105 11 424 454 437 434 437 434 433 435
g2-g106 11 883 861 861 865 868 870 888 871
g2-g107 11 779 845 804 813 805 804 810 807
g2-g108 11 914 944 946 974 945 941 954 938
g2-g109 11 1023 1008 1003 1012 1008 1006 1011 1016
g2-g110 11 1888 1905 1899 1898 1899 1928 1925 1993
g2-g111 11 1315 1330 1362 1338 1344 1350 1343 1343
g2-g112 11 1900 1928 2100 1977 1919 1927 1952 1928
g2-g51 11 3 3 4 3 3 4 3 3
g2-g52 11 2 2 2 2 2 2 2 2
g2-g53 11 3 3 3 3 3 3 3 3
g2-g54 11 7 6 6 8 6 6 6 6
g2-g55 11 5 5 5 5 5 5 5 5
g2-g56 11 6 8 6 7 6 6 6 6
g2-g57 11 3 9 449 3 4 3 3 3
g2-g61 11 7 6 6 6 6 6 6 6
g2-g62 11 11 11 11 15 14 16 12 12
g2-g63 11 18 18 18 18 18 18 18 18
g2-g64 11 68 68 68 68 68 68 68 68
g2-g65 11 17 17 17 17 17 22 18 18
g2-g67 11 11 11 13 14 14 11 11 11
g2-g68 11 47 47 57 47 47 47 47 47
g2-g69 11 13 13 13 13 13 13 13 14
g2-g70 11 10 11 11 11 11 11 11 11
g2-g71 11 13 13 13 13 13 13 14 14
g2-g72 11 10 11 17 13 13 12 16 16
g2-g74 11 25 26 26 26 37 26 27 26
g2-g75 11 48 48 49 49 49 49 49 49
g2-g76 11 189 189 189 242 189 189 189 188
g2-g77 11 495 495 495 495 495 495 496 495
g2-g78 11 42 30 30 30 31 30 31 31
g2-g79 11 28 28 28 28 33 36 29 28
g2-g80 11 44 27 35 30 29 30 30 30
g2-g81 11 71 80 72 98 72 102 72 73
g2-g83 11 59 60 84 60 60 70 61 60
g2-g84 11 584 597 596 597 605 596 598 597
g2-g85 11 63 43 43 43 44 43 44 44
g2-g87 11 58 59 77 59 79 59 60 59
g2-g88 11 60 60 61 61 61 61 61 61
g2-g89 11 48 48 48 49 48 49 49 49
g2-g90 11 93 93 93 93 93 93 95 94
g2-g91 11 96 97 97 98 98 98 98 130
g2-g92 11 114 115 115 115 116 116 132 116
g2-g94 11 148 147 148 159 147 147 148 148
g2-g95 11 135 169 147 146 146 145 146 146
g2-g96 11 138 141 147 147 147 147 146 146
g2-g97 11 138 141 147 147 147 147 147 147
g2-g98 11 183 148 151 151 190 151 151 151
g2-g99 11 144 147 151 154 152 151 151 152
g20-g100 11 159 179 199 160 160 160 159 204
g20-g101 11 214 216 216 234 216 250 215 159968
g20-g102 11 243 250 243 344 240 240 244 1000001
g20-g103 11 315 304 305 305 311 305 357 1000003
g20-g104 11 462 466 461 464 464 463 477 1000002
g20-g105 11 465 486 548 467 502 467 480 1000003
g20-g106 11 917 922 942 924 921 927 11436 1000002
g20-g107 11 864 863 998 861 868 865 1368 1000011
g20-g108 11 1027 1014 1017 1011 1014 1024 1691 1000003
g20-g109 11 1082 1086 1102 1079 1079 1080 1075 797177
g20-g110 11 2097 2096 2096 2194 2273 2427 35126 1000016
g20-g111 11 1527 1463 1442 1463 1585 1447 14760 1000012
g20-g112 11 2051 2188 2049 2053 2050 2051 2094 1000020
g20-g51 11 4 4 4 6 4 4 4 1000000
g20-g52 11 3 3 3 4 3 4 3 7267
g20-g53 11 4 4 4 4 4 4 4 569079
g20-g54 11 7 7 7 7 7 8 8 395891
g20-g55 11 6 7 7 7 7 7 7 119274
g20-g56 11 7 8 8 8 8 8 8 511543
g20-g57 11 5 5 6 5 5 5 6 6
g20-g61 11 8 7 8 8 8 8 7 4707
g20-g62 11 13 13 13 13 13 13 17 185001
g20-g63 11 20 21 21 21 22 22 172415 1000000
g20-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g20-g65 11 19 19 19 19 20 20 29 1000000
g20-g67 11 13 13 17 13 13 17 13 10080
g20-g68 11 2591 70556 163204 377008 1000000 1000000 1000000 1000000
g20-g69 11 15 15 15 15 15 16 15 24762
g20-g70 11 17 13 13 16 13 13 15 677
g20-g71 11 15 20 16 16 16 16 15 35147
g20-g72 11 15 14 15 19 15 15 18 7306
g20-g74 11 29 41 29 38 29 38 30 1000000
g20-g75 11 59 68 105 156 195 248 3279 1000000
g20-g76 11 208 232 323 425 526 622 10054 1000000
g20-g77 11 534 546 660 786 907 1012 16567 1000000
g20-g78 11 33 33 33 44 34 34 143 1000001
g20-g79 11 31 31 41 31 31 31 33 327646
g20-g80 11 33 33 33 41 34 41 33 122
g20-g81 11 76 77 76 77 104 77 89 1000001
g20-g83 11 63 65 65 65 65 65 65 1000000
g20-g84 11 632 708 995 1302 1642 1882 24580 1000000
g20-g85 11 47 47 48 48 48 48 48 900
g20-g87 11 64 65 85 90 65 79 70 1000000
g20-g88 11 66 66 66 66 66 67 87 1000001
g20-g89 11 53 53 54 54 54 53 63 1123
g20-g90 11 142 100 101 101 119 109 100 374903
g20-g91 11 105 142 106 121 106 106 107 275256
g20-g92 11 125 125 126 134 125 126 133 312882
g20-g94 11 162 169 159 177 160 159 159 277441
g20-g95 11 170 159 158 159 159 172 169 14066
g20-g96 11 160 160 175 165 160 159 160 22208
g20-g97 11 160 160 160 212 160 160 160 15733
g20-g98 11 163 164 164 164 165 168 173 84416
g20-g99 11 165 164 174 164 165 165 164 85425
g21-g100 11 160 161 161 161 161 167 162 161
g21-g101 11 219 222 217 224 283 218 217 218
g21-g102 11 240 241 242 262 240 240 263 241
g21-g103 11 307 306 306 305 307 306 307 306
g21-g104 11 466 465 470 464 464 464 464 464
g21-g105 11 499 467 473 468 469 472 468 501
g21-g106 11 922 920 927 923 924 918 918 927
g21-g107 11 861 905 866 873 858 863 862 865
g21-g108 11 1018 1075 1016 1010 1049 1011 1033 1015
g21-g109 11 1080 1189 1092 1080 1082 1078 1082 1101
g21-g110 11 2002 1982 2020 1982 1969 1996 2024 1993
g21-g111 11 1451 1435 1437 1689 1689 1438 1445 1436
g21-g112 11 2045 2047 2117 2071 2156 2047 2069 2079
g21-g51 11 6 8 6 7 6 6 6 6
g21-g52 11 7 5 5 7 7 5 5 5
g21-g53 11 6 6 6 7 6 8 6 6
g21-g54 11 12 9 9 9 11 9 9 9
g21-g55 11 11 10 8 11 8 8 8 8
g21-g56 11 12 11 9 11 11 11 9 9
g21-g57 11 6 6 6 8 6 6 6 6
g21-g61 11 9 9 9 9 9 9 9 9
g21-g62 11 14 15 21 15 15 15 19 15
g21-g63 11 30 21 28 22 22 22 31 29
g21-g64 11 74 74 75 101 110 151 34693 1000000
g21-g65 11 21 29 21 21 21 21 21 22
g21-g67 11 20 14 15 15 18 15 15 15
g21-g68 11 51 51 64 68 51 51 51 51
g21-g69 11 17 17 17 17 17 17 17 17
g21-g70 11 14 14 19 14 14 14 14 15
g21-g71 11 17 22 17 17 17 17 22 22
g21-g72 11 16 16 16 16 16 16 16 17
g21-g74 11 42 30 30 30 30 30 30 31
g21-g75 11 69 56 56 74 56 81 56 438
g21-g76 11 248 233 329 429 503 635 1036 1760
g21-g77 11 519 550 691 832 941 1118 1685 2740
g21-g78 11 50 35 35 46 45 35 35 35
g21-g79 11 32 32 33 44 41 32 33 33
g21-g80 11 34 34 35 35 35 35 35 45
g21-g81 11 78 78 79 78 78 88 78 98
g21-g83 11 81 66 91 66 66 66 66 66
g21-g84 11 669 824 1071 1440 1695 2192 3653 6185
g21-g85 11 49 66 50 49 49 49 49 49
g21-g87 11 92 66 66 66 88 66 66 65
g21-g88 11 67 90 91 67 67 67 67 67
g21-g89 11 70 55 55 55 55 55 55 54
g21-g90 11 119 102 102 113 102 102 140 102
g21-g91 11 107 107 107 107 107 107 117 107
g21-g92 11 126 126 126 139 126 126 126 127
g21-g94 11 203 161 161 160 161 161 174 161
g21-g95 11 159 161 160 160 160 186 161 161
g21-g96 11 182 161 161 161 161 161 161 161
g21-g97 11 161 161 162 161 162 161 166 204
g21-g98 11 165 167 166 166 166 166 166 166
g21-g99 11 164 177 165 166 166 166 165 166
g22-g100 11 162 170 182 198 219 233 1000002 1000002
g22-g101 11 265 288 305 321 341 351 1000001 1000003
g22-g102 11 306 330 376 358 408 366 1000002 1000001
g22-g103 11 439 409 419 424 424 429 1000000 1000001
g22-g104 11 542 679 1000002 1000007 1000004 1000002 1000003 1000009
g22-g105 11 612 629 1000003 1000008 1000001 1000001 1000003 1000001
g22-g106 11 1341 1000003 1000003 1000014 1000002 1000006 1000002 1000002
g22-g107 11 1053 1442 1000003 1000009 1000002 1000003 1000011 1000004
g22-g108 11 1242 1000012 1000004 1000018 1000016 1000005 1000005 1000013
g22-g109 11 1349 1481 1533 1618 1688 23782 1000004 1000016
g22-g110 11 2646 2796 6302 10899 16487 24450 1000004 1000017
g22-g111 11 1995 1000012 1000019 1000009 1000010 1000007 1000010 1000015
g22-g112 11 2275 2489 2565 2757 3202 39578 1000004 1000016
g22-g51 11 4 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g22-g52 11 3 3 3 4 7 15 1000000 1000000
g22-g53 11 7 18 125 560 1000000 1000000 1000000 1000000
g22-g54 11 9 11 16 27 44 73 1000000 1000000
g22-g55 11 8 9 10 12 25 94 1000000 1000000
g22-g56 11 9 16 26 43 60 74 1000000 1000000
g22-g57 11 4 4 6 5 5 6 43050 1000000
g22-g61 11 12 11 11 12 13 3723 1000000 1000000
g22-g62 11 14 15 18 23 35 60 1000000 1000000
g22-g63 11 1311 17989 1000000 1000000 1000000 1000000 1000000 1000000
g22-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 352 3055
g22-g65 11 39 27 28 28 28 297 1000000 1000000
g22-g67 11 16 18 19 20 22 28 1000000 1000000
g22-g68 11 20671 82704 1000000 1000000 1000000 1000000 9046 573
g22-g69 11 19 22 31 31 25 6863 1000000 1000000
g22-g70 11 17 18 16 18 19 34 1000000 1000000
g22-g71 11 19 22 23 24 25 7375 1000000 1000000
g22-g72 11 15 15 15 16 626 14333 1000000 1000000
g22-g74 11 31 32 41 54 68 99 1000000 1000000
g22-g75 11 64 74 123 175 239 303 1000000 1000000
g22-g76 11 211 220 343 404 531 628 1000000 1000000
g22-g77 11 517 527 651 779 861 946 1000000 1000000
g22-g78 11 64 58 135 235 339 439 1000000 1000000
g22-g79 11 37 39 57 44 46 132 1000001 1000000
g22-g80 11 33 34 36 38 41 45 990525 1000001
g22-g81 11 104 106 107 108 109 1261 1000000 1000001
g22-g83 11 96 100 100 100 112 1254 1000001 1000000
g22-g84 11 668 667 993 1317 1529 1755 1000000 1000001
g22-g85 11 58 55 60 67 71 74 1000000 1000001
g22-g87 11 80 85 123 171 284 583 1000000 1000000
g22-g88 11 86 93 194 367 462 742 1000001 1000000
g22-g89 11 58 65 74 95 81 97 1000000 1000001
g22-g90 11 203 205 154 161 173 2185 1000002 1000001
g22-g91 11 117 128 137 144 171 2303 1000001 1000001
g22-g92 11 140 152 163 172 229 4469 1000002 1000002
g22-g94 11 202 222 233 242 251 2587 1000001 1000002
g22-g95 11 203 173 178 195 671 579573 1000002 1000002
g22-g96 11 165 178 190 195 728 1000001 1000004 1000001
g22-g97 11 166 197 183 197 275 1000001 1000002 1000001
g22-g98 11 238 190 204 290 1000001 1000001 1000002 1000004
g22-g99 11 177 189 240 290 1000001 1000001 1000001 1000002
g23-g100 11 190 194 202 212 216 219 2809 1000002
g23-g101 11 295 374 292 315 325 331 1000001 1000001
g23-g102 11 363 331 346 349 356 357 1000002 1000001
g23-g103 11 470 407 414 417 468 427 1000003 1000003
g23-g104 11 575 586 612 941 7902 1000002 5792 1000001
g23-g105 11 549 599 616 754 8021 1000007 39082 1000003
g23-g106 11 1121 1209 1483 7450 395419 1000003 5940 4581
g23-g107 11 1020 1091 1164 2192 283874 1000004 8975 1000013
g23-g108 11 1331 1294 1367 3248 445934 1000010 120133 1000003
g23-g109 11 1271 1414 1473 1619 1720 1752 1000009 1000010
g23-g110 11 2721 2674 2801 3969 6374 9777 1000010 1000012
g23-g111 11 1746 1826 2184 9251 494232 1000010 9702 1000014
g23-g112 11 2401 2605 2623 2747 2782 3041 1000020 1000018
g23-g51 11 5 7 318184 1000000 1000000 1000000 1000000 16
g23-g52 11 3 4 4 4 4 5 1000000 1000000
g23-g53 11 7 6 6 8 8 1337 1000000 20
g23-g54 11 9 10 12 11 14 19 1000000 1000000
g23-g55 11 10 10 10 10 11 12 1000000 1000000
g23-g56 11 9 14 11 12 15 26 1000000 1000000
g23-g57 11 6 5 6 7 8 7 37143 1000000
g23-g61 11 9 10 11 12 13 13 1000000 1000000
g23-g62 11 15 19 17 17 19 29 1000000 1000000
g23-g63 11 39 44 267 33066 1000000 1000000 1000000 178
g23-g64 11 1000000 1000001 1000000 1000000 1000000 1000000 1000000 97006
g23-g65 11 26 27 28 28 38 28 1000000 1000000
g23-g67 11 21 22 18 20 21 22 1000000 1000000
g23-g68 11 60 2554 7240 1000000 1000000 1000000 1000000 85
g23-g69 11 18 21 22 30 32 26 1000000 1000000
g23-g70 11 15 16 17 18 19 20 1000000 1000000
g23-g71 11 19 21 23 24 36 26 1000000 1000000
g23-g72 11 15 23 19 19 20 21 1000000 1000000
g23-g74 11 45 34 36 42 50 57 1000000 1000000
g23-g75 11 63 69 94 171 192 259 1000000 1000000
g23-g76 11 214 233 344 425 530 649 1000000 1000000
g23-g77 11 531 578 670 778 903 1024 1000000 1000000
g23-g78 11 44 58 49 50 60 127 1000000 1000000
g23-g79 11 39 42 53 62 45 47 1000000 1000001
g23-g80 11 36 39 42 44 46 47 268862 1000001
g23-g81 11 121 117 106 108 110 111 1000000 1000001
g23-g83 11 84 100 142 101 119 101 1000000 1000001
g23-g84 11 645 714 1049 1304 1635 1973 1000001 1000000
g23-g85 11 55 60 64 66 67 70 1385 1000001
g23-g87 11 112 96 89 93 118 165 1000001 1000001
g23-g88 11 82 127 94 98 119 289 1000000 1000000
g23-g89 11 63 80 72 89 104 84 1250 1000001
