instance family
si4_b09_m200.05 3 20
si4_b09_m200.07 3 14
si4_b09_m200.03 3 20
si4_m4Dr4_m256.05 6 19
si4_m4Dr4_m256.09 6 19
si4_m4Dr4_m256.01 6 20
si4_m4Dr4_m256.03 6 20
si4_m4Dr4_m256.06 6 19
si4_m4Dr4_m256.07 6 19
si4_m4Dr4_m256.00 6 29
si4_m4Dr4_m256.02 6 19
si4_m4Dr4_m256.08 6 20
si4_m4Dr4_m256.04 6 20
si2_m4D_m625.01 5 111
si2_m4D_m625.00 5 193
si2_m4D_m625.08 5 110
si2_m4D_m625.04 5 116
si2_m4D_m625.09 5 110
si2_m4D_m625.02 5 164
si2_m4D_m625.05 5 170
si2_m4D_m625.06 5 136
si2_m4D_m625.07 5 110
si2_m4D_m625.03 5 179
si4_b09_m800.03 3 375
si4_b09_m800.02 3 375
si4_b09_m800.09 3 375
si4_b09_m800.06 3 401
si4_b09_m800.04 3 376
si4_b09_m800.05 3 375
si4_b09_m800.00 3 375
si4_b09_m800.01 3 375
si4_b09_m800.07 3 415
si4_b09_m800.08 3 375
si2_m4Dr4_m256.05 6 18
si2_m4Dr4_m256.02 6 14
si2_m4Dr4_m256.00 6 20
si2_m4Dr4_m256.07 6 14
si2_m4Dr4_m256.03 6 20
si2_m4Dr4_m256.06 6 14
si2_m4Dr4_m256.04 6 14
si2_m4Dr4_m256.09 6 14
si2_m4Dr4_m256.01 6 14
si2_m4Dr4_m256.08 6 14
si6_m4Dr2_m256.04 6 37
si6_m4Dr2_m256.08 6 26
si6_m4Dr2_m256.00 6 26
si6_m4Dr2_m256.07 6 36
si6_m4Dr2_m256.01 6 26
si6_m4Dr2_m256.09 6 26
si6_m4Dr2_m256.03 6 26
si6_m4Dr2_m256.05 6 26
si6_m4Dr2_m256.02 6 27
si6_m4Dr2_m256.06 6 38
si6_b06_m800.00 3 571
si6_b06_m800.05 3 550
si6_b06_m800.02 3 549
si6_b06_m800.07 3 599
si6_b06_m800.08 3 551
si6_b06_m800.09 3 550
si6_b06_m800.06 3 569
si6_b06_m800.01 3 549
si6_b06_m800.04 3 605
si6_b06_m800.03 3 549
si4_b09m_m800.06 4 354
si4_b09m_m800.01 4 344
si4_b09m_m800.02 4 346
si4_b09m_m800.08 4 348
si4_b09m_m800.04 4 350
si4_b09m_m800.03 4 349
si4_b09m_m800.09 4 363
si4_b09m_m800.05 4 356
si4_b09m_m800.00 4 349
si4_b09m_m800.07 4 358
si2_b06_m800.04 3 217
si2_b06_m800.07 3 217
si2_b06_m800.02 3 231
si2_b06_m800.00 3 217
si2_b06_m800.03 3 235
si2_b06_m800.05 3 217
si2_b06_m800.09 3 217
si2_b06_m800.01 3 217
si2_b06_m800.08 3 216
si2_b06_m800.06 3 216
si6_m4D_m256.03 5 24
si6_m4D_m256.08 5 24
si6_m4D_m256.07 5 25
si6_m4D_m256.00 5 25
si6_m4D_m256.01 5 25
si6_m4D_m256.05 5 24
si6_m4D_m256.09 5 38
si6_m4D_m256.04 5 25
si6_m4D_m256.02 5 25
si6_m4D_m256.06 5 25
si2_b06m_m800.07 4 211
si2_b06m_m800.02 4 209
si2_b06m_m800.03 4 226
si2_b06m_m800.01 4 205
si2_b06m_m800.08 4 209
si2_b06m_m800.04 4 208
si2_b06m_m800.06 4 203
si2_b06m_m800.09 4 207
si2_b06m_m800.05 4 209
si2_b06m_m800.00 4 230
si4_b06m_m200.00 4 12
si4_b06m_m200.08 4 12
si4_b06m_m200.05 4 12
si4_b06m_m200.09 4 12
si4_b06m_m200.01 4 12
si4_b06m_m200.07 4 12
si4_b06m_m200.02 4 12
si4_b06m_m200.04 4 12
si4_b06m_m200.06 4 12
si4_b06m_m200.03 4 12
si6_r001_m400.09 7 123
si6_r001_m400.05 7 96
si6_r001_m400.00 7 95
si6_r001_m400.04 7 102
si6_r001_m400.07 7 93
si6_r001_m400.06 7 103
si6_r001_m400.02 7 113
si6_r001_m400.03 7 131
si6_r001_m400.08 7 112
si6_r001_m400.01 7 98
si6_m4D_m625.00 5 205
si6_m4D_m625.07 5 754
si6_m4D_m625.05 5 806
si6_m4D_m625.08 5 206
si6_m4D_m625.02 5 206
si6_m4D_m625.03 5 3136
si6_m4D_m625.04 5 227
si6_m4D_m625.09 5 1106
si6_m4D_m625.01 5 207
si6_m4D_m625.06 5 349
si6_b09m_m800.02 4 480
si6_b09m_m800.09 4 481
si6_b09m_m800.04 4 466
si6_b09m_m800.07 4 481
si6_b09m_m800.00 4 478
si6_b09m_m800.05 4 479
si6_b09m_m800.03 4 465
si6_b09m_m800.01 4 475
si6_b09m_m800.06 4 476
si6_b09m_m800.08 4 493
si4_m4Dr6_m1296.01 6 1265
si4_m4Dr6_m1296.07 6 1250
si4_m4Dr6_m1296.06 6 1339
si4_m4Dr6_m1296.02 6 1203
si4_m4Dr6_m1296.08 6 1250
si4_m4Dr6_m1296.03 6 1200
si4_m4Dr6_m1296.00 6 1244
si4_m4Dr6_m1296.09 6 1353
si4_m4Dr6_m1296.05 6 1225
si4_m4Dr6_m1296.04 6 1213
si2_b06_m400.09 3 40
si2_b06_m400.02 3 40
si2_b06_m400.00 3 40
si2_b06_m400.03 3 40
si2_b06_m400.07 3 40
si2_b06_m400.04 3 40
si2_b06_m400.05 3 40
si2_b06_m400.01 3 61
si2_b06_m400.08 3 40
si2_b06_m400.06 3 61
si4_r01_m200.01 7 1050
si4_r01_m200.08 7 23258
si4_r01_m200.03 7 8850
si4_r01_m200.04 7 7514
si4_r01_m200.07 7 7858
si4_r01_m200.02 7 12258
si4_r01_m200.05 7 18980
si4_r01_m200.06 7 3547
si4_r01_m200.00 7 12969
si4_r01_m200.09 7 11406
si2_r001_m400.06 7 238
si2_r001_m400.08 7 335
si2_r001_m400.09 7 2629
si2_r001_m400.01 7 64
si2_r001_m400.03 7 201
si2_r001_m400.04 7 54
si2_r001_m400.05 7 203
si2_r001_m400.02 7 118
si2_r001_m400.00 7 226
si2_r001_m400.07 7 37606
si4_b03m_m800.03 4 286
si4_b03m_m800.05 4 369
si4_b03m_m800.06 4 289
si4_b03m_m800.01 4 282
si4_b03m_m800.08 4 287
si4_b03m_m800.09 4 286
si4_b03m_m800.00 4 340
si4_b03m_m800.02 4 303
si4_b03m_m800.07 4 282
si4_b03m_m800.04 4 306
si2_r01_m200.03 7 30505
si2_r01_m200.00 7 4953
si2_r01_m200.05 7 1694
si2_r01_m200.01 7 9132
si2_r01_m200.08 7 2282
si2_r01_m200.06 7 29898
si2_r01_m200.09 7 4194
si2_r01_m200.02 7 11849
si2_r01_m200.07 7 9095
si2_r01_m200.04 7 1981
si2_r01_m400.04 7 148314
si2_r01_m400.00 7 1000000
si2_r01_m400.07 7 1000000
si2_r01_m400.09 7 240692
si2_r01_m400.01 7 508713
si2_r01_m400.03 7 121340
si2_r01_m400.02 7 68573
si2_r01_m400.05 7 861744
si2_r01_m400.06 7 255209
si2_r01_m400.08 7 316602
si4_m4D_m625.09 5 164
si4_m4D_m625.03 5 165
si4_m4D_m625.07 5 280
si4_m4D_m625.02 5 713
si4_m4D_m625.00 5 149
si4_m4D_m625.01 5 4953
si4_m4D_m625.04 5 148
si4_m4D_m625.06 5 163
si4_m4D_m625.08 5 215
si4_m4D_m625.05 5 147
si6_m4Dr6_m256.05 6 28
si6_m4Dr6_m256.04 6 27
si6_m4Dr6_m256.03 6 27
si6_m4Dr6_m256.02 6 27
si6_m4Dr6_m256.08 6 27
si6_m4Dr6_m256.00 6 28
si6_m4Dr6_m256.09 6 27
si6_m4Dr6_m256.07 6 27
si6_m4Dr6_m256.06 6 33
si6_m4Dr6_m256.01 6 27
si6_b09_m400.07 3 138
si6_b09_m400.03 3 98
si6_b09_m400.04 3 145
si6_b09_m400.06 3 98
si6_b09_m400.05 3 98
si6_b09_m400.09 3 98
si6_b09_m400.02 3 98
si6_b09_m400.01 3 98
si6_b09_m400.08 3 98
si6_b09_m400.00 3 98
si6_b06_m400.03 3 93
si6_b06_m400.08 3 93
si6_b06_m400.07 3 93
si6_b06_m400.04 3 93
si6_b06_m400.05 3 93
si6_b06_m400.06 3 125
si6_b06_m400.02 3 93
si6_b06_m400.01 3 93
si6_b06_m400.00 3 93
si6_b06_m400.09 3 138
si6_b03m_m200.04 4 17
si6_b03m_m200.07 4 13
si6_b03m_m200.08 4 13
si6_b03m_m200.02 4 13
si6_b03m_m200.03 4 13
si6_b03m_m200.06 4 13
si6_b03m_m200.01 4 13
si6_b03m_m200.09 4 13
si6_b03m_m200.00 4 13
si6_b03m_m200.05 4 19
si4_b06_m800.04 3 365
si4_b06_m800.00 3 365
si4_b06_m800.08 3 381
si4_b06_m800.05 3 366
si4_b06_m800.03 3 423
si4_b06_m800.06 3 365
si4_b06_m800.07 3 449
si4_b06_m800.01 3 375
si4_b06_m800.02 3 365
si4_b06_m800.09 3 364
si6_b09m_m200.07 4 18
si6_b09m_m200.06 4 18
si6_b09m_m200.01 4 18
si6_b09m_m200.08 4 18
si6_b09m_m200.00 4 18
si6_b09m_m200.09 4 18
si6_b09m_m200.02 4 26
si6_b09m_m200.05 4 18
si6_b09m_m200.03 4 18
si6_b09m_m200.04 4 18
si4_b09m_m400.07 4 66
si4_b09m_m400.06 4 65
si4_b09m_m400.00 4 65
si4_b09m_m400.08 4 97
si4_b09m_m400.04 4 67
si4_b09m_m400.09 4 66
si4_b09m_m400.02 4 65
si4_b09m_m400.03 4 65
si4_b09m_m400.01 4 65
si4_b09m_m400.05 4 66
si6_m4Dr4_m1296.03 6 1683
si6_m4Dr4_m1296.06 6 1703
si6_m4Dr4_m1296.04 6 1729
si6_m4Dr4_m1296.01 6 1661
si6_m4Dr4_m1296.09 6 1661
si6_m4Dr4_m1296.02 6 1784
si6_m4Dr4_m1296.08 6 1784
si6_m4Dr4_m1296.05 6 1755
si6_m4Dr4_m1296.07 6 1743
si6_m4Dr4_m1296.00 6 1657
si6_b06_m200.09 3 25
si6_b06_m200.03 3 17
si6_b06_m200.05 3 17
si6_b06_m200.00 3 17
si6_b06_m200.08 3 17
si6_b06_m200.02 3 17
si6_b06_m200.06 3 17
si6_b06_m200.04 3 17
si6_b06_m200.01 3 17
si6_b06_m200.07 3 18
si4_m4Dr6_m625.02 6 173
si4_m4Dr6_m625.06 6 179
si4_m4Dr6_m625.03 6 174
si4_m4Dr6_m625.07 6 183
si4_m4Dr6_m625.08 6 190
si4_m4Dr6_m625.09 6 195
si4_m4Dr6_m625.00 6 174
si4_m4Dr6_m625.01 6 241
si4_m4Dr6_m625.05 6 175
si4_m4Dr6_m625.04 6 178
si6_b06m_m200.09 4 15
si6_b06m_m200.02 4 15
si6_b06m_m200.05 4 15
si6_b06m_m200.00 4 15
si6_b06m_m200.07 4 15
si6_b06m_m200.04 4 15
si6_b06m_m200.08 4 16
si6_b06m_m200.06 4 15
si6_b06m_m200.03 4 15
si6_b06m_m200.01 4 15
si6_m4Dr4_m256.05 6 27
si6_m4Dr4_m256.03 6 27
si6_m4Dr4_m256.02 6 27
si6_m4Dr4_m256.01 6 26
si6_m4Dr4_m256.08 6 40
si6_m4Dr4_m256.09 6 29
si6_m4Dr4_m256.07 6 27
si6_m4Dr4_m256.06 6 27
si6_m4Dr4_m256.04 6 26
si6_m4Dr4_m256.00 6 27
si4_r001_m600.01 7 350
si4_r001_m600.08 7 440
si4_r001_m600.02 7 342
si4_r001_m600.07 7 385
si4_r001_m600.05 7 262
si4_r001_m600.06 7 342
si4_r001_m600.00 7 353
si4_r001_m600.04 7 213
si4_r001_m600.09 7 238
si4_r001_m600.03 7 2137
si2_b09m_m200.08 4 10
si2_b09m_m200.06 4 14
si2_b09m_m200.03 4 10
si2_b09m_m200.09 4 10
si2_b09m_m200.04 4 10
si2_b09m_m200.00 4 14
si2_b09m_m200.01 4 10
si2_b09m_m200.05 4 14
si2_b09m_m200.07 4 10
si2_b09m_m200.02 4 10
si6_b03_m200.01 3 23
si6_b03_m200.03 3 16
si6_b03_m200.04 3 16
si6_b03_m200.08 3 23
si6_b03_m200.07 3 16
si6_b03_m200.09 3 16
si6_b03_m200.05 3 16
si6_b03_m200.02 3 16
si6_b03_m200.06 3 23
si6_b03_m200.00 3 16
si6_b09_m200.09 3 27
si6_b09_m200.06 3 19
si6_b09_m200.08 3 19
si6_b09_m200.03 3 19
si6_b09_m200.00 3 19
si6_b09_m200.02 3 19
si6_b09_m200.07 3 19
si6_b09_m200.04 3 27
si6_b09_m200.01 3 19
si6_b09_m200.05 3 19
g10-g11 2 1000000
g10-g12 2 1000000
g10-g13 2 1000000
g10-g14 2 1000000
g10-g15 2 1000000
g10-g16 2 1000000
g10-g20 2 1000000
g10-g21 2 28844
g10-g22 2 1000000
g10-g23 2 1000000
g10-g25 2 1000000
g10-g26 2 1000000
g10-g27 2 1000000
g10-g28 2 1000000
g10-g29 2 1000000
g10-g30 2 1000000
g10-g31 2 1000000
g10-g32 2 2787
g10-g33 2 1000000
g10-g37 2 1000000
g10-g38 2 1000000
g10-g40 2 1000000
g10-g41 2 1000000
g10-g42 2 1000000
g10-g43 2 1000000
g10-g44 2 1000000
g10-g45 2 1000000
g10-g46 2 1000000
g10-g47 2 1000000
g10-g48 2 1000000
g10-g49 2 1000000
g10-g50 2 1000000
g11-g12 2 1000000
g11-g13 2 1000000
g11-g14 2 1000000
g11-g15 2 1000000
g11-g16 2 1000000
g11-g20 2 1000000
g11-g21 2 164531
g11-g22 2 1000000
g11-g23 2 1000000
g11-g25 2 1000000
g11-g26 2 1000000
g11-g27 2 1000000
g11-g28 2 1000000
g11-g29 2 1000000
g11-g30 2 1000000
g11-g31 2 1000000
g11-g32 2 6626
g11-g33 2 1000000
g11-g37 2 1000000
g11-g38 2 1000000
g11-g40 2 1000000
g11-g41 2 1000000
g11-g42 2 1000000
g11-g43 2 1000000
g11-g44 2 1000000
g11-g45 2 1000000
g11-g46 2 1000000
g11-g47 2 1000000
g11-g48 2 1000000
g11-g49 2 1000000
g11-g50 2 1000000
g12-g20 2 1000000
g12-g21 2 1000000
g12-g23 2 1000000
g12-g26 2 1000000
g12-g27 2 1000000
g12-g29 2 1000000
g12-g30 2 1000000
g12-g31 2 1000000
g12-g32 2 31178
g12-g38 2 1000000
g12-g40 2 1000000
g12-g43 2 1000000
g12-g44 2 1000000
g12-g45 2 1000000
g12-g46 2 1000000
g12-g47 2 1000000
g12-g48 2 1000000
g12-g50 2 1000000
g13-g15 2 1
g13-g20 2 1000000
g13-g21 2 13028
g13-g23 2 1000000
g13-g25 2 1000000
g13-g26 2 1000000
g13-g27 2 1000000
g13-g29 2 1000000
g13-g30 2 1000000
g13-g31 2 1000000
g13-g32 2 510
g13-g38 2 1000000
g13-g40 2 1000000
g13-g43 2 1000000
g13-g44 2 1000000
g13-g45 2 1000000
g13-g46 2 1000000
g13-g47 2 1000000
g13-g48 2 1000000
g13-g49 2 1000000
g13-g50 2 1000000
g14-g15 2 1000000
g14-g20 2 1000000
g14-g21 2 2019
g14-g23 2 1000000
g14-g25 2 1000000
g14-g26 2 1000000
g14-g27 2 60
g14-g29 2 1000000
g14-g30 2 1000000
g14-g31 2 1000000
g14-g32 2 138634
g14-g38 2 1000000
g14-g40 2 1000000
g14-g43 2 1000000
g14-g44 2 1000004
g14-g45 2 1000000
g14-g46 2 1000000
g14-g47 2 1000000
g14-g48 2 1000000
g14-g49 2 1000000
g14-g50 2 1000000
g15-g20 2 1000000
g15-g21 2 45296
g15-g23 2 1000000
g15-g25 2 1000000
g15-g26 2 1000000
g15-g27 2 1000000
g15-g29 2 1000000
g15-g30 2 1000000
g15-g31 2 1000000
g15-g32 2 2079
g15-g38 2 1000000
g15-g40 2 1000000
g15-g43 2 1000000
g15-g44 2 1000000
g15-g45 2 1000000
g15-g46 2 1000000
g15-g47 2 1000000
g15-g48 2 1000000
g15-g49 2 1000000
g15-g50 2 1000000
g16-g20 2 1000000
g16-g21 2 219122
g16-g22 2 1000000
g16-g23 2 1000000
g16-g25 2 1000000
g16-g26 2 1000000
g16-g27 2 1000000
g16-g28 2 1000000
g16-g29 2 1000000
g16-g30 2 1000000
g16-g31 2 1000000
g16-g32 2 1000000
g16-g33 2 1000000
g16-g37 2 5
g16-g38 2 1000000
g16-g40 2 1000000
g16-g43 2 1000000
g16-g44 2 1000000
g16-g45 2 1000000
g16-g46 2 1000000
g16-g47 2 1000000
g16-g48 2 1000000
g16-g49 2 1000000
g16-g50 2 1000000
g17-g18 2 1000000
g17-g19 2 1000000
g17-g20 2 1000000
g17-g21 2 277450
g17-g22 2 1000000
g17-g23 2 1000000
g17-g24 2 1000000
g17-g25 2 1000000
g17-g26 2 1000000
g17-g27 2 1000000
g17-g28 2 1000000
g17-g29 2 1000000
g17-g30 2 1000000
g17-g31 2 1000000
g17-g32 2 7126
g17-g33 2 1000000
g17-g34 2 1000000
g17-g35 2 1000000
g17-g36 2 1000000
g17-g37 2 1000000
g17-g38 2 1000000
g17-g39 2 1000000
g17-g40 2 1000000
g17-g41 2 1000000
g17-g42 2 1000000
g17-g43 2 1000000
g17-g44 2 1000000
g17-g45 2 1000000
g17-g46 2 1000000
g17-g47 2 1000000
g17-g48 2 1000000
g17-g49 2 1000000
g17-g50 2 1000000
g18-g19 2 1000000
g18-g20 2 1000000
g18-g21 2 333254
g18-g22 2 1000000
g18-g23 2 1000000
g18-g24 2 1000000
g18-g25 2 1000000
g18-g26 2 1000000
g18-g27 2 1000000
g18-g28 2 1000000
g18-g29 2 1000000
g18-g30 2 1000000
g18-g31 2 1000000
g18-g32 2 9443
g18-g33 2 1000000
g18-g34 2 1000000
g18-g35 2 1000000
g18-g36 2 1000000
g18-g37 2 1000000
g18-g38 2 1000000
g18-g39 2 1000000
g18-g40 2 1000000
g18-g41 2 1000000
g18-g42 2 1000000
g18-g43 2 1000000
g18-g44 2 1000000
g18-g45 2 1000000
g18-g46 2 1000000
g18-g47 2 1000000
g18-g48 2 1000000
g18-g49 2 1000000
g18-g50 2 1000000
g19-g20 2 1000000
g19-g21 2 665466
g19-g22 2 1000000
g19-g23 2 1000000
g19-g25 2 1000000
g19-g26 2 1000000
g19-g27 2 1000000
g19-g28 2 1000000
g19-g29 2 1000000
g19-g30 2 1000000
g19-g31 2 1000000
g19-g32 2 15589
g19-g33 2 1000000
g19-g35 2 1000000
g19-g37 2 1000000
g19-g38 2 1000000
g19-g40 2 1000000
g19-g41 2 1000000
g19-g42 2 1000000
g19-g43 2 1000000
g19-g44 2 1000000
g19-g45 2 1000000
g19-g46 2 1000000
g19-g47 2 1000000
g19-g48 2 1000000
g19-g49 2 1000000
g19-g50 2 1000000
g2-g10 2 0
g2-g11 2 0
g2-g12 2 18
g2-g13 2 4
g2-g14 2 5
g2-g15 2 4
g2-g16 2 0
g2-g17 2 0
g2-g18 2 1
g2-g19 2 1
g2-g20 2 1
g2-g21 2 89
g2-g22 2 1
g2-g23 2 10
g2-g24 2 2
g2-g25 2 39
g2-g26 2 18
g2-g27 2 2
g2-g28 2 1
g2-g29 2 5
g2-g3 2 11
g2-g30 2 4
g2-g31 2 4
g2-g32 2 119
g2-g33 2 2
g2-g34 2 2
g2-g35 2 3
g2-g36 2 2
g2-g37 2 3
g2-g38 2 1000000
g2-g39 2 2
g2-g4 2 2
g2-g40 2 154680
g2-g41 2 2
g2-g42 2 3
g2-g43 2 4
g2-g44 2 7
g2-g45 2 4
g2-g46 2 7
g2-g47 2 5
g2-g48 2 7
g2-g49 2 4
g2-g5 2 0
g2-g50 2 16
g2-g6 2 14
g2-g7 2 108
g2-g8 2 0
g2-g9 2 23
g20-g21 2 1000000
g20-g23 2 1000000
g20-g26 2 1000000
g20-g27 2 1000000
g20-g29 2 1000000
g20-g30 2 1000000
g20-g31 2 1000000
g20-g32 2 1000000
g20-g38 2 1000000
g20-g40 2 1000000
g20-g43 2 1000000
g20-g44 2 1000000
g20-g45 2 1000000
g20-g48 2 1000000
g20-g50 2 1000000
g21-g27 2 1000000
g21-g32 2 1000000
g21-g40 2 1000000
g21-g50 2 1000000
g22-g23 2 1000000
g22-g25 2 1000000
g22-g26 2 1000000
g22-g27 2 1000000
g22-g28 2 1000000
g22-g29 2 1000000
g22-g30 2 1000000
g22-g31 2 1000000
g22-g32 2 2568
g22-g33 2 1000000
g22-g37 2 9
g22-g38 2 1000000
g22-g40 2 1000000
g22-g43 2 1000000
g22-g44 2 1000000
g22-g45 2 1000000
g22-g46 2 1000000
g22-g47 2 1000000
g22-g48 2 1000000
g22-g49 2 1000000
g22-g50 2 1000000
g23-g27 2 1000000
g23-g32 2 1000000
g23-g40 2 1000000
g23-g50 2 1000000
g24-g25 2 1000000
g24-g26 2 1000000
g24-g27 2 1000003
g24-g28 2 1000000
g24-g29 2 1000000
g24-g30 2 1000000
g24-g31 2 1000000
g24-g32 2 982
g24-g33 2 1000000
g24-g35 2 1000000
g24-g36 2 1000000
g24-g37 2 1000000
g24-g38 2 1000000
g24-g39 2 1000000
g24-g40 2 1000000
g24-g41 2 1000000
g24-g42 2 1000000
g24-g43 2 1000000
g24-g44 2 1000000
g24-g45 2 1000000
g24-g46 2 1000000
g24-g47 2 1000000
g24-g48 2 1000000
g24-g49 2 1000000
g24-g50 2 1000000
g25-g26 2 1000000
g25-g27 2 1000000
g25-g29 2 1000000
g25-g30 2 1000000
g25-g31 2 1000000
g25-g32 2 1000000
g25-g38 2 1000000
g25-g40 2 1000000
g25-g43 2 1000000
g25-g44 2 1000000
g25-g45 2 1000000
g25-g46 2 1000000
g25-g47 2 1000000
g25-g48 2 1000000
g25-g49 2 1000000
g25-g50 2 1000000
g26-g27 2 1000000
g26-g32 2 1000000
g26-g40 2 1000000
g26-g50 2 1000000
g27-g32 2 1000000
g27-g50 2 1000000
g28-g29 2 1000000
g28-g30 2 1000000
g28-g31 2 1000000
g28-g32 2 3807
g28-g33 2 1000000
g28-g37 2 1000000
g28-g38 2 1000000
g28-g40 2 1000000
g28-g43 2 1000000
g28-g44 2 1000000
g28-g45 2 1000000
g28-g46 2 1000000
g28-g47 2 1000000
g28-g48 2 1000000
g28-g49 2 1000000
g28-g50 2 1000000
g29-g30 2 1000000
g29-g31 2 1000000
g29-g32 2 1000000
g29-g40 2 1000000
g29-g44 2 1000000
g29-g45 2 1000000
g29-g50 2 1000000
g3-g10 2 13
g3-g11 2 293
g3-g12 2 386
g3-g13 2 10
g3-g14 2 41
g3-g15 2 13
g3-g16 2 88
g3-g17 2 112
g3-g18 2 205
g3-g19 2 693
g3-g20 2 1
g3-g21 2 312
g3-g22 2 56
g3-g23 2 97
g3-g24 2 22
g3-g25 2 83
g3-g26 2 29
g3-g27 2 69
g3-g28 2 54
g3-g29 2 4
g3-g30 2 4
g3-g31 2 4
g3-g32 2 224
g3-g33 2 79
g3-g34 2 460
g3-g35 2 102
g3-g36 2 30
g3-g37 2 68
g3-g38 2 8618
g3-g39 2 399
g3-g4 2 5
g3-g40 2 172336
g3-g41 2 426
g3-g42 2 478
g3-g43 2 1891
g3-g44 2 5
g3-g45 2 6
g3-g46 2 5
g3-g47 2 5
g3-g48 2 5
g3-g49 2 4827
g3-g5 2 4
g3-g50 2 37393
g3-g6 2 14
g3-g7 2 46
g3-g8 2 10
g3-g9 2 45
g30-g31 2 1000000
g30-g32 2 1000000
g30-g40 2 1000000
g30-g44 2 1000000
g30-g45 2 1000000
g30-g50 2 1000000
g31-g32 2 1000000
g31-g40 2 1000000
g31-g50 2 1000000
g33-g37 2 1000000
g33-g38 2 1000000
g33-g40 2 1000000
g33-g43 2 1000000
g33-g44 2 1000000
g33-g45 2 1000000
g33-g46 2 1000000
g33-g47 2 1000000
g33-g48 2 1000000
g33-g49 2 1000000
g33-g50 2 1000000
g34-g35 2 1000000
g34-g36 2 1000000
g34-g37 2 1000000
g34-g38 2 1000000
g34-g39 2 1000000
g34-g40 2 1000000
g34-g41 2 1000000
g34-g42 2 1000000
g34-g43 2 1000000
g34-g44 2 1000000
g34-g45 2 1000000
g34-g46 2 1000000
g34-g47 2 1000000
g34-g48 2 1000000
g34-g49 2 1000000
g34-g50 2 1000000
g35-g37 2 1000000
g35-g38 2 1000000
g35-g40 2 1000000
g35-g41 2 1000000
g35-g42 2 1000000
g35-g43 2 1000000
g35-g44 2 1000000
g35-g45 2 1000000
g35-g46 2 1000000
g35-g47 2 1000000
g35-g48 2 1000000
g35-g49 2 1000000
g35-g50 2 1000000
g36-g37 2 1000000
g36-g38 2 1000000
g36-g40 2 1000000
g36-g41 2 1000000
g36-g42 2 1000000
g36-g43 2 1000000
g36-g44 2 1000000
g36-g45 2 1000000
g36-g46 2 1000000
g36-g47 2 1000000
g36-g48 2 1000000
g36-g49 2 1000000
g36-g50 2 1000000
g37-g38 2 1000000
g37-g40 2 1000000
g37-g43 2 1000000
g37-g44 2 1000000
g37-g45 2 1000000
g37-g46 2 1000000
g37-g47 2 1000000
g37-g48 2 1000000
g37-g49 2 1000000
g37-g50 2 1000000
g38-g40 2 1000000
g38-g43 2 1000000
g38-g44 2 1000000
g38-g45 2 1000000
g38-g50 2 1000000
g39-g40 2 1000000
g39-g41 2 1000000
g39-g42 2 1000000
g39-g43 2 1000000
g39-g44 2 1000000
g39-g45 2 1000000
g39-g46 2 1000000
g39-g47 2 1000000
g39-g48 2 1000000
g39-g49 2 1000000
g39-g50 2 1000000
g4-g10 2 3
g4-g11 2 8
g4-g12 2 17
g4-g13 2 1
g4-g14 2 2
g4-g15 2 0
g4-g16 2 269
g4-g20 2 777
g4-g21 2 3
g4-g22 2 2
g4-g23 2 1
g4-g25 2 1
g4-g26 2 1
g4-g27 2 2
g4-g28 2 11
g4-g29 2 772
g4-g30 2 439
g4-g31 2 1619
g4-g32 2 11
g4-g33 2 17
g4-g37 2 8
g4-g38 2 22
g4-g40 2 11
g4-g41 2 18
g4-g42 2 1856
g4-g43 2 61
g4-g44 2 1599
g4-g45 2 986
g4-g46 2 194
g4-g47 2 180
g4-g48 2 352
g4-g49 2 144
g4-g5 2 2
g4-g50 2 11
g4-g6 2 2
g4-g7 2 5
g4-g9 2 2
g40-g50 2 1000000
g41-g42 2 1000000
g41-g43 2 1000000
g41-g44 2 1000000
g41-g45 2 1000000
g41-g46 2 1000000
g41-g47 2 1000000
g41-g48 2 1000000
g41-g49 2 1000000
g41-g50 2 1000000
g42-g43 2 1000000
g42-g44 2 1000000
g42-g45 2 1000000
g42-g46 2 1000000
g42-g47 2 1000000
g42-g48 2 1000000
g42-g49 2 1000000
g42-g50 2 1000000
g43-g44 2 1000000
g43-g45 2 1000000
g43-g50 2 1000000
g44-g45 2 1000000
g44-g50 2 1000000
g45-g50 2 1000000
g46-g47 2 8617
g46-g48 2 1000000
g46-g50 2 1000000
g47-g48 2 1000000
g47-g50 2 1000000
g48-g50 2 1000000
g49-g50 2 1000000
g5-g11 2 1
g5-g12 2 11
g5-g13 2 21
g5-g14 2 14
g5-g15 2 31
g5-g16 2 1
g5-g20 2 705
g5-g21 2 2103
g5-g22 2 2
g5-g23 2 41
g5-g25 2 97
g5-g26 2 52
g5-g27 2 42
g5-g28 2 2
g5-g29 2 22
g5-g30 2 16
g5-g31 2 22
g5-g32 2 1179
g5-g33 2 4
g5-g37 2 9
g5-g38 2 1000000
g5-g40 2 227148
g5-g41 2 2
g5-g42 2 10
g5-g43 2 50
g5-g44 2 51
g5-g45 2 52
g5-g46 2 17
g5-g47 2 14
g5-g48 2 40
g5-g49 2 58
g5-g50 2 2181
g5-g6 2 9
g5-g7 2 495
g6-g11 2 37775
g6-g12 2 5483
g6-g13 2 34
g6-g14 2 488
g6-g15 2 42
g6-g16 2 7
g6-g20 2 1000000
g6-g21 2 1182
g6-g22 2 10
g6-g23 2 92
g6-g25 2 28
g6-g26 2 259
g6-g27 2 63
g6-g28 2 70695
g6-g29 2 316
