instance family sequential-d2-induced-except-5
g43-g73-normed 11 9974
g43-g82-normed 11 310
g43-g86-normed 11 273
g43-g93-normed 11 1000002
g44-g58-normed 11 21
g44-g59-normed 11 27
g44-g60-normed 11 263
g44-g66-normed 11 56
g44-g73-normed 11 3077
g44-g82-normed 11 305
g44-g86-normed 11 270
g44-g93-normed 11 1000001
g45-g58-normed 11 20
g45-g59-normed 11 28
g45-g60-normed 11 26
g45-g66-normed 11 56
g45-g73-normed 11 85
g45-g82-normed 11 304
g45-g86-normed 11 268
g45-g93-normed 11 5639
g46-g58-normed 11 18
g46-g59-normed 11 18
g46-g60-normed 11 26
g46-g66-normed 11 60
g46-g73-normed 11 23005
g46-g82-normed 11 320
g46-g86-normed 11 245
g46-g93-normed 11 1000001
g47-g58-normed 11 18
g47-g59-normed 11 18
g47-g60-normed 11 34
g47-g66-normed 11 59
g47-g73-normed 11 2170
g47-g82-normed 11 318
g47-g86-normed 11 246
g47-g93-normed 11 1000001
g48-g58-normed 11 23
g48-g59-normed 11 18
g48-g60-normed 11 24
g48-g66-normed 11 57
g48-g73-normed 11 6890
g48-g82-normed 11 311
g48-g86-normed 11 244
g48-g93-normed 11 1000002
g49-g58-normed 11 18
g49-g59-normed 11 18
g49-g60-normed 11 25
g49-g66-normed 11 56
g49-g73-normed 11 79
g49-g82-normed 11 284
g49-g86-normed 11 247
g49-g93-normed 11 1000002
g5-g58-normed 11 12
g5-g59-normed 11 16
g5-g60-normed 11 16
g5-g66-normed 11 37
g5-g73-normed 11 65
g5-g82-normed 11 238
g5-g86-normed 11 227
g5-g93-normed 11 5374
g50-g58-normed 11 25
g50-g59-normed 11 32
g50-g60-normed 11 30
g50-g66-normed 11 51
g50-g73-normed 11 101
g50-g82-normed 11 262
g50-g86-normed 11 252
g50-g93-normed 11 1000001
g6-g58-normed 11 14
g6-g59-normed 11 18
g6-g60-normed 11 23
g6-g66-normed 11 39
g6-g73-normed 11 69
g6-g82-normed 11 258
g6-g86-normed 11 767
g6-g93-normed 11 5389
g7-g58-normed 11 47
g7-g59-normed 11 31
g7-g60-normed 11 5550
g7-g66-normed 11 37
g7-g73-normed 11 8229
g7-g82-normed 11 242
g7-g86-normed 11 315
g7-g93-normed 11 5406
g8-g58-normed 11 412410
g8-g59-normed 11 324433
g8-g60-normed 11 134
g8-g66-normed 11 1000000
g8-g73-normed 11 205
g8-g82-normed 11 1000001
g8-g86-normed 11 18539
g8-g93-normed 11 1000001
g9-g58-normed 11 23
g9-g59-normed 11 24
g9-g60-normed 11 26
g9-g66-normed 11 1000000
g9-g73-normed 11 93
g9-g82-normed 11 1000000
g9-g86-normed 11 1000001
g9-g93-normed 11 1000001
phase-30-150-0.34-0.36-0.42-1 12 1000000
phase-30-150-0.34-0.36-0.42-2 12 1000000
phase-30-150-0.34-0.36-0.42-3 12 1000000
phase-30-150-0.34-0.36-0.42-4 12 1000000
phase-30-150-0.34-0.36-0.42-5 12 1000000
phase-30-150-0.34-0.36-0.42-6 12 1000000
phase-30-150-0.34-0.36-0.42-7 12 1000000
phase-30-150-0.34-0.36-0.42-8 12 1000000
phase-30-150-0.38-0.38-0.44-1 12 1000000
phase-30-150-0.38-0.38-0.44-2 12 1000000
phase-30-150-0.38-0.38-0.44-3 12 1000000
phase-30-150-0.38-0.38-0.44-4 12 1000000
phase-30-150-0.38-0.38-0.44-5 12 1000000
phase-30-150-0.38-0.38-0.44-6 12 1000000
phase-30-150-0.38-0.38-0.44-7 12 1000000
phase-30-150-0.38-0.38-0.44-8 12 1000000
phase-30-150-0.40-0.46-0.48-1 12 1000000
phase-30-150-0.40-0.46-0.48-2 12 1000000
phase-30-150-0.40-0.46-0.48-3 12 1000000
phase-30-150-0.40-0.46-0.48-4 12 1000000
phase-30-150-0.40-0.46-0.48-5 12 1000000
phase-30-150-0.40-0.46-0.48-6 12 1000000
phase-30-150-0.40-0.46-0.48-7 12 1000000
phase-30-150-0.40-0.46-0.48-8 12 1000000
phase-30-150-0.42-0.46-0.50-1 12 1000000
phase-30-150-0.42-0.46-0.50-2 12 1000000
phase-30-150-0.42-0.46-0.50-3 12 1000000
phase-30-150-0.42-0.46-0.50-4 12 1000000
phase-30-150-0.42-0.46-0.50-5 12 1000000
phase-30-150-0.42-0.46-0.50-6 12 1000000
phase-30-150-0.42-0.46-0.50-7 12 1000000
phase-30-150-0.42-0.46-0.50-8 12 1000000
phase-30-150-0.44-0.46-0.50-1 12 1000000
phase-30-150-0.44-0.46-0.50-2 12 1000000
phase-30-150-0.44-0.46-0.50-3 12 1000000
phase-30-150-0.44-0.46-0.50-4 12 1000000
phase-30-150-0.44-0.46-0.50-5 12 1000000
phase-30-150-0.44-0.46-0.50-6 12 1000000
phase-30-150-0.44-0.46-0.50-7 12 1000000
phase-30-150-0.44-0.46-0.50-8 12 1000000
phase-30-150-0.46-0.50-0.52-1 12 1000000
phase-30-150-0.46-0.50-0.52-2 12 1000000
phase-30-150-0.46-0.50-0.52-3 12 1000000
phase-30-150-0.46-0.50-0.52-4 12 1000000
phase-30-150-0.46-0.50-0.52-5 12 1000000
phase-30-150-0.46-0.50-0.52-6 12 1000000
phase-30-150-0.46-0.50-0.52-7 12 1000000
phase-30-150-0.46-0.50-0.52-8 12 1000000
phase-30-150-0.48-0.50-0.54-1 12 1000000
phase-30-150-0.48-0.50-0.54-2 12 1000000
phase-30-150-0.48-0.50-0.54-3 12 1000000
phase-30-150-0.48-0.50-0.54-4 12 1000000
phase-30-150-0.48-0.50-0.54-5 12 1000000
phase-30-150-0.48-0.50-0.54-6 12 1000000
phase-30-150-0.48-0.50-0.54-7 12 1000000
phase-30-150-0.48-0.50-0.54-8 12 1000000
phase-30-150-0.50-0.52-0.54-1 12 1000000
phase-30-150-0.50-0.52-0.54-2 12 1000000
phase-30-150-0.50-0.52-0.54-3 12 1000000
phase-30-150-0.50-0.52-0.54-4 12 1000000
phase-30-150-0.50-0.52-0.54-5 12 1000000
phase-30-150-0.50-0.52-0.54-6 12 1000000
phase-30-150-0.50-0.52-0.54-7 12 1000000
phase-30-150-0.50-0.52-0.54-8 12 1000000
phase-30-150-0.52-0.54-0.56-1 12 1000000
phase-30-150-0.52-0.54-0.56-2 12 1000000
phase-30-150-0.52-0.54-0.56-3 12 1000000
phase-30-150-0.52-0.54-0.56-4 12 1000000
phase-30-150-0.52-0.54-0.56-5 12 1000000
phase-30-150-0.52-0.54-0.56-6 12 1000000
phase-30-150-0.52-0.54-0.56-7 12 1000000
phase-30-150-0.52-0.54-0.56-8 12 1000000
phase-30-150-0.54-0.56-0.58-1 12 1000000
phase-30-150-0.54-0.56-0.58-2 12 1000000
phase-30-150-0.54-0.56-0.58-3 12 1000000
phase-30-150-0.54-0.56-0.58-4 12 1000000
phase-30-150-0.54-0.56-0.58-5 12 1000000
phase-30-150-0.54-0.56-0.58-6 12 1000000
phase-30-150-0.54-0.56-0.58-7 12 1000000
phase-30-150-0.54-0.56-0.58-8 12 1000000
phase-30-150-0.56-0.56-0.60-1 12 1000000
phase-30-150-0.56-0.56-0.60-2 12 1000000
phase-30-150-0.56-0.56-0.60-3 12 1000000
phase-30-150-0.56-0.56-0.60-4 12 1000000
phase-30-150-0.56-0.56-0.60-5 12 1000000
phase-30-150-0.56-0.56-0.60-6 12 1000000
phase-30-150-0.56-0.56-0.60-7 12 1000000
phase-30-150-0.56-0.56-0.60-8 12 1000000
phase-30-150-0.60-0.58-0.62-1 12 1000000
phase-30-150-0.60-0.58-0.62-2 12 1000000
phase-30-150-0.60-0.58-0.62-3 12 1000000
phase-30-150-0.60-0.58-0.62-4 12 1000000
phase-30-150-0.60-0.58-0.62-5 12 1000000
phase-30-150-0.60-0.58-0.62-6 12 1000000
phase-30-150-0.60-0.58-0.62-7 12 1000000
phase-30-150-0.60-0.58-0.62-8 12 1000000
phase-30-150-0.64-0.62-0.64-1 12 1000000
phase-30-150-0.64-0.62-0.64-2 12 1000000
phase-30-150-0.64-0.62-0.64-3 12 1000000
phase-30-150-0.64-0.62-0.64-4 12 1000000
phase-30-150-0.64-0.62-0.64-5 12 1000000
phase-30-150-0.64-0.62-0.64-6 12 1000000
phase-30-150-0.64-0.62-0.64-7 12 1000000
phase-30-150-0.64-0.62-0.64-8 12 1000000
phase-30-150-0.66-0.64-0.66-1 12 1000000
phase-30-150-0.66-0.64-0.66-2 12 1000000
phase-30-150-0.66-0.64-0.66-3 12 1000000
phase-30-150-0.66-0.64-0.66-4 12 1000000
phase-30-150-0.66-0.64-0.66-5 12 1000000
phase-30-150-0.66-0.64-0.66-6 12 1000000
phase-30-150-0.66-0.64-0.66-7 12 1000000
phase-30-150-0.66-0.64-0.66-8 12 1000000
phase-30-150-0.68-0.64-0.68-1 12 1000000
phase-30-150-0.68-0.64-0.68-2 12 1000000
phase-30-150-0.68-0.64-0.68-3 12 1000000
phase-30-150-0.68-0.64-0.68-4 12 1000000
phase-30-150-0.68-0.64-0.68-5 12 1000000
phase-30-150-0.68-0.64-0.68-6 12 1000000
phase-30-150-0.68-0.64-0.68-7 12 1000000
phase-30-150-0.68-0.64-0.68-8 12 1000000
phase-30-150-0.70-0.66-0.70-1 12 1000000
phase-30-150-0.70-0.66-0.70-2 12 1000000
phase-30-150-0.70-0.66-0.70-3 12 1000000
phase-30-150-0.70-0.66-0.70-4 12 1000000
phase-30-150-0.70-0.66-0.70-5 12 1000000
phase-30-150-0.70-0.66-0.70-6 12 1000000
phase-30-150-0.70-0.66-0.70-7 12 1000000
phase-30-150-0.70-0.66-0.70-8 12 1000000
phase-30-150-0.72-0.66-0.70-1 12 1000000
phase-30-150-0.72-0.66-0.70-2 12 1000000
phase-30-150-0.72-0.66-0.70-3 12 1000000
phase-30-150-0.72-0.66-0.70-4 12 1000000
phase-30-150-0.72-0.66-0.70-5 12 1000000
phase-30-150-0.72-0.66-0.70-6 12 1000000
phase-30-150-0.72-0.66-0.70-7 12 1000000
phase-30-150-0.72-0.66-0.70-8 12 1000000
phase-30-150-0.74-0.68-0.70-1 12 1000000
phase-30-150-0.74-0.68-0.70-2 12 1000000
phase-30-150-0.74-0.68-0.70-3 12 1000000
phase-30-150-0.74-0.68-0.70-4 12 1000000
phase-30-150-0.74-0.68-0.70-5 12 1000000
phase-30-150-0.74-0.68-0.70-6 12 1000000
phase-30-150-0.74-0.68-0.70-7 12 1000000
phase-30-150-0.74-0.68-0.70-8 12 1000000
phase-30-150-0.76-0.70-0.72-1 12 1000000
phase-30-150-0.76-0.70-0.72-2 12 1000000
phase-30-150-0.76-0.70-0.72-3 12 1000000
phase-30-150-0.76-0.70-0.72-4 12 1000000
phase-30-150-0.76-0.70-0.72-5 12 1000000
phase-30-150-0.76-0.70-0.72-6 12 1000000
phase-30-150-0.76-0.70-0.72-7 12 1000000
phase-30-150-0.76-0.70-0.72-8 12 1000000
phase-30-150-0.78-0.72-0.74-1 12 1000000
phase-30-150-0.78-0.72-0.74-2 12 1000000
phase-30-150-0.78-0.72-0.74-3 12 1000000
phase-30-150-0.78-0.72-0.74-4 12 1000000
phase-30-150-0.78-0.72-0.74-5 12 1000000
phase-30-150-0.78-0.72-0.74-6 12 1000000
phase-30-150-0.78-0.72-0.74-7 12 1000000
phase-30-150-0.78-0.72-0.74-8 12 1000000
phase-30-150-0.80-0.72-0.74-1 12 1000000
phase-30-150-0.80-0.72-0.74-2 12 1000000
phase-30-150-0.80-0.72-0.74-3 12 1000000
phase-30-150-0.80-0.72-0.74-4 12 1000000
phase-30-150-0.80-0.72-0.74-5 12 1000000
phase-30-150-0.80-0.72-0.74-6 12 1000000
phase-30-150-0.80-0.72-0.74-7 12 1000000
phase-30-150-0.80-0.72-0.74-8 12 1000000
phase-30-150-0.82-0.74-0.76-1 12 1000000
phase-30-150-0.82-0.74-0.76-2 12 1000000
phase-30-150-0.82-0.74-0.76-3 12 1000000
phase-30-150-0.82-0.74-0.76-4 12 1000000
phase-30-150-0.82-0.74-0.76-5 12 1000000
phase-30-150-0.82-0.74-0.76-6 12 1000000
phase-30-150-0.82-0.74-0.76-7 12 1000000
phase-30-150-0.82-0.74-0.76-8 12 1000000
phase-30-150-0.84-0.74-0.76-1 12 1000000
phase-30-150-0.84-0.74-0.76-2 12 1000000
phase-30-150-0.84-0.74-0.76-3 12 1000000
phase-30-150-0.84-0.74-0.76-4 12 1000000
phase-30-150-0.84-0.74-0.76-5 12 1000000
phase-30-150-0.84-0.74-0.76-6 12 1000000
phase-30-150-0.84-0.74-0.76-7 12 1000000
phase-30-150-0.84-0.74-0.76-8 12 1000000
phase-30-150-0.84-0.76-0.76-1 12 1000000
phase-30-150-0.84-0.76-0.76-2 12 1000000
phase-30-150-0.84-0.76-0.76-3 12 1000000
phase-30-150-0.84-0.76-0.76-4 12 1000000
phase-30-150-0.84-0.76-0.76-5 12 1000000
phase-30-150-0.84-0.76-0.76-6 12 1000000
phase-30-150-0.84-0.76-0.76-7 12 1000000
phase-30-150-0.84-0.76-0.76-8 12 1000000
phase-30-150-0.86-0.76-0.78-1 12 1000000
phase-30-150-0.86-0.76-0.78-2 12 1000000
phase-30-150-0.86-0.76-0.78-3 12 1000000
phase-30-150-0.86-0.76-0.78-4 12 1000000
phase-30-150-0.86-0.76-0.78-5 12 1000000
phase-30-150-0.86-0.76-0.78-6 12 1000000
phase-30-150-0.86-0.76-0.78-7 12 1000000
phase-30-150-0.86-0.76-0.78-8 12 1000000
