instance family sequential-d2-except-0 sequential-d2-except-1 sequential-d2-except-2 sequential-d2-except-3 sequential-d2-except-4 sequential-d2-except-5 sequential-d2-except-10 sequential-d2-except-20
g11-g49 2 1000000 1000000 1000000 1000000 26334 1000000 7115 6
g11-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 12 12
g12-g20 2 49 1224 4090 22480 109986 1000000 1000000 2
g12-g21 2 5 4 4 5 5 5 4 4
g12-g23 2 2 1 2 2 8 57 1000000 2
g12-g26 2 1 1 1 2 9 46 1000000 2
g12-g27 2 2 6 234 220512 1000000 1000000 3825 2
g12-g29 2 14 154 627 1793 4504 10527 1000000 4
g12-g30 2 13 153 580 1701 4440 10269 1000000 6
g12-g31 2 52 428 1318 3647 9297 28016 1000000 4
g12-g32 2 12 12 12 12 12 12 12 12
g12-g38 2 2 2 1 3 1000000 1000000 10348 7
g12-g40 2 8 10 10 10 8 8 13 13
g12-g43 2 10 62673 1000000 1000000 1000000 1000000 51 7
g12-g44 2 58 273 948 2614 7177 18732 1000000 8
g12-g45 2 35 286 862 2637 6835 17639 1000000 11
g12-g46 2 7 12 51 210 647 1968 466756 8
g12-g47 2 7 12 50 196 643 1920 462277 12
g12-g48 2 8 29 157 569 1688 3936 862987 9
g12-g50 2 1000000 34 54 1000000 1000000 335126 18 15
g13-g15 2 1 1 1 1052 217 1 1 1
g13-g20 2 337 2632 7 2 2 2 2 2
g13-g21 2 5 4 5 4 3 4 4 4
g13-g23 2 1 1 14 27156 7315 728 2 2
g13-g25 2 1 1 1 1 12794 1000000 3 2
g13-g26 2 1 2 8 614667 10747 2 2 1
g13-g27 2 767 4546 2 146 2 2 2 2
g13-g29 2 6 37 132 5987 1000000 128023 4 4
g13-g30 2 6 33 121 4512 1000000 117594 4 4
g13-g31 2 14 89 306 143770 1000000 1496 4 4
g13-g32 2 12 12 12 12 12 14 14 12
g13-g38 2 1 1 1 1 2 2 1000000 7
g13-g40 2 8 8 8 7 7 8 13 13
g13-g43 2 154106 1000000 1000000 9 9 50 6 6
g13-g44 2 21 110 462 1000000 1000000 1000000 8 7
g13-g45 2 20 106 448 1000000 1000000 29060 12 7
g13-g46 2 7 9 25 41 302 1000000 8 8
g13-g47 2 10 13 24 39 283 1000000 12 9
g13-g48 2 8 13 31 92 1000000 1000000 9 9
g13-g49 2 27 1000000 17843 568876 7 7 7 7
g13-g50 2 20179 1000000 1000000 1071 13 13 13 13
g14-g15 2 0 67 1000000 1000000 1000000 710034 91 1
g14-g20 2 2684 1244 4 2 2 2 2 2
g14-g21 2 4 4 3 4 4 4 3 4
g14-g23 2 3 3323 1000000 2 23 2 3 3
g14-g25 2 1 1 1 1000000 1000000 1000000 1000000 1
g14-g26 2 1 62 492262 2 2 2 2 1
g14-g27 2 1000000 1000000 3 4 4 4 2 2
g14-g29 2 8 43 791301 1000000 3765 7 4 4
g14-g30 2 7 40 699305 1000000 13451 7 4 4
g14-g31 2 20 132 1000000 1000000 8727 6 4 4
g14-g32 2 12 12 12 12 12 12 12 12
g14-g38 2 1 1 1 3 2 7 1000000 1000000
g14-g40 2 8 8 8 8 10 8 13 13
g14-g43 2 3303 1780 5604 202 10 11 9 9
g14-g44 2 16 159 1000000 1000000 4991 16 8 7
g14-g45 2 15 118 1000000 1000000 3837 14 8 8
g14-g46 2 11 19 57 115693 1000000 1000000 9 8
g14-g47 2 7 18 55 115579 993483 1000000 12 9
g14-g48 2 12 31 99 1000000 1000000 1000000 9 9
g14-g49 2 1000000 211 76 7 7 7 7 7
g14-g50 2 222 1000000 18 18 18 13 13 18
g15-g20 2 21 618 2223 2 835 2 2 2
g15-g21 2 4 4 4 4 4 5 5 4
g15-g23 2 1 1 1 26 229 6413 3 2
g15-g25 2 1 1 1 1 1 12323 3 2
g15-g26 2 1 1 5 17 1000000 11917 2 2
g15-g27 2 17 16459 8681 15 47 4 4 4
g15-g29 2 4 15 73 216 6151 1000000 4 6
g15-g30 2 4 21 89 263 4525 1000000 4 4
g15-g31 2 8 39 153 467 140558 1000000 4 6
g15-g32 2 12 12 12 12 12 12 12 12
g15-g38 2 1 1 1 1 1 2 1000000 1844
g15-g40 2 8 8 8 8 8 8 13 13
g15-g43 2 1000000 1000000 1000000 1150 11 6 6 6
g15-g44 2 9 46 181 691 1000000 1000000 8 8
g15-g45 2 9 44 171 664 1000000 1000000 8 11
g15-g46 2 7 8 11 21 60 268 8 9
g15-g47 2 7 8 11 31 66 254 8 12
g15-g48 2 8 9 25 48 109 1000000 9 9
g15-g49 2 13 10330 1000000 117243 24 7 10 10
g15-g50 2 1000000 30353 1000000 13 17 17 17 13
g16-g20 2 1000000 478726 3004 1000000 61887 7 4 2
g16-g21 2 4 5 4 4 4 4 4 5
g16-g22 2 1 1 2 78 2219 23655 1000000 1000000
g16-g23 2 1 181 4213 66930 797798 1000000 1000000 168421
g16-g25 2 1 1 1 1 1 1 1000000 1000000
g16-g26 2 2 1 550 106488 1000000 1000000 1000000 503088
g16-g27 2 57469 1000000 1000000 1000000 1000000 1000000 1000000 3
g16-g28 2 1 1 1 1 1 1 1270 1000000
g16-g29 2 88 634 8914 122024 1000000 1000000 1000000 1386
g16-g30 2 80 591 7707 103798 1000000 1000000 1000000 33839
g16-g31 2 292 2218 55152 773409 1000000 1000000 1000000 32
g16-g32 2 12 12 14 12 12 12 12 12
g16-g33 2 2 1 1 5 35 202 1000000 1000000
g16-g37 2 3 13 266 683 6105 3478 181006 842
g16-g38 2 1 1 1 1 179 16848 1000000 1000000
g16-g40 2 8 11 8 8 8 8 18 13
g16-g43 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 10
g16-g44 2 324 4933 143516 1000000 1000000 1000000 1000000 14
g16-g45 2 323 4713 134853 1000000 1000000 1000000 1000000 11
g16-g46 2 10 27 380 5027 26361 350410 1000000 1000000
g16-g47 2 10 27 377 4915 25712 341787 1000000 1000000
g16-g48 2 16 115 771 10511 60627 1000000 1000000 1000000
g16-g49 2 172937 1000000 1000000 1000000 1000000 1000000 1000000 8
g16-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 18
g17-g18 2 1 1 2 2 1 1 2 2
g17-g19 2 7 9197 616742 1000000 1000000 1000000 1000000 10
g17-g20 2 2 2 2 2 2 2 2 4
g17-g21 2 4 4 4 4 4 4 4 4
g17-g22 2 2 64051 1000000 1000000 1000000 1000000 1000000 1000000
g17-g23 2 1 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g24 2 1 1 1 487 24361 330335 1000000 1000000
g17-g25 2 1 1 1 1 1000000 1000000 1000000 1000000
g17-g26 2 1 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g17-g27 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 5
g17-g28 2 1 1 29 1585 29079 496144 1000000 1000000
g17-g29 2 6 6 6 6 6 4 4 4
g17-g30 2 6 6 6 6 6 6 6 6
g17-g31 2 4 4 4 4 6 6 4 4
g17-g32 2 12 12 15 12 12 12 12 12
g17-g33 2 72 5419 395796 1000000 1000000 1000000 1000000 18
g17-g34 2 2 184 2588 41242 996474 1000000 1000000 1000000
g17-g35 2 6 1695 77347 1000000 1000000 1000000 1000000 1000000
g17-g36 2 3 728 42633 1000000 1000000 1000000 1000000 1000000
g17-g37 2 91296 1000000 1000000 1000000 2184 50570 3727 67
g17-g38 2 1 1 1 1000000 1000000 1000000 1000000 5
g17-g39 2 6 16 15 15 14 29 20517 871
g17-g40 2 11 11 11 11 11 11 19 19
g17-g41 2 117 8838 625178 238768 1000000 1000000 4336 13
g17-g42 2 17919 1000000 1000000 1000000 1000000 1000000 1000000 12
g17-g43 2 1000000 165 2498 8 192 8 18 357
g17-g44 2 12 13 9 9 9 13 9 9
g17-g45 2 8 9 9 9 9 9 8 9
g17-g46 2 8 13 13 9 9 10 10 10
g17-g47 2 8 9 9 10 9 10 10 10
g17-g48 2 9 10 30 9 10 10 10 10
g17-g49 2 7 16 79 1000000 1000000 13904 1000000 1000000
g17-g50 2 53 6839 14 1602 23 755 152656 14
g18-g19 2 1 1 55163 1000000 1000000 1000000 1000000 1000000
g18-g20 2 3 2 2 2 2 2 2 4
g18-g21 2 6 6 6 6 5 6 5 6
g18-g22 2 2 16788 405090 1000000 1000000 1000000 1000000 1000000
g18-g23 2 1 1 1000000 1000000 1000000 1000000 1000000 1000000
g18-g24 2 0 0 1 1 855 4881 1000000 1000000
g18-g25 2 1 1 1 1 1000000 1000000 1000000 1000000
g18-g26 2 1 1 1 1000000 1000000 1000000 1000000 1000000
g18-g27 2 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g28 2 1 1 1 149 1041 9407 1000000 1000000
g18-g29 2 64 133 45 9 6 6 4 6
g18-g30 2 197 710 9 18 6 243 6 6
g18-g31 2 5 7 15 6 7 6 6 4
g18-g32 2 12 12 12 12 12 12 12 12
g18-g33 2 68 2467 30043 401677 1000000 1000000 1000000 1000000
g18-g34 2 1 227 1020 6639 70551 727142 1000000 1000000
g18-g35 2 5 1154 10247 95442 1000000 1000000 1000000 1000000
g18-g36 2 2 704 5242 68660 1000000 1000000 1000000 1000000
g18-g37 2 102041 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g38 2 1 1 1 1 1000000 1000000 1000000 1000000
g18-g39 2 82 6449 105321 1000000 1000000 1000000 1000000 1000000
g18-g40 2 8 8 8 8 8 8 14 14
g18-g41 2 125 4139 53281 722943 1000000 1000000 1000000 1000000
g18-g42 2 3475 776807 1000000 1000000 1000000 1000000 1000000 1000000
g18-g43 2 1000000 1000000 1000000 1000000 1000000 1000000 464537 483
g18-g44 2 53839 2672 542 41 10 10 9 9
g18-g45 2 224848 296 283 18 13 13 9 9
g18-g46 2 1000000 1000000 1000000 1000000 1000000 5018 10 12
g18-g47 2 1000000 1000000 1000000 1000000 1000000 4602 12 12
g18-g48 2 1000000 1000000 1000000 1000000 191133 187621 48 70
g18-g49 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g18-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1311 889
g19-g20 2 1000000 93624 205 2 3 2 2 2
g19-g21 2 4 4 4 4 4 4 4 4
g19-g22 2 2 2 38 234 2047 17947 1000000 34
g19-g23 2 1 1616 29737 278099 1000000 1000000 1000000 1000000
g19-g25 2 1 1 1 1 1 209 1000000 1000000
g19-g26 2 1 1 81229 865134 1000000 1000000 1000000 1000000
g19-g27 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 83
g19-g28 2 1 1 1 1 1 8 20486 1000000
g19-g29 2 1000000 1000000 1000000 1000000 1000000 1000000 4 4
g19-g30 2 1000000 1000000 1000000 1000000 1000000 1000000 7 4
g19-g31 2 1000000 1000000 1000000 1000000 168294 69886 4 7
g19-g32 2 12 15 12 12 12 12 12 12
g19-g33 2 1 3 33 279 1999 13450 1000000 113366
g19-g35 2 2 2 12 93 667 4379 1000000 302
g19-g37 2 14 8807 239237 1000000 1000000 1000000 1000000 7
g19-g38 2 1 1 1 1000000 1000000 1000000 1000000 1000000
g19-g40 2 8 8 8 8 8 8 14 14
g19-g41 2 6 5 35 239 1946 14623 1000000 1000000
g19-g42 2 4 7 544 5620 64912 579339 1000000 1000000
g19-g43 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g19-g44 2 1000000 1000000 1000000 1000000 1000000 37393 1322 9
g19-g45 2 1000000 1000000 1000000 1000000 1000000 62062 8219 9
g19-g46 2 29081 1000000 1000000 1000000 1000000 1000000 38 10
g19-g47 2 27893 1000000 1000000 1000000 1000000 1000000 38 10
g19-g48 2 110035 1000000 1000000 1000000 1000000 1000000 43 10
g19-g49 2 309148 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g19-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 14
g2-g10 2 0 0 0 0 0 0 0 0
g2-g11 2 0 0 0 0 0 0 0 0
g2-g12 2 0 0 0 0 0 0 0 0
g2-g13 2 0 0 0 0 0 0 0 0
g2-g14 2 0 0 0 0 0 0 0 0
g2-g15 2 0 0 0 0 0 0 0 0
g2-g16 2 0 0 0 0 0 0 0 0
g2-g17 2 0 0 0 0 0 0 0 0
g2-g18 2 0 0 0 0 0 0 0 0
g2-g19 2 0 0 0 0 0 0 0 0
g2-g20 2 1 1 1 1 1 1 1 1
g2-g21 2 3 3 3 3 2 3 3 3
g2-g22 2 0 0 0 0 0 0 0 0
g2-g23 2 1 1 1 1 1 1 1 1
g2-g24 2 2 0 0 0 0 0 0 0
g2-g25 2 0 0 0 0 0 0 0 0
g2-g26 2 0 0 0 0 1 0 1 1
g2-g27 2 1 1 1 1 1 1 1 1
g2-g28 2 0 0 0 0 0 0 0 0
g2-g29 2 2 2 2 2 2 2 2 2
g2-g3 2 0 0 0 0 0 0 0 0
g2-g30 2 3 3 2 2 2 2 2 2
g2-g31 2 2 2 2 2 2 2 2 2
g2-g32 2 10 12 12 10 10 10 10 10
g2-g33 2 1 1 1 1 1 1 1 1
g2-g34 2 1 1 1 1 1 1 1 1
g2-g35 2 1 1 1 1 1 1 1 2
g2-g36 2 1 1 1 1 1 1 1 2
g2-g37 2 1 1 1 1 1 1 3 3
g2-g38 2 1 1 1 1 1 1 1 1
g2-g39 2 1 1 1 1 1 1 1 1
g2-g4 2 0 0 0 0 0 0 0 0
g2-g40 2 6 6 6 6 6 6 13 9
g2-g41 2 2 2 2 2 2 2 2 2
g2-g42 2 2 2 2 2 2 2 2 2
g2-g43 2 3 3 3 3 3 3 3 4
g2-g44 2 5 4 4 5 4 5 4 4
g2-g45 2 4 4 4 4 5 4 5 5
g2-g46 2 5 5 5 5 5 5 5 5
g2-g47 2 5 7 7 5 5 5 7 5
g2-g48 2 7 8 5 5 5 5 5 5
g2-g49 2 3 3 3 3 3 3 4 4
g2-g5 2 0 0 0 0 0 0 0 0
g2-g50 2 10 10 10 13 10 10 10 10
g2-g6 2 0 0 0 0 0 0 0 0
g2-g7 2 0 0 0 0 0 0 0 0
g2-g8 2 0 0 0 0 0 0 0 0
g2-g9 2 0 0 0 0 0 0 0 0
g20-g21 2 5 5 5 5 7 5 4 4
g20-g23 2 2 2 2 2 2 2 1 905018
g20-g26 2 2 2 2 2 2 2 1 529267
g20-g27 2 2 2 2 2 2 2 2 1000000
g20-g29 2 3 4 4 4 4 4 14751 1000000
g20-g30 2 3 5 5 6 6 4 13406 1000000
g20-g31 2 4 4 4 4 5 28 47876 1000000
g20-g32 2 13 13 13 13 13 13 13 13
g20-g38 2 3 3 3 2 2 2 3 24025
g20-g40 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 888299
g20-g43 2 7 7 7 7 7 7 462786 1000000
g20-g44 2 10 10 7 7 8 8 45224 1000000
g20-g45 2 7 7 10 7 11 11 41112 1000000
g20-g48 2 10 10 7 8 8 8 1795 1000000
g20-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 6628
g21-g27 2 4 4 4 4 4 4 4 4
g21-g32 2 15 15 15 15 15 19 19 15
g21-g40 2 10 154 2125 1311 4598 12287 1000000 1000000
g21-g50 2 19 20 20 20 15 15 1000000 17
g22-g23 2 1 1 168410 1000000 1000000 1000000 1000000 1000000
g22-g25 2 1 1 1 1 1 1 1000000 1000000
g22-g26 2 2 2 1 1000000 1000000 1000000 1000000 1000000
g22-g27 2 31 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g22-g28 2 1 1 1 1 1 1 2283 1000000
g22-g29 2 13 43 133 557 1000000 1000000 1000000 1386
g22-g30 2 13 41 124 455 1000000 1000000 1000000 1000000
g22-g31 2 19 94 319 3007 1000000 1000000 1000000 47731
g22-g32 2 12 12 12 12 12 12 16 12
g22-g33 2 1 2 2 2 2 122 1000000 1000000
g22-g37 2 3 47 152 104 922 203 498 1000000
g22-g38 2 1 1 2 1 2 2 1000000 1000000
g22-g40 2 8 12 12 12 8 11 14 20
g22-g43 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g22-g44 2 46 161 883 6656 1000000 1000000 1000000 5595
g22-g45 2 27 155 950 6375 1000000 1000000 1000000 565
g22-g46 2 10 14 25 60 133 682266 1000000 1000000
g22-g47 2 15 14 25 60 131 638767 1000000 1000000
g22-g48 2 18 37 65 96 286 1000000 1000000 1000000
g22-g49 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g22-g50 2 1000000 1000000 242 125 2963 1000000 1000000 1000000
g23-g27 2 2 5 37267 1000000 1000000 1000000 4 4
g23-g32 2 13 13 13 13 16 16 16 13
g23-g40 2 1000000 15082 9 10 9 9 15 15
g23-g50 2 15 4034 16 16 1000000 16 15 16
g24-g25 2 1 1000000 1000000 1000000 1000000 1000000 1000000 2
g24-g26 2 2 2 2 65582 970 5 5 2
g24-g27 2 12 5 31 3 3 3 3 3
g24-g28 2 2 1 1 1 2 1000000 1000000 15
g24-g29 2 1000000 1000000 1000000 1000000 115235 162920 5 5
g24-g30 2 1000000 1000000 1000000 1000000 108461 152218 5 5
g24-g31 2 1000000 1000000 1000000 1000000 256332 336384 5 5
g24-g32 2 12 13 13 13 13 13 13 13
g24-g33 2 3 2 2 1000000 1000000 1000000 3 3
g24-g35 2 2 4 20 1000000 1000000 1000000 10 10
g24-g36 2 2 2 2 1985 1000000 1000000 10 7
g24-g37 2 5 6 4 4 4 4 8 8
g24-g38 2 3 1000000 1000000 1000000 1000000 1000000 1000000 146
g24-g39 2 4 2 2 1000000 1000000 1000000 269 10
g24-g40 2 8 9 9 9 9 9 15 15
g24-g41 2 8 8 6 1000000 1000000 1000000 8 8
g24-g42 2 11 10 27770 8 8 9 8 8
g24-g43 2 22 10 10 7888 9 9 9 12
g24-g44 2 49 253 1000000 1000000 417703 360389 29 10
g24-g45 2 48 247 1000000 1000000 367405 345063 18 10
g24-g46 2 12 1000000 1000000 1000000 1000000 1000000 11 16
g24-g47 2 18 1000000 1000000 1000000 1000000 1000000 16 16
g24-g48 2 1000000 1000000 1000000 1000000 1000000 1000000 12 11
g24-g49 2 9 11 10 10 9 9 9 9
g24-g50 2 15 15 15 16 15 15 15 15
g25-g26 2 17 488 2996 5 2 34 3 2
g25-g27 2 4545 41429 391471 7 17 5 5 3
g25-g29 2 9 19 66 129 339 12449 833538 5
g25-g30 2 9 19 76 178 374 4572 788762 5
g25-g31 2 12 37 96 250 806 204844 837 5
g25-g32 2 13 13 13 13 13 16 13 13
g25-g38 2 2 2 2 2 2 3 1000000 221
g25-g40 2 9 9 9 12 9 9 15 15
g25-g43 2 41441 9 34 10 585 18 10 8
g25-g44 2 15 49 127 360 1445 800458 1123 10
g25-g45 2 15 48 119 350 1384 757085 2171 14
g25-g46 2 8 11 16 29 60 128 419582 11
g25-g47 2 9 11 15 28 59 126 467443 11
g25-g48 2 10 15 36 72 108 272 606434 11
g25-g49 2 1000000 126326 9 11 15 14 13 13
g25-g50 2 21 21 21 15 16 16 15 16
g26-g27 2 2 207 327688 1000000 1000000 1000000 1000000 8
g26-g32 2 17 16 16 16 16 16 16 16
g26-g40 2 9 9 9 9 12 12 22 22
g26-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 22 16
g27-g32 2 14 14 14 14 14 13 13 13
g27-g50 2 24 1000000 1000000 1000000 1000000 1000000 17 23
g28-g29 2 8 9 5 5 5 5 6 6
g28-g30 2 11 5 5 5 5 5 6 6
g28-g31 2 8 8 8 8 8 8 9 9
g28-g32 2 14 14 14 14 14 17 17 17
g28-g33 2 4 8 1000000 1000000 3564 1000000 4 4
g28-g37 2 1000000 1000000 1403 150 88 214718 11 11
g28-g38 2 2 1000000 1000000 1000000 1000000 1000000 22 18
g28-g40 2 10 10 10 10 10 10 18 18
g28-g43 2 1000000 1000000 15 76 202 98825 17 11
g28-g44 2 17 32 13 13 19 19 20 18
g28-g45 2 11 12 13 13 13 13 14 13
g28-g46 2 13 13 13 13 13 19 19 19
g28-g47 2 13 14 13 14 13 13 19 14
g28-g48 2 20 19 19 19 20 19 20 20
g28-g49 2 1000000 1000000 1089 12 1681 12 12 12
g28-g50 2 1000000 25 25 18 24 18 18 18
g29-g30 2 6 6 14 102 465 2048 27149 94114
g29-g31 2 6 11 16 18 39 21 100 462
g29-g32 2 16 16 16 15 19 15 14 14
g29-g40 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g29-g44 2 10 10 10 10 9 3558 1000000 1000000
g29-g45 2 10 10 10 10 9 2558 1000000 1000000
g29-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g3-g10 2 1 16 0 0 0 0 0 0
g3-g11 2 0 33 187 0 0 0 0 0
g3-g12 2 0 381 4571 0 0 0 0 0
g3-g13 2 0 0 0 0 0 0 0 0
g3-g14 2 0 0 0 0 0 0 0 0
g3-g15 2 0 0 0 0 0 0 0 0
g3-g16 2 1 0 0 0 0 0 0 0
g3-g17 2 0 16 56 0 0 0 0 0
g3-g18 2 1 29 99 0 0 0 0 0
g3-g19 2 0 57 369 0 0 0 0 0
g3-g20 2 1 1 1 1 1 1 1 1
g3-g21 2 3 3 3 3 3 3 3 3
g3-g22 2 2 1 0 0 0 0 0 1
g3-g23 2 1 1 1 1 1 1 1 1
g3-g24 2 0 5 83 0 0 0 0 0
g3-g25 2 0 0 0 0 0 0 0 0
g3-g26 2 0 0 1 0 1 0 0 0
g3-g27 2 2 2 2 2 2 2 2 2
g3-g28 2 0 3 17 0 0 0 0 0
g3-g29 2 2 2 2 2 2 2 2 2
g3-g30 2 2 2 3 2 2 2 2 4
g3-g31 2 2 2 2 4 2 2 4 2
g3-g32 2 12 12 12 12 12 10 10 10
g3-g33 2 19 236 1 1 1 1 1 1
g3-g34 2 1 58 194 1 1 1 1 1
g3-g35 2 3 1 1 1 1 1 2 2
g3-g36 2 8 2 1 1 1 1 1 1
g3-g37 2 2 2 1 2 2 2 3 4
g3-g38 2 1 439 6069 1 1 1 1 1
g3-g39 2 12 176 1074 1 1 1 1 1
g3-g4 2 0 0 0 0 0 0 0 0
g3-g40 2 8 8 6 8 8 8 13 13
g3-g41 2 31 351 2 2 2 2 2 2
g3-g42 2 2 2 2 2 2 2 2 2
g3-g43 2 3 3 4 4 3 3 3 3
g3-g44 2 4 4 4 5 5 5 4 5
g3-g45 2 6 4 4 4 4 4 4 5
g3-g46 2 5 5 5 7 7 5 5 5
g3-g47 2 5 5 5 5 5 5 5 5
g3-g48 2 5 5 5 5 5 8 8 5
g3-g49 2 3 3 4 4 4 5 4 4
g3-g5 2 0 0 2 0 0 0 0 0
g3-g50 2 13 13 13 10 10 10 10 10
g3-g6 2 0 2 0 0 0 0 0 0
g3-g7 2 0 269 1556 0 0 0 0 0
g3-g8 2 1 0 0 0 0 0 0 0
g3-g9 2 0 5 0 0 0 0 0 0
g30-g31 2 6 6 6 8 7 7 17 248
g30-g32 2 14 14 14 13 13 13 14 14
g30-g40 2 10 10 10 9 9 9 1000000 1000000
g30-g44 2 10 10 10 9 9 9 2459 1000000
g30-g45 2 14 10 10 13 13 299 651273 1000000
g30-g50 2 16 17 17 17 16 16 1000000 1000000
g31-g32 2 21 16 16 16 15 15 15 14
g31-g40 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g31-g50 2 24 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g37 2 4 127 37071 524260 1000000 1000000 1000000 1000000
g33-g38 2 2 2 2 2 2 835 1000000 1000000
g33-g40 2 10 10 10 10 10 10 18 18
g33-g43 2 8 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g44 2 134674 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g45 2 114925 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g46 2 29 1032 12070 121183 1000000 1000000 1000000 1000000
g33-g47 2 28 1008 11877 117865 1000000 1000000 1000000 1000000
g33-g48 2 67 2828 36953 414707 1000000 1000000 1000000 1000000
g33-g49 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 470969
g34-g35 2 3 3151 35896 399168 1000000 1000000 1000000 1000000
g34-g36 2 3 3216 43518 738213 1000000 1000000 1000000 1000000
g34-g37 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g38 2 4 4 2 2 1000000 1000000 1000000 1000000
g34-g39 2 6 11905 133286 1000000 1000000 1000000 1000000 1000000
g34-g40 2 11 11 11 11 11 11 28 28
g34-g41 2 250 13308 175633 1000000 1000000 1000000 1000000 1000000
g34-g42 2 3869 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g43 2 9 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g44 2 11 11 1000000 1000000 1000000 1000000 1000000 1000000
g34-g45 2 10 12 1000000 1000000 1000000 1000000 1000000 1000000
g34-g46 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g47 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g48 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g49 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g35-g37 2 6576 1000000 529994 1000000 51466 63196 1000000 1000000
g35-g38 2 2 2 2 2 3 1000000 1000000 1000000
g35-g40 2 11 11 11 11 11 11 20 20
g35-g41 2 6 9 65 2527 53349 680010 1000000 1000000
g35-g42 2 7 236229 1000000 1000000 1000000 1000000 1000000 1000000
g35-g43 2 8 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g35-g44 2 10 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g35-g45 2 10 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g35-g46 2 19 70 548869 1000000 1000000 1000000 1000000 1000000
g35-g47 2 28 83 523999 1000000 1000000 1000000 1000000 1000000
g35-g48 2 24 207 1000000 1000000 1000000 1000000 1000000 1000000
g35-g49 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g35-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 66351
g36-g37 2 1076 5354 328874 16739 45875 152299 1000000 1000000
g36-g38 2 2 2 2 2 2 1000000 1000000 1000000
g36-g40 2 11 14 11 20 14 11 20 20
g36-g41 2 6 42 1002 7741 52655 320619 1000000 1000000
g36-g42 2 6 8441 157102 1000000 1000000 1000000 1000000 1000000
g36-g43 2 8 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g36-g44 2 10 16 1000000 1000000 1000000 1000000 1000000 1000000
g36-g45 2 16 16 1000000 1000000 1000000 1000000 1000000 1000000
g36-g46 2 61 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g36-g47 2 88 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g36-g48 2 156 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g36-g49 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g36-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g37-g38 2 3 3 2 2 2 2 7 1000000
g37-g40 2 1000000 1000000 1000000 5650 1000000 1000000 1000000 1000000
g37-g43 2 7 9 9 9 10 1000000 1000000 1000000
g37-g44 2 10 11 11 16 11 1000000 1000000 1000000
g37-g45 2 11 11 11 11 11 1000000 1000000 1000000
g37-g46 2 15 31 68 210 4904 90199 1000000 1000000
g37-g47 2 22 44 96 222 4750 88192 1000000 1000000
g37-g48 2 22 47 121 398 11511 201505 1000000 1000000
g37-g49 2 9 7453 1000000 1000000 1000000 1000000 1000000 1000000
g37-g50 2 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g38-g40 2 1000000 1000000 11 11 11 11 20 21
g38-g43 2 8 16 53 12067 1000000 1000000 27 14
